timestamp,beats per minute
2023-08-28T00:00:08Z,66.0
2023-08-28T00:00:13Z,65.0
2023-08-28T00:00:28Z,65.0
2023-08-28T00:00:43Z,64.0
2023-08-28T00:00:58Z,64.0
2023-08-28T00:01:03Z,65.0
2023-08-28T00:01:08Z,68.0
2023-08-28T00:01:13Z,71.0
2023-08-28T00:01:18Z,69.0
2023-08-28T00:01:23Z,67.0
2023-08-28T00:01:28Z,66.0
2023-08-28T00:01:38Z,65.0
2023-08-28T00:01:53Z,65.0
2023-08-28T00:01:58Z,66.0
2023-08-28T00:02:13Z,67.0
2023-08-28T00:02:18Z,68.0
2023-08-28T00:02:28Z,67.0
2023-08-28T00:02:43Z,66.0
2023-08-28T00:02:48Z,65.0
2023-08-28T00:03:03Z,65.0
2023-08-28T00:03:08Z,66.0
2023-08-28T00:03:13Z,67.0
2023-08-28T00:03:18Z,68.0
2023-08-28T00:03:23Z,69.0
2023-08-28T00:03:33Z,70.0
2023-08-28T00:03:38Z,71.0
2023-08-28T00:03:43Z,72.0
2023-08-28T00:03:48Z,72.0
2023-08-28T00:03:53Z,70.0
2023-08-28T00:03:58Z,68.0
2023-08-28T00:04:03Z,69.0
2023-08-28T00:04:08Z,70.0
2023-08-28T00:04:13Z,71.0
2023-08-28T00:04:23Z,70.0
2023-08-28T00:04:38Z,70.0
2023-08-28T00:04:43Z,71.0
2023-08-28T00:04:55Z,69.0
2023-08-28T00:05:05Z,70.0
2023-08-28T00:05:10Z,72.0
2023-08-28T00:05:15Z,73.0
2023-08-28T00:05:25Z,74.0
2023-08-28T00:05:30Z,76.0
2023-08-28T00:05:40Z,75.0
2023-08-28T00:05:45Z,73.0
2023-08-28T00:05:50Z,70.0
2023-08-28T00:05:55Z,71.0
2023-08-28T00:06:00Z,73.0
2023-08-28T00:06:05Z,74.0
2023-08-28T00:06:10Z,75.0
2023-08-28T00:06:15Z,74.0
2023-08-28T00:06:20Z,76.0
2023-08-28T00:06:25Z,79.0
2023-08-28T00:06:40Z,79.0
2023-08-28T00:06:55Z,79.0
2023-08-28T00:07:10Z,79.0
2023-08-28T00:07:15Z,78.0
2023-08-28T00:07:30Z,78.0
2023-08-28T00:07:35Z,76.0
2023-08-28T00:07:40Z,73.0
2023-08-28T00:07:45Z,71.0
2023-08-28T00:07:50Z,72.0
2023-08-28T00:08:05Z,70.0
2023-08-28T00:08:15Z,69.0
2023-08-28T00:08:20Z,69.0
2023-08-28T00:08:30Z,68.0
2023-08-28T00:08:35Z,69.0
2023-08-28T00:08:50Z,71.0
2023-08-28T00:08:55Z,72.0
2023-08-28T00:09:00Z,70.0
2023-08-28T00:09:05Z,65.0
2023-08-28T00:09:10Z,59.0
2023-08-28T00:09:25Z,59.0
2023-08-28T00:09:30Z,60.0
2023-08-28T00:09:35Z,61.0
2023-08-28T00:09:40Z,59.0
2023-08-28T00:09:50Z,58.0
2023-08-28T00:09:55Z,59.0
2023-08-28T00:10:00Z,60.0
2023-08-28T00:10:10Z,62.0
2023-08-28T00:10:15Z,63.0
2023-08-28T00:10:20Z,64.0
2023-08-28T00:10:25Z,65.0
2023-08-28T00:10:40Z,66.0
2023-08-28T00:10:50Z,67.0
2023-08-28T00:10:55Z,68.0
2023-08-28T00:11:00Z,69.0
2023-08-28T00:11:05Z,70.0
2023-08-28T00:11:10Z,69.0
2023-08-28T00:11:15Z,70.0
2023-08-28T00:11:25Z,72.0
2023-08-28T00:11:30Z,71.0
2023-08-28T00:11:35Z,70.0
2023-08-28T00:11:40Z,69.0
2023-08-28T00:11:45Z,71.0
2023-08-28T00:11:50Z,72.0
2023-08-28T00:11:55Z,71.0
2023-08-28T00:12:10Z,71.0
2023-08-28T00:12:15Z,75.0
2023-08-28T00:12:20Z,78.0
2023-08-28T00:12:25Z,80.0
2023-08-28T00:12:30Z,81.0
2023-08-28T00:12:35Z,79.0
2023-08-28T00:12:40Z,80.0
2023-08-28T00:12:45Z,79.0
2023-08-28T00:13:00Z,80.0
2023-08-28T00:13:15Z,80.0
2023-08-28T00:13:30Z,80.0
2023-08-28T00:13:45Z,80.0
2023-08-28T00:13:50Z,81.0
2023-08-28T00:13:55Z,82.0
2023-08-28T00:14:05Z,82.0
2023-08-28T00:14:15Z,83.0
2023-08-28T00:14:20Z,82.0
2023-08-28T00:14:25Z,81.0
2023-08-28T00:14:35Z,80.0
2023-08-28T00:14:40Z,77.0
