timestamp,heart rate zone,total minutes
2023-01-03T09:23:00Z,fat burn,1
2023-01-03T09:24:00Z,fat burn,1
2023-01-03T09:28:00Z,fat burn,1
2023-01-03T09:31:00Z,fat burn,1
2023-01-03T09:32:00Z,fat burn,1
2023-01-03T09:33:00Z,fat burn,1
2023-01-03T09:34:00Z,fat burn,1
2023-01-03T09:35:00Z,fat burn,1
2023-01-03T09:36:00Z,fat burn,1
2023-01-03T09:59:00Z,fat burn,1
2023-01-03T10:00:00Z,fat burn,1
2023-01-03T10:01:00Z,fat burn,1
2023-01-03T10:02:00Z,fat burn,1
2023-01-03T10:03:00Z,fat burn,1
2023-01-03T10:04:00Z,fat burn,1
2023-01-03T10:05:00Z,fat burn,1
2023-01-03T10:06:00Z,fat burn,1
2023-01-03T10:07:00Z,fat burn,1
2023-01-03T10:08:00Z,fat burn,1
2023-01-03T10:09:00Z,fat burn,1
2023-01-03T10:10:00Z,fat burn,1
2023-01-03T10:12:00Z,fat burn,1
2023-01-03T10:13:00Z,fat burn,1
2023-01-03T10:16:00Z,fat burn,1
2023-01-03T10:18:00Z,fat burn,1
2023-01-03T10:20:00Z,fat burn,1
2023-01-03T10:21:00Z,fat burn,1
2023-01-03T10:22:00Z,fat burn,1
2023-01-03T10:23:00Z,fat burn,1
2023-01-03T12:53:00Z,fat burn,1
2023-01-03T12:59:00Z,fat burn,1
2023-01-04T13:43:00Z,fat burn,1
2023-01-04T16:43:00Z,fat burn,1
2023-01-04T19:28:00Z,fat burn,1
2023-01-05T10:44:00Z,fat burn,1
2023-01-05T16:18:00Z,fat burn,1
2023-01-05T16:19:00Z,fat burn,1
2023-01-06T11:18:00Z,fat burn,1
2023-01-06T11:19:00Z,fat burn,1
2023-01-06T11:20:00Z,fat burn,1
2023-01-06T11:21:00Z,fat burn,1
2023-01-06T11:22:00Z,fat burn,1
2023-01-06T11:23:00Z,fat burn,1
2023-01-06T11:24:00Z,fat burn,1
2023-01-06T11:25:00Z,fat burn,1
2023-01-06T11:26:00Z,fat burn,1
2023-01-06T11:27:00Z,fat burn,1
2023-01-06T11:29:00Z,fat burn,1
2023-01-06T11:30:00Z,fat burn,1
2023-01-06T11:31:00Z,fat burn,1
2023-01-06T11:33:00Z,fat burn,1
2023-01-06T11:38:00Z,fat burn,1
2023-01-06T11:40:00Z,fat burn,1
2023-01-06T11:41:00Z,fat burn,1
2023-01-06T11:42:00Z,fat burn,1
2023-01-06T11:44:00Z,fat burn,1
2023-01-06T11:45:00Z,fat burn,1
2023-01-06T11:46:00Z,cardio,2
2023-01-06T11:47:00Z,cardio,2
2023-01-06T11:48:00Z,cardio,2
2023-01-06T11:49:00Z,fat burn,1
2023-01-06T11:50:00Z,fat burn,1
2023-01-06T11:51:00Z,fat burn,1
2023-01-06T11:52:00Z,fat burn,1
2023-01-06T11:53:00Z,fat burn,1
2023-01-06T11:55:00Z,fat burn,1
2023-01-06T11:56:00Z,fat burn,1
2023-01-06T11:57:00Z,fat burn,1
2023-01-06T11:58:00Z,fat burn,1
2023-01-06T11:59:00Z,fat burn,1
2023-01-06T12:00:00Z,fat burn,1
2023-01-06T12:01:00Z,fat burn,1
2023-01-06T12:02:00Z,fat burn,1
2023-01-06T12:03:00Z,fat burn,1
2023-01-06T13:36:00Z,fat burn,1
2023-01-06T13:37:00Z,fat burn,1
2023-01-06T16:33:00Z,fat burn,1
2023-01-07T13:41:00Z,fat burn,1
2023-01-07T13:42:00Z,fat burn,1
2023-01-07T13:44:00Z,fat burn,1
2023-01-07T13:48:00Z,fat burn,1
2023-01-07T13:49:00Z,fat burn,1
2023-01-07T13:50:00Z,fat burn,1
2023-01-07T13:51:00Z,fat burn,1
2023-01-07T13:52:00Z,fat burn,1
2023-01-07T13:53:00Z,cardio,2
2023-01-07T13:54:00Z,cardio,2
2023-01-07T13:55:00Z,fat burn,1
2023-01-07T13:56:00Z,fat burn,1
2023-01-08T10:07:00Z,fat burn,1
2023-01-08T13:00:00Z,fat burn,1
2023-01-08T13:01:00Z,fat burn,1
2023-01-08T13:02:00Z,fat burn,1
2023-01-08T13:03:00Z,fat burn,1
