timestamp,lap time,stroke count,stroke type
2024-03-01T00:00:39Z,00:00:16.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:01:06Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:01:55Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:02:22Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:04:30Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:05:21Z,00:00:27.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:06:13Z,00:00:25.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:14:33Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:15:08Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:19:03Z,00:00:25.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:20:55Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:23:08Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:23:43Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:27:13Z,00:00:43.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:29:15Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:32:47Z,00:00:26.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:40:30Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T00:49:29Z,00:00:27.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:00:15Z,00:00:35.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:01:13Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:03:15Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:06:31Z,00:00:23.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:11:10Z,00:00:27.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:11:51Z,00:00:44.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:12:57Z,00:00:25.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:13:56Z,00:00:29.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:14:45Z,00:00:50.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:17:32Z,00:00:31.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:19:43Z,00:00:45.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T01:21:34Z,00:00:51.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T12:53:09Z,00:00:13.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T12:55:42Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T13:29:31Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T13:32:40Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2024-03-01T13:42:25Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
