timestamp,gain
2015-10-01T02:08:00Z,6096
2015-10-01T02:52:00Z,3048
2015-10-01T02:53:00Z,3048
2015-10-01T05:34:00Z,6096
2015-10-01T05:35:00Z,6096
2015-10-01T06:19:00Z,9144
2015-10-01T06:20:00Z,3048
2015-10-01T06:21:00Z,6096
2015-10-01T08:38:00Z,3048
2015-10-01T08:39:00Z,3048
2015-10-01T08:56:00Z,3048
2015-10-01T08:57:00Z,3048
2015-10-01T08:58:00Z,3048
2015-10-01T09:26:00Z,3048
2015-10-01T10:50:00Z,3048
2015-10-01T10:51:00Z,9144
2015-10-01T11:46:00Z,6096
2015-10-01T14:06:00Z,3048
2015-10-01T15:53:00Z,3048
2015-10-02T05:35:00Z,3048
2015-10-02T06:57:00Z,3048
2015-10-02T06:58:00Z,3048
2015-10-02T11:14:00Z,3048
2015-10-02T11:34:00Z,3048
2015-10-03T04:19:00Z,3048
2015-10-03T05:51:00Z,3048
2015-10-03T07:43:00Z,3048
2015-10-03T11:57:00Z,6096
2015-10-03T13:37:00Z,3048
2015-10-03T16:37:00Z,3048
2015-10-04T03:17:00Z,12192
2015-10-04T07:17:00Z,9144
2015-10-04T07:18:00Z,3048
2015-10-04T07:41:00Z,3048
2015-10-04T11:57:00Z,6096
2015-10-04T12:31:00Z,3048
2015-10-04T12:51:00Z,3048
2015-10-04T14:03:00Z,3048
2015-10-04T14:30:00Z,3048
2015-10-04T17:32:00Z,3048
2015-10-05T01:41:00Z,3048
2015-10-05T04:51:00Z,6096
2015-10-05T07:07:00Z,6096
2015-10-05T07:49:00Z,9144
2015-10-05T10:47:00Z,3048
2015-10-05T11:23:00Z,3048
2015-10-05T15:58:00Z,3048
2015-10-06T03:08:00Z,6096
2015-10-06T07:40:00Z,6096
2015-10-06T07:41:00Z,6096
2015-10-06T11:52:00Z,3048
2015-10-06T12:25:00Z,3048
2015-10-06T13:29:00Z,3048
2015-10-06T14:34:00Z,3048
2015-10-06T16:04:00Z,3048
2015-10-07T10:59:00Z,3048
2015-10-07T11:34:00Z,3048
2015-10-07T13:26:00Z,3048
2015-10-07T16:02:00Z,3048
2015-10-08T02:13:00Z,6096
2015-10-08T02:14:00Z,3048
2015-10-08T02:43:00Z,3048
2015-10-08T02:44:00Z,3048
2015-10-08T05:36:00Z,6096
2015-10-08T06:36:00Z,3048
2015-10-08T06:37:00Z,6096
2015-10-08T10:00:00Z,3048
2015-10-08T10:19:00Z,3048
2015-10-08T10:20:00Z,3048
2015-10-08T14:22:00Z,3048
2015-10-09T02:08:00Z,6096
2015-10-09T02:53:00Z,6096
2015-10-09T02:54:00Z,3048
2015-10-09T02:55:00Z,3048
2015-10-09T07:49:00Z,6096
2015-10-09T11:30:00Z,3048
2015-10-09T11:31:00Z,3048
2015-10-09T13:02:00Z,3048
2015-10-09T16:08:00Z,3048
2015-10-10T02:49:00Z,3048
2015-10-10T04:18:00Z,3048
2015-10-10T04:38:00Z,3048
2015-10-10T05:45:00Z,3048
2015-10-10T06:07:00Z,3048
2015-10-10T07:21:00Z,3048
2015-10-10T07:47:00Z,3048
2015-10-10T08:36:00Z,3048
2015-10-10T09:00:00Z,3048
2015-10-10T10:05:00Z,3048
2015-10-10T10:56:00Z,3048
2015-10-10T11:12:00Z,3048
2015-10-11T04:40:00Z,3048
2015-10-11T06:01:00Z,6096
2015-10-11T14:25:00Z,3048
2015-10-11T14:26:00Z,3048
2015-10-11T16:50:00Z,3048
2015-10-12T02:10:00Z,3048
2015-10-12T02:11:00Z,3048
2015-10-12T02:45:00Z,6096
2015-10-12T04:16:00Z,3048
2015-10-12T04:17:00Z,3048
2015-10-12T04:54:00Z,6096
2015-10-12T06:34:00Z,3048
2015-10-12T06:35:00Z,3048
2015-10-12T07:50:00Z,6096
2015-10-12T07:51:00Z,3048
2015-10-12T07:52:00Z,3048
2015-10-12T09:31:00Z,3048
2015-10-12T16:16:00Z,3048
2015-10-12T16:17:00Z,3048
2015-10-13T02:05:00Z,3048
2015-10-13T02:06:00Z,3048
2015-10-13T02:45:00Z,3048
2015-10-13T02:46:00Z,3048
2015-10-13T04:55:00Z,3048
2015-10-13T04:56:00Z,3048
2015-10-13T05:35:00Z,6096
2015-10-13T06:16:00Z,6096
2015-10-13T06:33:00Z,9144
2015-10-13T09:14:00Z,3048
2015-10-13T09:15:00Z,6096
2015-10-13T10:00:00Z,3048
2015-10-13T11:49:00Z,3048
2015-10-13T12:59:00Z,3048
2015-10-13T13:18:00Z,3048
2015-10-14T02:09:00Z,3048
2015-10-14T02:10:00Z,3048
2015-10-14T02:40:00Z,6096
2015-10-14T07:19:00Z,3048
2015-10-14T07:20:00Z,3048
2015-10-14T07:52:00Z,6096
2015-10-14T09:34:00Z,3048
2015-10-14T10:08:00Z,3048
2015-10-14T11:17:00Z,3048
2015-10-14T13:27:00Z,3048
2015-10-14T14:34:00Z,3048
2015-10-14T15:25:00Z,3048
2015-10-15T02:09:00Z,3048
2015-10-15T02:10:00Z,3048
2015-10-15T02:41:00Z,6096
2015-10-15T05:37:00Z,6096
2015-10-15T06:18:00Z,3048
2015-10-15T06:19:00Z,3048
2015-10-15T06:20:00Z,3048
2015-10-15T07:15:00Z,3048
2015-10-15T09:22:00Z,3048
2015-10-15T09:23:00Z,3048
2015-10-15T10:25:00Z,3048
2015-10-15T12:52:00Z,3048
2015-10-15T15:32:00Z,3048
2015-10-16T02:07:00Z,6096
2015-10-16T02:42:00Z,3048
2015-10-16T02:43:00Z,3048
2015-10-16T06:35:00Z,6096
2015-10-16T07:42:00Z,3048
2015-10-16T07:43:00Z,3048
2015-10-16T07:44:00Z,3048
2015-10-16T07:51:00Z,3048
2015-10-16T07:52:00Z,6096
2015-10-16T07:53:00Z,3048
2015-10-16T10:01:00Z,3048
2015-10-16T10:43:00Z,3048
2015-10-16T11:40:00Z,3048
2015-10-16T12:06:00Z,3048
2015-10-16T13:05:00Z,3048
2015-10-16T13:36:00Z,3048
2015-10-16T15:42:00Z,3048
2015-10-17T04:18:00Z,3048
2015-10-17T11:07:00Z,3048
2015-10-17T17:35:00Z,3048
2015-10-19T02:09:00Z,3048
2015-10-19T02:10:00Z,3048
2015-10-19T06:35:00Z,6096
2015-10-19T06:36:00Z,3048
2015-10-19T07:17:00Z,3048
2015-10-19T08:23:00Z,3048
2015-10-19T08:24:00Z,3048
2015-10-19T08:25:00Z,6096
2015-10-19T09:13:00Z,3048
2015-10-19T10:49:00Z,3048
2015-10-19T12:19:00Z,3048
2015-10-19T15:55:00Z,3048
2015-10-20T02:07:00Z,3048
2015-10-20T02:08:00Z,3048
2015-10-20T02:43:00Z,3048
2015-10-20T02:44:00Z,3048
2015-10-20T07:41:00Z,6096
2015-10-20T08:49:00Z,3048
2015-10-20T09:34:00Z,3048
2015-10-20T09:35:00Z,3048
2015-10-20T16:15:00Z,3048
2015-10-21T06:03:00Z,3048
2015-10-21T07:46:00Z,3048
2015-10-21T09:37:00Z,3048
2015-10-22T03:25:00Z,3048
2015-10-22T04:07:00Z,3048
2015-10-22T06:10:00Z,3048
2015-10-22T07:30:00Z,3048
2015-10-22T07:31:00Z,3048
2015-10-22T10:52:00Z,3048
2015-10-22T14:58:00Z,3048
2015-10-22T15:36:00Z,3048
2015-10-23T02:05:00Z,3048
2015-10-23T02:40:00Z,3048
2015-10-23T02:41:00Z,6096
2015-10-23T04:27:00Z,6096
2015-10-23T04:55:00Z,6096
2015-10-23T06:34:00Z,9144
2015-10-23T08:05:00Z,3048
2015-10-23T08:22:00Z,3048
2015-10-23T08:23:00Z,3048
2015-10-23T08:45:00Z,3048
2015-10-23T09:13:00Z,3048
2015-10-23T12:01:00Z,3048
2015-10-24T02:50:00Z,3048
2015-10-24T05:15:00Z,3048
2015-10-24T06:04:00Z,3048
2015-10-24T06:05:00Z,3048
2015-10-24T07:42:00Z,3048
2015-10-24T17:39:00Z,3048
2015-10-25T04:21:00Z,3048
2015-10-25T06:02:00Z,3048
2015-10-25T06:03:00Z,6096
2015-10-25T16:33:00Z,3048
2015-10-26T01:41:00Z,3048
2015-10-26T02:09:00Z,6096
2015-10-26T02:51:00Z,6096
2015-10-26T04:14:00Z,3048
2015-10-26T04:15:00Z,3048
2015-10-26T04:54:00Z,6096
2015-10-26T06:33:00Z,6096
2015-10-26T07:52:00Z,6096
2015-10-26T08:39:00Z,6096
2015-10-26T08:40:00Z,3048
2015-10-27T02:38:00Z,6096
2015-10-27T04:54:00Z,6096
2015-10-27T05:37:00Z,6096
2015-10-27T06:16:00Z,9144
2015-10-27T06:17:00Z,3048
2015-10-27T06:18:00Z,3048
2015-10-27T06:19:00Z,9144
2015-10-27T09:12:00Z,3048
2015-10-27T09:13:00Z,6096
