timestamp,heart rate zone,total minutes
2023-10-01T13:05:00Z,fat burn,1
2023-10-01T14:52:00Z,fat burn,1
2023-10-01T14:53:00Z,fat burn,1
2023-10-01T14:54:00Z,fat burn,1
2023-10-01T14:55:00Z,fat burn,1
2023-10-01T14:56:00Z,fat burn,1
2023-10-01T14:57:00Z,fat burn,1
2023-10-01T14:58:00Z,fat burn,1
2023-10-01T14:59:00Z,fat burn,1
2023-10-01T15:02:00Z,fat burn,1
2023-10-01T15:04:00Z,fat burn,1
2023-10-01T17:38:00Z,fat burn,1
2023-10-01T18:55:00Z,fat burn,1
2023-10-01T18:56:00Z,fat burn,1
2023-10-01T18:57:00Z,fat burn,1
2023-10-01T21:24:00Z,fat burn,1
2023-10-01T21:25:00Z,fat burn,1
2023-10-01T22:19:00Z,fat burn,1
2023-10-02T13:37:00Z,fat burn,1
2023-10-02T13:45:00Z,fat burn,1
2023-10-02T14:40:00Z,fat burn,1
2023-10-02T14:41:00Z,fat burn,1
2023-10-02T14:42:00Z,fat burn,1
2023-10-02T14:48:00Z,fat burn,1
2023-10-02T14:49:00Z,fat burn,1
2023-10-02T14:52:00Z,fat burn,1
2023-10-02T14:53:00Z,fat burn,1
2023-10-02T14:54:00Z,fat burn,1
2023-10-02T15:02:00Z,fat burn,1
2023-10-02T18:51:00Z,fat burn,1
2023-10-02T18:52:00Z,fat burn,1
2023-10-02T18:53:00Z,fat burn,1
2023-10-02T18:56:00Z,fat burn,1
2023-10-02T18:57:00Z,fat burn,1
2023-10-02T18:58:00Z,fat burn,1
2023-10-02T18:59:00Z,fat burn,1
2023-10-02T19:26:00Z,fat burn,1
2023-10-02T19:27:00Z,fat burn,1
2023-10-02T19:28:00Z,fat burn,1
2023-10-02T19:29:00Z,fat burn,1
2023-10-02T19:30:00Z,fat burn,1
2023-10-02T19:31:00Z,fat burn,1
2023-10-02T19:32:00Z,fat burn,1
2023-10-02T19:36:00Z,fat burn,1
2023-10-02T23:04:00Z,fat burn,1
2023-10-02T23:05:00Z,fat burn,1
2023-10-02T23:06:00Z,fat burn,1
2023-10-02T23:07:00Z,fat burn,1
2023-10-02T23:08:00Z,fat burn,1
2023-10-02T23:09:00Z,fat burn,1
2023-10-02T23:10:00Z,fat burn,1
2023-10-02T23:11:00Z,fat burn,1
2023-10-02T23:12:00Z,fat burn,1
2023-10-02T23:15:00Z,fat burn,1
2023-10-02T23:16:00Z,fat burn,1
2023-10-02T23:19:00Z,fat burn,1
2023-10-03T00:57:00Z,fat burn,1
2023-10-03T00:58:00Z,fat burn,1
2023-10-03T01:00:00Z,fat burn,1
2023-10-03T01:34:00Z,fat burn,1
2023-10-03T14:16:00Z,fat burn,1
2023-10-03T14:17:00Z,cardio,2
2023-10-03T14:18:00Z,cardio,2
2023-10-03T14:19:00Z,fat burn,1
2023-10-03T14:20:00Z,fat burn,1
2023-10-03T14:23:00Z,fat burn,1
2023-10-03T14:24:00Z,fat burn,1
2023-10-03T14:25:00Z,fat burn,1
2023-10-03T14:26:00Z,fat burn,1
2023-10-03T14:36:00Z,fat burn,1
2023-10-03T14:37:00Z,fat burn,1
2023-10-03T14:39:00Z,fat burn,1
2023-10-03T14:40:00Z,fat burn,1
2023-10-03T14:41:00Z,fat burn,1
2023-10-03T14:42:00Z,fat burn,1
2023-10-03T14:43:00Z,fat burn,1
2023-10-03T14:44:00Z,fat burn,1
2023-10-03T14:45:00Z,fat burn,1
2023-10-03T15:02:00Z,fat burn,1
2023-10-03T15:03:00Z,fat burn,1
2023-10-03T15:04:00Z,fat burn,1
2023-10-03T16:10:00Z,fat burn,1
2023-10-03T16:11:00Z,fat burn,1
2023-10-03T16:12:00Z,fat burn,1
2023-10-03T16:14:00Z,fat burn,1
2023-10-03T16:15:00Z,fat burn,1
2023-10-03T16:16:00Z,fat burn,1
2023-10-03T16:17:00Z,fat burn,1
2023-10-03T16:18:00Z,fat burn,1
2023-10-03T16:19:00Z,fat burn,1
2023-10-03T16:39:00Z,fat burn,1
2023-10-03T16:40:00Z,fat burn,1
2023-10-03T16:46:00Z,fat burn,1
2023-10-03T16:47:00Z,fat burn,1
2023-10-03T16:51:00Z,fat burn,1
2023-10-03T16:52:00Z,fat burn,1
2023-10-03T16:53:00Z,fat burn,1
2023-10-03T22:00:00Z,fat burn,1
2023-10-03T22:08:00Z,fat burn,1
2023-10-03T22:09:00Z,fat burn,1
2023-10-03T23:15:00Z,fat burn,1
2023-10-04T13:36:00Z,fat burn,1
2023-10-04T13:37:00Z,fat burn,1
2023-10-04T13:38:00Z,fat burn,1
2023-10-04T13:39:00Z,fat burn,1
