timestamp,heart rate zone,total minutes
2023-06-01T06:32:00Z,fat burn,1
2023-06-01T06:33:00Z,cardio,2
2023-06-01T06:34:00Z,fat burn,1
2023-06-01T06:35:00Z,fat burn,1
2023-06-01T06:36:00Z,fat burn,1
2023-06-01T06:37:00Z,cardio,2
2023-06-01T06:38:00Z,cardio,2
2023-06-01T06:39:00Z,cardio,2
2023-06-01T06:40:00Z,cardio,2
2023-06-01T06:41:00Z,cardio,2
2023-06-01T06:42:00Z,cardio,2
2023-06-01T06:43:00Z,cardio,2
2023-06-01T06:44:00Z,cardio,2
2023-06-01T06:45:00Z,fat burn,1
2023-06-01T06:46:00Z,fat burn,1
2023-06-01T06:47:00Z,cardio,2
2023-06-01T06:48:00Z,fat burn,1
2023-06-01T06:49:00Z,fat burn,1
2023-06-01T06:50:00Z,fat burn,1
2023-06-01T06:51:00Z,fat burn,1
2023-06-01T06:52:00Z,fat burn,1
2023-06-01T06:53:00Z,fat burn,1
2023-06-01T06:54:00Z,fat burn,1
2023-06-01T06:55:00Z,fat burn,1
2023-06-01T06:56:00Z,fat burn,1
2023-06-01T06:57:00Z,fat burn,1
2023-06-01T06:58:00Z,fat burn,1
2023-06-01T06:59:00Z,fat burn,1
2023-06-01T07:00:00Z,fat burn,1
2023-06-01T07:01:00Z,fat burn,1
2023-06-01T07:02:00Z,fat burn,1
2023-06-01T07:24:00Z,fat burn,1
2023-06-01T07:25:00Z,fat burn,1
2023-06-01T16:37:00Z,fat burn,1
2023-06-01T16:38:00Z,fat burn,1
2023-06-01T16:56:00Z,fat burn,1
2023-06-02T06:08:00Z,fat burn,1
2023-06-02T06:09:00Z,fat burn,1
2023-06-02T06:10:00Z,fat burn,1
2023-06-02T06:11:00Z,fat burn,1
2023-06-02T06:15:00Z,fat burn,1
2023-06-02T06:16:00Z,fat burn,1
2023-06-02T11:37:00Z,fat burn,1
2023-06-02T13:16:00Z,fat burn,1
2023-06-02T13:24:00Z,fat burn,1
2023-06-02T13:25:00Z,cardio,2
2023-06-02T13:26:00Z,cardio,2
2023-06-02T13:27:00Z,cardio,2
2023-06-02T13:28:00Z,fat burn,1
2023-06-02T13:29:00Z,fat burn,1
2023-06-02T13:30:00Z,fat burn,1
2023-06-02T13:31:00Z,fat burn,1
2023-06-02T13:32:00Z,fat burn,1
2023-06-02T13:33:00Z,fat burn,1
2023-06-02T13:34:00Z,fat burn,1
2023-06-02T13:35:00Z,fat burn,1
2023-06-02T13:36:00Z,fat burn,1
2023-06-02T13:37:00Z,fat burn,1
2023-06-02T13:38:00Z,fat burn,1
2023-06-02T13:39:00Z,fat burn,1
2023-06-02T13:40:00Z,fat burn,1
2023-06-02T13:41:00Z,fat burn,1
2023-06-02T13:42:00Z,fat burn,1
2023-06-02T13:43:00Z,fat burn,1
2023-06-02T13:44:00Z,fat burn,1
2023-06-02T13:45:00Z,fat burn,1
2023-06-02T13:46:00Z,fat burn,1
2023-06-02T13:47:00Z,fat burn,1
2023-06-02T13:48:00Z,fat burn,1
2023-06-02T13:49:00Z,fat burn,1
2023-06-02T13:50:00Z,fat burn,1
2023-06-02T13:51:00Z,fat burn,1
2023-06-02T13:52:00Z,fat burn,1
2023-06-02T13:53:00Z,fat burn,1
2023-06-02T13:54:00Z,fat burn,1
2023-06-02T13:55:00Z,fat burn,1
2023-06-02T13:56:00Z,fat burn,1
2023-06-02T13:58:00Z,fat burn,1
2023-06-02T13:59:00Z,fat burn,1
2023-06-02T14:00:00Z,fat burn,1
2023-06-03T12:13:00Z,fat burn,1
2023-06-03T12:14:00Z,cardio,2
2023-06-03T12:15:00Z,fat burn,1
2023-06-03T12:16:00Z,fat burn,1
2023-06-03T12:17:00Z,cardio,2
2023-06-03T12:18:00Z,fat burn,1
2023-06-03T12:19:00Z,fat burn,1
2023-06-03T12:20:00Z,fat burn,1
2023-06-03T12:21:00Z,fat burn,1
2023-06-03T12:22:00Z,fat burn,1
2023-06-03T12:23:00Z,fat burn,1
2023-06-03T12:24:00Z,cardio,2
2023-06-03T12:25:00Z,cardio,2
2023-06-03T12:26:00Z,cardio,2
2023-06-03T12:27:00Z,cardio,2
2023-06-03T12:28:00Z,cardio,2
2023-06-03T12:29:00Z,cardio,2
2023-06-03T12:30:00Z,cardio,2
2023-06-03T12:31:00Z,fat burn,1
2023-06-03T12:35:00Z,fat burn,1
2023-06-03T12:36:00Z,fat burn,1
2023-06-03T12:37:00Z,fat burn,1
2023-06-03T12:38:00Z,fat burn,1
2023-06-03T12:39:00Z,cardio,2
2023-06-03T12:40:00Z,cardio,2
2023-06-03T12:41:00Z,cardio,2
2023-06-03T12:42:00Z,fat burn,1
2023-06-03T12:43:00Z,fat burn,1
2023-06-03T12:44:00Z,fat burn,1
2023-06-03T12:45:00Z,fat burn,1
2023-06-03T12:46:00Z,cardio,2
2023-06-03T12:47:00Z,cardio,2
2023-06-03T12:48:00Z,fat burn,1
2023-06-03T12:49:00Z,fat burn,1
2023-06-03T12:50:00Z,fat burn,1
2023-06-03T12:51:00Z,fat burn,1
2023-06-03T12:52:00Z,fat burn,1
2023-06-03T12:53:00Z,fat burn,1
2023-06-03T12:54:00Z,fat burn,1
2023-06-03T12:55:00Z,fat burn,1
2023-06-03T12:56:00Z,fat burn,1
2023-06-03T12:57:00Z,fat burn,1
2023-06-03T12:58:00Z,fat burn,1
2023-06-03T12:59:00Z,fat burn,1
2023-06-03T13:02:00Z,fat burn,1
2023-06-03T13:33:00Z,fat burn,1
2023-06-04T09:46:00Z,fat burn,1
2023-06-04T09:47:00Z,fat burn,1
2023-06-04T09:48:00Z,fat burn,1
2023-06-04T09:49:00Z,fat burn,1
2023-06-04T09:50:00Z,fat burn,1
2023-06-04T09:51:00Z,fat burn,1
2023-06-04T09:52:00Z,fat burn,1
2023-06-04T09:53:00Z,fat burn,1
2023-06-04T09:54:00Z,fat burn,1
2023-06-04T09:55:00Z,cardio,2
2023-06-04T09:56:00Z,fat burn,1
2023-06-04T09:57:00Z,fat burn,1
2023-06-04T09:58:00Z,fat burn,1
2023-06-04T09:59:00Z,fat burn,1
2023-06-04T10:00:00Z,fat burn,1
2023-06-04T10:01:00Z,fat burn,1
2023-06-04T10:02:00Z,fat burn,1
2023-06-04T10:03:00Z,fat burn,1
2023-06-04T10:04:00Z,fat burn,1
2023-06-04T10:05:00Z,fat burn,1
2023-06-04T10:06:00Z,fat burn,1
2023-06-04T10:07:00Z,fat burn,1
2023-06-04T10:09:00Z,fat burn,1
2023-06-04T10:10:00Z,fat burn,1
2023-06-04T10:11:00Z,fat burn,1
2023-06-04T10:12:00Z,fat burn,1
2023-06-04T10:13:00Z,fat burn,1
2023-06-04T10:14:00Z,fat burn,1
2023-06-04T10:15:00Z,cardio,2
2023-06-04T10:16:00Z,fat burn,1
2023-06-04T10:17:00Z,cardio,2
2023-06-04T10:18:00Z,cardio,2
2023-06-04T10:19:00Z,fat burn,1
2023-06-04T10:20:00Z,cardio,2
2023-06-04T10:21:00Z,fat burn,1
2023-06-04T10:22:00Z,fat burn,1
2023-06-04T10:23:00Z,fat burn,1
2023-06-04T10:24:00Z,fat burn,1
2023-06-04T10:25:00Z,fat burn,1
2023-06-04T10:26:00Z,fat burn,1
2023-06-05T07:26:00Z,fat burn,1
2023-06-05T11:41:00Z,fat burn,1
2023-06-05T11:42:00Z,fat burn,1
2023-06-05T11:43:00Z,fat burn,1
2023-06-05T11:44:00Z,fat burn,1
2023-06-05T11:45:00Z,fat burn,1
2023-06-05T11:46:00Z,fat burn,1
2023-06-05T11:47:00Z,fat burn,1
2023-06-05T11:48:00Z,cardio,2
2023-06-05T11:49:00Z,fat burn,1
2023-06-05T11:50:00Z,fat burn,1
2023-06-05T11:51:00Z,fat burn,1
2023-06-05T11:52:00Z,fat burn,1
2023-06-05T11:53:00Z,fat burn,1
2023-06-05T11:54:00Z,fat burn,1
2023-06-05T11:55:00Z,fat burn,1
2023-06-05T11:56:00Z,fat burn,1
2023-06-05T11:57:00Z,fat burn,1
2023-06-05T11:58:00Z,fat burn,1
2023-06-05T11:59:00Z,fat burn,1
2023-06-05T12:00:00Z,cardio,2
2023-06-05T12:01:00Z,cardio,2
2023-06-05T12:02:00Z,cardio,2
2023-06-05T12:03:00Z,fat burn,1
2023-06-05T12:04:00Z,cardio,2
2023-06-05T12:05:00Z,fat burn,1
2023-06-05T12:06:00Z,cardio,2
2023-06-05T12:07:00Z,cardio,2
2023-06-05T12:08:00Z,cardio,2
2023-06-05T12:09:00Z,fat burn,1
2023-06-05T12:10:00Z,fat burn,1
2023-06-05T12:11:00Z,fat burn,1
2023-06-05T12:12:00Z,fat burn,1
2023-06-05T12:13:00Z,fat burn,1
2023-06-05T12:14:00Z,fat burn,1
2023-06-05T12:15:00Z,fat burn,1
2023-06-05T12:16:00Z,fat burn,1
2023-06-05T12:17:00Z,fat burn,1
2023-06-05T12:18:00Z,fat burn,1
2023-06-05T12:59:00Z,fat burn,1
2023-06-05T17:04:00Z,fat burn,1
2023-06-06T10:19:00Z,cardio,2
2023-06-06T10:20:00Z,fat burn,1
2023-06-06T10:21:00Z,fat burn,1
2023-06-06T10:22:00Z,fat burn,1
2023-06-06T10:23:00Z,cardio,2
2023-06-06T10:24:00Z,fat burn,1
2023-06-06T10:25:00Z,fat burn,1
2023-06-06T10:26:00Z,fat burn,1
2023-06-06T10:27:00Z,cardio,2
2023-06-06T10:28:00Z,cardio,2
2023-06-06T10:29:00Z,cardio,2
2023-06-06T10:30:00Z,cardio,2
2023-06-06T10:31:00Z,cardio,2
2023-06-06T10:32:00Z,cardio,2
2023-06-06T10:33:00Z,cardio,2
2023-06-06T10:34:00Z,cardio,2
2023-06-06T10:35:00Z,cardio,2
2023-06-06T10:36:00Z,cardio,2
2023-06-06T10:37:00Z,cardio,2
2023-06-06T10:38:00Z,cardio,2
2023-06-06T10:39:00Z,cardio,2
2023-06-06T10:40:00Z,cardio,2
2023-06-06T10:41:00Z,fat burn,1
2023-06-06T10:42:00Z,cardio,2
2023-06-06T10:43:00Z,cardio,2
2023-06-06T10:44:00Z,fat burn,1
2023-06-06T10:45:00Z,fat burn,1
2023-06-06T10:46:00Z,fat burn,1
2023-06-06T10:47:00Z,fat burn,1
2023-06-06T10:48:00Z,fat burn,1
2023-06-06T10:49:00Z,fat burn,1
2023-06-06T10:50:00Z,fat burn,1
2023-06-06T10:51:00Z,fat burn,1
2023-06-06T10:52:00Z,fat burn,1
2023-06-06T10:53:00Z,fat burn,1
2023-06-06T10:54:00Z,fat burn,1
2023-06-06T10:55:00Z,fat burn,1
2023-06-06T10:56:00Z,fat burn,1
2023-06-06T10:57:00Z,fat burn,1
2023-06-06T10:58:00Z,fat burn,1
2023-06-06T10:59:00Z,fat burn,1
2023-06-06T11:00:00Z,fat burn,1
2023-06-06T11:01:00Z,fat burn,1
2023-06-06T11:02:00Z,fat burn,1
2023-06-06T11:05:00Z,fat burn,1
2023-06-06T11:08:00Z,fat burn,1
2023-06-06T15:42:00Z,fat burn,1
2023-06-07T15:43:00Z,fat burn,1
2023-06-07T15:44:00Z,fat burn,1
2023-06-07T15:45:00Z,fat burn,1
2023-06-07T15:46:00Z,cardio,2
2023-06-07T15:47:00Z,cardio,2
2023-06-07T15:48:00Z,cardio,2
2023-06-07T15:49:00Z,cardio,2
2023-06-07T15:50:00Z,cardio,2
2023-06-07T15:51:00Z,cardio,2
2023-06-07T15:52:00Z,cardio,2
2023-06-07T15:53:00Z,cardio,2
2023-06-07T15:54:00Z,cardio,2
2023-06-07T15:55:00Z,cardio,2
2023-06-07T15:56:00Z,cardio,2
2023-06-07T15:57:00Z,cardio,2
2023-06-07T15:58:00Z,cardio,2
2023-06-07T15:59:00Z,cardio,2
2023-06-07T16:00:00Z,cardio,2
2023-06-07T16:01:00Z,cardio,2
2023-06-07T16:02:00Z,cardio,2
2023-06-07T16:03:00Z,fat burn,1
2023-06-07T16:04:00Z,fat burn,1
2023-06-07T16:05:00Z,fat burn,1
2023-06-07T16:06:00Z,fat burn,1
2023-06-07T16:07:00Z,fat burn,1
2023-06-07T16:08:00Z,cardio,2
2023-06-07T16:09:00Z,cardio,2
2023-06-07T16:10:00Z,cardio,2
2023-06-07T16:11:00Z,cardio,2
2023-06-07T16:12:00Z,fat burn,1
2023-06-07T16:13:00Z,fat burn,1
2023-06-07T16:14:00Z,fat burn,1
2023-06-07T16:15:00Z,fat burn,1
2023-06-07T16:16:00Z,fat burn,1
2023-06-07T16:17:00Z,fat burn,1
2023-06-07T16:18:00Z,fat burn,1
2023-06-07T16:19:00Z,fat burn,1
2023-06-07T16:20:00Z,fat burn,1
2023-06-07T16:21:00Z,fat burn,1
2023-06-07T16:22:00Z,fat burn,1
2023-06-07T16:23:00Z,fat burn,1
2023-06-07T16:38:00Z,fat burn,1
2023-06-08T06:14:00Z,fat burn,1
2023-06-08T06:15:00Z,fat burn,1
2023-06-08T06:16:00Z,cardio,2
2023-06-08T06:17:00Z,cardio,2
2023-06-08T06:18:00Z,cardio,2
2023-06-08T06:19:00Z,cardio,2
2023-06-08T06:20:00Z,cardio,2
2023-06-08T06:21:00Z,cardio,2
2023-06-08T06:22:00Z,cardio,2
2023-06-08T06:23:00Z,cardio,2
2023-06-08T06:24:00Z,cardio,2
2023-06-08T06:25:00Z,cardio,2
2023-06-08T06:26:00Z,cardio,2
2023-06-08T06:27:00Z,cardio,2
2023-06-08T06:28:00Z,cardio,2
2023-06-08T06:29:00Z,cardio,2
2023-06-08T06:30:00Z,cardio,2
2023-06-08T06:31:00Z,cardio,2
2023-06-08T06:32:00Z,cardio,2
2023-06-08T06:33:00Z,cardio,2
2023-06-08T06:34:00Z,cardio,2
2023-06-08T06:35:00Z,cardio,2
2023-06-08T06:36:00Z,cardio,2
2023-06-08T06:37:00Z,fat burn,1
2023-06-08T06:38:00Z,fat burn,1
2023-06-08T06:39:00Z,fat burn,1
2023-06-08T06:40:00Z,fat burn,1
2023-06-08T06:41:00Z,fat burn,1
2023-06-08T06:42:00Z,fat burn,1
2023-06-08T06:43:00Z,fat burn,1
2023-06-08T06:44:00Z,fat burn,1
2023-06-08T06:45:00Z,fat burn,1
2023-06-08T06:46:00Z,fat burn,1
2023-06-09T08:58:00Z,fat burn,1
2023-06-09T08:59:00Z,cardio,2
2023-06-09T09:00:00Z,cardio,2
2023-06-09T09:01:00Z,fat burn,1
2023-06-09T09:02:00Z,fat burn,1
2023-06-09T09:03:00Z,cardio,2
2023-06-09T09:04:00Z,cardio,2
2023-06-09T09:05:00Z,cardio,2
2023-06-09T09:06:00Z,cardio,2
2023-06-09T09:07:00Z,cardio,2
2023-06-09T09:08:00Z,cardio,2
2023-06-09T09:09:00Z,cardio,2
2023-06-09T09:10:00Z,cardio,2
2023-06-09T09:11:00Z,cardio,2
2023-06-09T09:12:00Z,cardio,2
2023-06-09T09:13:00Z,cardio,2
2023-06-09T09:14:00Z,cardio,2
2023-06-09T09:15:00Z,cardio,2
2023-06-09T09:16:00Z,cardio,2
2023-06-09T09:17:00Z,cardio,2
2023-06-09T09:18:00Z,fat burn,1
2023-06-09T09:19:00Z,cardio,2
2023-06-09T09:20:00Z,cardio,2
2023-06-09T09:21:00Z,cardio,2
2023-06-09T09:22:00Z,cardio,2
2023-06-09T09:23:00Z,cardio,2
2023-06-09T09:24:00Z,fat burn,1
2023-06-09T09:25:00Z,fat burn,1
2023-06-09T09:26:00Z,cardio,2
2023-06-09T09:27:00Z,cardio,2
2023-06-09T09:28:00Z,fat burn,1
2023-06-09T09:29:00Z,fat burn,1
2023-06-09T09:30:00Z,fat burn,1
2023-06-09T09:31:00Z,fat burn,1
2023-06-09T09:32:00Z,fat burn,1
2023-06-09T09:33:00Z,fat burn,1
2023-06-09T09:34:00Z,fat burn,1
2023-06-09T09:35:00Z,fat burn,1
2023-06-09T09:36:00Z,fat burn,1
2023-06-09T09:37:00Z,fat burn,1
2023-06-10T08:00:00Z,fat burn,1
2023-06-10T08:01:00Z,cardio,2
2023-06-10T08:02:00Z,fat burn,1
2023-06-10T08:03:00Z,fat burn,1
2023-06-10T08:04:00Z,fat burn,1
2023-06-10T08:06:00Z,fat burn,1
2023-06-10T08:07:00Z,fat burn,1
2023-06-10T08:08:00Z,fat burn,1
2023-06-10T08:09:00Z,fat burn,1
2023-06-10T08:10:00Z,fat burn,1
2023-06-10T08:11:00Z,fat burn,1
2023-06-10T08:12:00Z,fat burn,1
2023-06-10T08:13:00Z,fat burn,1
2023-06-10T08:14:00Z,fat burn,1
2023-06-10T08:15:00Z,fat burn,1
2023-06-10T08:16:00Z,cardio,2
2023-06-10T08:17:00Z,fat burn,1
2023-06-10T08:18:00Z,fat burn,1
2023-06-10T08:19:00Z,fat burn,1
2023-06-10T08:20:00Z,fat burn,1
2023-06-10T08:21:00Z,cardio,2
2023-06-10T08:22:00Z,cardio,2
2023-06-10T08:23:00Z,cardio,2
2023-06-10T08:24:00Z,cardio,2
2023-06-10T08:25:00Z,cardio,2
2023-06-10T08:26:00Z,cardio,2
2023-06-10T08:27:00Z,cardio,2
2023-06-10T08:28:00Z,cardio,2
2023-06-10T08:29:00Z,cardio,2
2023-06-10T08:30:00Z,cardio,2
2023-06-10T08:31:00Z,cardio,2
2023-06-10T08:32:00Z,cardio,2
2023-06-10T08:33:00Z,cardio,2
2023-06-10T08:34:00Z,fat burn,1
2023-06-10T08:35:00Z,fat burn,1
2023-06-10T08:36:00Z,fat burn,1
2023-06-10T08:37:00Z,fat burn,1
2023-06-10T08:38:00Z,fat burn,1
2023-06-10T08:39:00Z,fat burn,1
2023-06-10T08:40:00Z,fat burn,1
2023-06-10T08:41:00Z,fat burn,1
2023-06-10T09:59:00Z,fat burn,1
2023-06-10T10:01:00Z,fat burn,1
2023-06-10T10:18:00Z,fat burn,1
2023-06-10T10:19:00Z,fat burn,1
2023-06-11T08:19:00Z,fat burn,1
2023-06-11T08:20:00Z,fat burn,1
2023-06-11T08:21:00Z,fat burn,1
