timestamp,latitude,longitude,altitude
2023-05-13T17:44:29Z,37.778215,-122.393332,46.0
2023-05-13T17:44:30Z,37.778215,-122.393332,46.0
2023-05-13T17:44:31Z,37.778213,-122.393258,46.0
2023-05-13T17:44:35Z,37.777928,-122.393540,-39.79
2023-05-13T17:44:36Z,37.778025,-122.393392,-34.69
2023-05-13T17:44:37Z,37.778035,-122.393358,-32.19
2023-05-13T17:44:39Z,37.778062,-122.393300,-0.39
2023-05-13T17:44:40Z,37.778067,-122.393282,2.8
2023-05-13T17:44:42Z,37.778063,-122.393272,19.8
2023-05-13T17:44:45Z,37.778090,-122.393415,26.8
2023-05-13T17:44:48Z,37.778218,-122.393433,26.8
2023-05-13T17:44:50Z,37.778080,-122.393478,-5.39
2023-05-13T17:45:41Z,37.777062,-122.394917,34.29
2023-05-13T17:45:42Z,37.777062,-122.394917,34.29
2023-05-13T17:45:43Z,37.777058,-122.395248,75.8
2023-05-13T17:45:44Z,37.777108,-122.395070,61.6
2023-05-13T17:45:45Z,37.777187,-122.394767,49.6
2023-05-13T17:45:46Z,37.777190,-122.394923,57.3
2023-05-13T17:45:47Z,37.777205,-122.394963,60.1
2023-05-13T17:45:48Z,37.777200,-122.394973,56.8
2023-05-13T17:45:49Z,37.777190,-122.394978,53.5
2023-05-13T17:45:50Z,37.777160,-122.395018,49.8
2023-05-13T17:45:51Z,37.777137,-122.395042,47.6
2023-05-13T17:45:52Z,37.777113,-122.395047,46.6
2023-05-13T17:45:53Z,37.777100,-122.395037,45.3
2023-05-13T17:45:54Z,37.777090,-122.395037,43.3
2023-05-13T17:45:55Z,37.777083,-122.395033,41.8
2023-05-13T17:45:56Z,37.777085,-122.395028,40.09
2023-05-13T17:45:57Z,37.777083,-122.395013,37.99
2023-05-13T17:45:58Z,37.777085,-122.394997,35.79
2023-05-13T17:45:59Z,37.777090,-122.394977,34.29
2023-05-13T17:46:00Z,37.777093,-122.394958,33.09
2023-05-13T17:46:01Z,37.777088,-122.394945,30.59
2023-05-13T17:46:02Z,37.777080,-122.394937,28.49
2023-05-13T17:46:03Z,37.777067,-122.394927,26.6
2023-05-13T17:46:04Z,37.777065,-122.394908,25.3
2023-05-13T17:46:05Z,37.777062,-122.394890,24.1
2023-05-13T17:46:06Z,37.777058,-122.394882,23.6
2023-05-13T17:46:07Z,37.777062,-122.394863,23.0
2023-05-13T17:46:08Z,37.777067,-122.394848,23.1
2023-05-13T17:46:09Z,37.777080,-122.394812,20.3
2023-05-13T17:46:10Z,37.777075,-122.394812,18.3
2023-05-13T17:46:11Z,37.777088,-122.394770,18.3
2023-05-13T17:46:12Z,37.777100,-122.394733,65.3
2023-05-13T17:46:13Z,37.777093,-122.394748,65.3
2023-05-13T17:46:14Z,37.777098,-122.394738,105.8
2023-05-13T17:46:15Z,37.777090,-122.394728,20.3
2023-05-13T17:46:16Z,37.777085,-122.394720,14.5
2023-05-13T17:46:17Z,37.777080,-122.394713,23.0
2023-05-13T17:46:18Z,37.777098,-122.394683,28.5
2023-05-13T17:46:20Z,37.777117,-122.394627,31.6
2023-05-13T17:46:22Z,37.777172,-122.394503,44.8
2023-05-13T17:46:23Z,37.777168,-122.394543,401.8
2023-05-13T17:46:25Z,37.777210,-122.394460,207.0
2023-05-13T17:46:26Z,37.777238,-122.394393,191.3
2023-05-13T17:46:30Z,37.777330,-122.394190,149.0
2023-05-13T17:46:32Z,37.777343,-122.394158,147.5
2023-05-13T17:46:33Z,37.777333,-122.394153,146.8
2023-05-13T17:46:34Z,37.777328,-122.394162,146.0
2023-05-13T17:46:35Z,37.777315,-122.394167,142.8
2023-05-13T17:46:36Z,37.777312,-122.394167,139.1
2023-05-13T17:46:37Z,37.777305,-122.394175,135.5
2023-05-13T17:46:38Z,37.777288,-122.394188,132.6
2023-05-13T17:46:39Z,37.777273,-122.394200,130.3
2023-05-13T17:46:40Z,37.777260,-122.394212,127.8
2023-05-13T17:46:41Z,37.777247,-122.394218,125.3
2023-05-13T17:46:42Z,37.777228,-122.394230,123.0
2023-05-13T17:46:43Z,37.777210,-122.394240,120.8
2023-05-13T17:46:44Z,37.777192,-122.394248,119.1
2023-05-13T17:46:45Z,37.777178,-122.394258,117.3
2023-05-13T17:46:46Z,37.777167,-122.394263,115.0
2023-05-13T17:46:47Z,37.777155,-122.394272,113.1
2023-05-13T17:46:48Z,37.777150,-122.394272,111.6
2023-05-13T17:46:49Z,37.777137,-122.394277,110.1
