timestamp,heart rate zone,total minutes
2023-05-01T00:29:00Z,fat burn,1
2023-05-01T00:30:00Z,fat burn,1
2023-05-01T00:31:00Z,fat burn,1
2023-05-01T00:35:00Z,fat burn,1
2023-05-01T00:36:00Z,fat burn,1
2023-05-01T00:37:00Z,fat burn,1
2023-05-01T00:39:00Z,fat burn,1
2023-05-01T00:40:00Z,fat burn,1
2023-05-01T00:41:00Z,fat burn,1
2023-05-01T00:42:00Z,fat burn,1
2023-05-01T00:43:00Z,fat burn,1
2023-05-01T00:44:00Z,fat burn,1
2023-05-01T00:45:00Z,fat burn,1
2023-05-01T00:46:00Z,fat burn,1
2023-05-01T00:48:00Z,fat burn,1
2023-05-01T00:49:00Z,fat burn,1
2023-05-01T00:51:00Z,fat burn,1
2023-05-01T00:52:00Z,fat burn,1
2023-05-01T00:53:00Z,fat burn,1
2023-05-01T00:54:00Z,fat burn,1
2023-05-01T00:56:00Z,fat burn,1
2023-05-01T00:57:00Z,fat burn,1
2023-05-01T00:58:00Z,fat burn,1
2023-05-01T00:59:00Z,fat burn,1
2023-05-01T01:00:00Z,fat burn,1
2023-05-01T01:01:00Z,fat burn,1
2023-05-01T01:03:00Z,fat burn,1
2023-05-01T01:04:00Z,fat burn,1
2023-05-01T01:05:00Z,fat burn,1
2023-05-01T01:06:00Z,fat burn,1
2023-05-01T01:07:00Z,fat burn,1
2023-05-01T01:08:00Z,fat burn,1
2023-05-01T01:09:00Z,fat burn,1
2023-05-01T01:14:00Z,fat burn,1
2023-05-01T01:15:00Z,fat burn,1
2023-05-01T01:16:00Z,fat burn,1
2023-05-01T01:17:00Z,fat burn,1
2023-05-01T01:19:00Z,fat burn,1
2023-05-01T01:20:00Z,fat burn,1
2023-05-01T01:21:00Z,fat burn,1
2023-05-01T01:22:00Z,fat burn,1
2023-05-01T01:23:00Z,fat burn,1
2023-05-01T01:29:00Z,fat burn,1
2023-05-01T01:30:00Z,fat burn,1
2023-05-01T01:31:00Z,fat burn,1
2023-05-01T01:32:00Z,fat burn,1
2023-05-01T01:40:00Z,fat burn,1
2023-05-01T01:41:00Z,fat burn,1
2023-05-01T01:42:00Z,fat burn,1
2023-05-01T01:43:00Z,fat burn,1
2023-05-01T01:46:00Z,fat burn,1
2023-05-01T01:47:00Z,fat burn,1
2023-05-01T01:49:00Z,fat burn,1
2023-05-01T01:50:00Z,fat burn,1
2023-05-01T01:56:00Z,fat burn,1
2023-05-01T01:57:00Z,fat burn,1
2023-05-01T01:58:00Z,fat burn,1
2023-05-01T01:59:00Z,fat burn,1
2023-05-01T02:01:00Z,fat burn,1
2023-05-01T02:10:00Z,fat burn,1
2023-05-01T02:11:00Z,fat burn,1
2023-05-01T02:13:00Z,fat burn,1
2023-05-01T02:14:00Z,fat burn,1
2023-05-01T02:15:00Z,fat burn,1
2023-05-01T02:16:00Z,fat burn,1
2023-05-01T03:04:00Z,fat burn,1
2023-05-01T18:22:00Z,fat burn,1
2023-05-01T18:23:00Z,fat burn,1
2023-05-01T18:37:00Z,fat burn,1
2023-05-01T18:40:00Z,fat burn,1
2023-05-01T18:45:00Z,fat burn,1
2023-05-01T18:46:00Z,fat burn,1
2023-05-01T18:47:00Z,fat burn,1
2023-05-01T18:48:00Z,fat burn,1
2023-05-01T20:24:00Z,fat burn,1
2023-05-01T20:29:00Z,fat burn,1
2023-05-01T20:53:00Z,fat burn,1
2023-05-02T02:01:00Z,fat burn,1
2023-05-02T18:32:00Z,fat burn,1
2023-05-02T18:33:00Z,fat burn,1
2023-05-02T18:34:00Z,cardio,2
2023-05-02T18:35:00Z,cardio,2
2023-05-02T18:36:00Z,fat burn,1
2023-05-02T18:37:00Z,fat burn,1
2023-05-02T18:38:00Z,fat burn,1
2023-05-02T18:39:00Z,fat burn,1
2023-05-02T18:43:00Z,fat burn,1
2023-05-02T18:50:00Z,fat burn,1
2023-05-02T18:55:00Z,fat burn,1
2023-05-02T18:56:00Z,cardio,2
2023-05-02T18:57:00Z,cardio,2
2023-05-02T18:59:00Z,fat burn,1
2023-05-02T19:01:00Z,fat burn,1
2023-05-02T19:02:00Z,fat burn,1
2023-05-03T00:44:00Z,fat burn,1
2023-05-03T00:46:00Z,fat burn,1
2023-05-03T00:49:00Z,fat burn,1
2023-05-03T00:59:00Z,fat burn,1
2023-05-03T19:20:00Z,fat burn,1
2023-05-03T19:21:00Z,fat burn,1
2023-05-03T19:29:00Z,fat burn,1
2023-05-03T19:30:00Z,fat burn,1
2023-05-03T19:34:00Z,fat burn,1
2023-05-03T19:35:00Z,fat burn,1
2023-05-03T19:36:00Z,fat burn,1
2023-05-03T19:37:00Z,fat burn,1
2023-05-03T19:38:00Z,fat burn,1
2023-05-03T19:39:00Z,fat burn,1
2023-05-03T19:40:00Z,fat burn,1
2023-05-03T19:41:00Z,fat burn,1
2023-05-03T19:42:00Z,fat burn,1
2023-05-03T19:43:00Z,fat burn,1
2023-05-03T19:47:00Z,fat burn,1
2023-05-03T19:48:00Z,fat burn,1
2023-05-03T19:49:00Z,fat burn,1
2023-05-03T19:50:00Z,fat burn,1
2023-05-03T20:43:00Z,fat burn,1
2023-05-03T20:44:00Z,fat burn,1
2023-05-03T20:47:00Z,fat burn,1
2023-05-03T20:48:00Z,fat burn,1
2023-05-04T01:06:00Z,fat burn,1
2023-05-04T01:11:00Z,fat burn,1
2023-05-04T01:13:00Z,fat burn,1
2023-05-04T01:15:00Z,fat burn,1
2023-05-04T01:27:00Z,fat burn,1
2023-05-04T01:29:00Z,fat burn,1
2023-05-04T01:30:00Z,fat burn,1
2023-05-04T16:42:00Z,fat burn,1
2023-05-04T16:43:00Z,fat burn,1
2023-05-04T16:44:00Z,cardio,2
2023-05-04T16:45:00Z,cardio,2
2023-05-04T16:46:00Z,fat burn,1
2023-05-04T16:47:00Z,cardio,2
2023-05-04T16:48:00Z,cardio,2
2023-05-04T16:49:00Z,cardio,2
2023-05-04T16:50:00Z,fat burn,1
2023-05-04T16:52:00Z,fat burn,1
2023-05-04T16:53:00Z,fat burn,1
2023-05-04T16:54:00Z,fat burn,1
2023-05-04T16:55:00Z,fat burn,1
2023-05-04T16:56:00Z,fat burn,1
2023-05-04T16:57:00Z,fat burn,1
2023-05-04T16:58:00Z,fat burn,1
2023-05-04T17:00:00Z,fat burn,1
2023-05-04T17:01:00Z,fat burn,1
2023-05-04T17:13:00Z,fat burn,1
2023-05-04T17:14:00Z,fat burn,1
2023-05-04T17:15:00Z,fat burn,1
2023-05-04T17:16:00Z,fat burn,1
2023-05-04T17:18:00Z,fat burn,1
2023-05-04T17:19:00Z,fat burn,1
2023-05-04T17:22:00Z,fat burn,1
2023-05-04T18:25:00Z,fat burn,1
2023-05-04T18:29:00Z,fat burn,1
2023-05-04T20:04:00Z,fat burn,1
2023-05-04T20:05:00Z,fat burn,1
2023-05-04T20:09:00Z,fat burn,1
2023-05-05T16:30:00Z,fat burn,1
2023-05-05T16:34:00Z,fat burn,1
2023-05-05T18:30:00Z,fat burn,1
2023-05-05T18:31:00Z,cardio,2
2023-05-05T18:32:00Z,fat burn,1
2023-05-05T18:33:00Z,fat burn,1
2023-05-05T18:34:00Z,fat burn,1
2023-05-05T18:35:00Z,fat burn,1
2023-05-05T18:36:00Z,fat burn,1
2023-05-05T18:37:00Z,fat burn,1
2023-05-05T18:38:00Z,fat burn,1
2023-05-05T18:39:00Z,fat burn,1
2023-05-05T18:40:00Z,cardio,2
2023-05-05T18:41:00Z,fat burn,1
2023-05-05T18:42:00Z,cardio,2
2023-05-05T18:43:00Z,cardio,2
2023-05-05T18:44:00Z,cardio,2
2023-05-05T18:45:00Z,fat burn,1
2023-05-05T18:46:00Z,fat burn,1
2023-05-05T18:49:00Z,fat burn,1
2023-05-05T18:53:00Z,fat burn,1
2023-05-05T18:54:00Z,fat burn,1
2023-05-05T18:57:00Z,fat burn,1
2023-05-05T18:58:00Z,fat burn,1
2023-05-05T18:59:00Z,fat burn,1
2023-05-05T19:00:00Z,fat burn,1
2023-05-05T19:01:00Z,fat burn,1
2023-05-05T19:03:00Z,fat burn,1
2023-05-05T19:04:00Z,fat burn,1
2023-05-05T19:05:00Z,fat burn,1
2023-05-05T20:54:00Z,fat burn,1
2023-05-05T20:55:00Z,fat burn,1
2023-05-05T20:56:00Z,fat burn,1
2023-05-05T20:59:00Z,fat burn,1
2023-05-06T03:01:00Z,fat burn,1
2023-05-06T03:02:00Z,fat burn,1
2023-05-06T03:05:00Z,fat burn,1
2023-05-06T03:06:00Z,fat burn,1
2023-05-06T03:07:00Z,fat burn,1
2023-05-06T03:09:00Z,fat burn,1
2023-05-06T03:12:00Z,fat burn,1
2023-05-06T03:13:00Z,fat burn,1
2023-05-06T03:14:00Z,fat burn,1
2023-05-06T03:15:00Z,fat burn,1
2023-05-06T03:16:00Z,fat burn,1
2023-05-06T03:17:00Z,fat burn,1
2023-05-06T03:18:00Z,fat burn,1
2023-05-06T03:22:00Z,fat burn,1
2023-05-06T03:23:00Z,fat burn,1
2023-05-06T03:24:00Z,fat burn,1
2023-05-06T03:28:00Z,fat burn,1
2023-05-06T03:29:00Z,fat burn,1
2023-05-06T15:16:00Z,fat burn,1
2023-05-06T15:17:00Z,fat burn,1
2023-05-06T15:18:00Z,fat burn,1
2023-05-06T15:19:00Z,fat burn,1
2023-05-06T15:20:00Z,cardio,2
2023-05-06T15:21:00Z,fat burn,1
2023-05-06T15:22:00Z,fat burn,1
2023-05-06T15:23:00Z,fat burn,1
2023-05-06T15:24:00Z,fat burn,1
2023-05-06T15:26:00Z,fat burn,1
2023-05-06T15:27:00Z,fat burn,1
2023-05-06T15:28:00Z,fat burn,1
2023-05-06T15:29:00Z,fat burn,1
2023-05-06T15:30:00Z,fat burn,1
2023-05-06T15:35:00Z,fat burn,1
2023-05-06T15:38:00Z,fat burn,1
2023-05-06T15:41:00Z,fat burn,1
2023-05-06T15:42:00Z,fat burn,1
2023-05-06T15:43:00Z,fat burn,1
2023-05-06T15:44:00Z,fat burn,1
2023-05-06T15:46:00Z,fat burn,1
2023-05-06T15:47:00Z,fat burn,1
2023-05-06T15:48:00Z,fat burn,1
2023-05-06T15:49:00Z,fat burn,1
2023-05-06T15:50:00Z,fat burn,1
2023-05-06T15:51:00Z,fat burn,1
2023-05-06T15:52:00Z,fat burn,1
2023-05-06T15:53:00Z,fat burn,1
2023-05-06T15:54:00Z,fat burn,1
2023-05-06T16:56:00Z,fat burn,1
2023-05-06T21:39:00Z,fat burn,1
2023-05-07T04:24:00Z,fat burn,1
2023-05-07T04:25:00Z,fat burn,1
2023-05-07T20:45:00Z,fat burn,1
2023-05-07T20:46:00Z,fat burn,1
2023-05-07T20:52:00Z,fat burn,1
2023-05-07T20:54:00Z,fat burn,1
2023-05-07T20:55:00Z,fat burn,1
2023-05-07T20:56:00Z,fat burn,1
2023-05-07T20:57:00Z,fat burn,1
2023-05-07T20:58:00Z,fat burn,1
2023-05-07T21:05:00Z,fat burn,1
2023-05-07T21:06:00Z,fat burn,1
2023-05-07T21:07:00Z,fat burn,1
2023-05-07T21:08:00Z,fat burn,1
2023-05-07T21:09:00Z,fat burn,1
2023-05-07T21:12:00Z,fat burn,1
2023-05-07T21:13:00Z,fat burn,1
2023-05-08T01:05:00Z,fat burn,1
2023-05-08T01:06:00Z,fat burn,1
2023-05-08T01:07:00Z,fat burn,1
2023-05-08T01:10:00Z,fat burn,1
2023-05-08T01:11:00Z,fat burn,1
2023-05-08T01:15:00Z,fat burn,1
2023-05-08T01:16:00Z,fat burn,1
2023-05-08T01:17:00Z,fat burn,1
2023-05-08T01:18:00Z,fat burn,1
2023-05-08T01:19:00Z,fat burn,1
2023-05-08T01:21:00Z,fat burn,1
