timestamp,lap time,stroke count,stroke type
2022-12-01T01:39:32Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T03:33:18Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T03:34:02Z,00:00:24.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T03:34:56Z,00:00:23.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T03:36:28Z,00:00:26.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T03:37:04Z,00:00:35.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T03:38:46Z,00:00:31.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T03:59:05Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T04:06:40Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T04:08:25Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T04:08:46Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T04:11:18Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T04:12:21Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T04:16:18Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T04:18:34Z,00:00:23.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T04:19:12Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T18:40:46Z,00:00:19.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T19:12:43Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T19:34:14Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T19:43:25Z,00:00:30.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T22:28:36Z,00:00:51.000,16,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T22:29:28Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T22:31:02Z,00:00:40.000,14,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T22:57:55Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T23:08:36Z,00:00:24.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T23:09:16Z,00:00:27.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2022-12-01T23:10:08Z,00:00:29.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
