timestamp,gain
2016-12-01T02:06:00Z,3048
2016-12-01T03:00:00Z,3048
2016-12-01T03:59:00Z,3048
2016-12-01T05:07:00Z,3048
2016-12-01T05:08:00Z,3048
2016-12-01T05:32:00Z,3048
2016-12-01T06:02:00Z,3048
2016-12-01T08:16:00Z,3048
2016-12-01T10:02:00Z,3048
2016-12-01T11:10:00Z,3048
2016-12-01T17:02:00Z,3048
2016-12-02T02:58:00Z,3048
2016-12-02T02:59:00Z,3048
2016-12-02T03:47:00Z,3048
2016-12-02T07:37:00Z,3048
2016-12-02T08:23:00Z,3048
2016-12-02T08:24:00Z,3048
2016-12-02T09:15:00Z,3048
2016-12-02T09:35:00Z,3048
2016-12-02T10:53:00Z,3048
2016-12-02T10:54:00Z,3048
2016-12-02T11:10:00Z,3048
2016-12-02T11:11:00Z,3048
2016-12-02T16:32:00Z,3048
2016-12-03T01:46:00Z,3048
2016-12-03T02:33:00Z,3048
2016-12-03T02:34:00Z,3048
2016-12-03T07:39:00Z,3048
2016-12-03T11:58:00Z,3048
2016-12-03T11:59:00Z,3048
2016-12-03T12:58:00Z,3048
2016-12-03T13:59:00Z,3048
2016-12-03T14:21:00Z,3048
2016-12-03T17:29:00Z,3048
2016-12-04T04:34:00Z,3048
2016-12-04T04:58:00Z,3048
2016-12-04T10:26:00Z,3048
2016-12-04T14:23:00Z,3048
2016-12-04T17:18:00Z,3048
2016-12-05T02:10:00Z,9144
2016-12-05T02:46:00Z,6096
2016-12-05T06:07:00Z,3048
2016-12-05T06:44:00Z,3048
2016-12-05T09:53:00Z,3048
2016-12-05T10:48:00Z,3048
2016-12-05T11:16:00Z,3048
2016-12-05T12:27:00Z,3048
2016-12-05T13:53:00Z,3048
2016-12-05T17:01:00Z,3048
2016-12-06T07:34:00Z,3048
2016-12-06T13:26:00Z,3048
2016-12-06T17:01:00Z,3048
2016-12-07T04:05:00Z,3048
2016-12-07T05:03:00Z,3048
2016-12-07T09:58:00Z,3048
2016-12-07T12:07:00Z,3048
2016-12-07T17:06:00Z,3048
2016-12-08T02:50:00Z,3048
2016-12-08T03:07:00Z,3048
2016-12-08T03:59:00Z,3048
2016-12-08T04:00:00Z,3048
2016-12-08T04:49:00Z,3048
2016-12-08T04:50:00Z,3048
2016-12-08T07:19:00Z,3048
