timestamp,floors
2016-06-01T03:49:00Z,1
2016-06-01T09:03:00Z,1
2016-06-01T09:12:00Z,1
2016-06-01T12:30:00Z,1
2016-06-01T14:03:00Z,1
2016-06-01T16:34:00Z,1
2016-06-02T04:08:00Z,1
2016-06-02T04:25:00Z,1
2016-06-02T05:37:00Z,1
2016-06-02T06:49:00Z,1
2016-06-02T16:25:00Z,1
2016-06-02T18:11:00Z,1
2016-06-03T03:19:00Z,1
2016-06-03T03:52:00Z,1
2016-06-03T04:33:00Z,1
2016-06-03T04:34:00Z,2
2016-06-03T05:25:00Z,3
2016-06-03T11:38:00Z,1
2016-06-03T12:58:00Z,1
2016-06-03T14:22:00Z,1
2016-06-03T17:31:00Z,1
2016-06-04T04:07:00Z,1
2016-06-04T04:42:00Z,1
2016-06-04T06:00:00Z,1
2016-06-04T06:31:00Z,1
2016-06-04T08:03:00Z,1
2016-06-04T08:04:00Z,1
2016-06-04T10:01:00Z,1
2016-06-04T10:42:00Z,1
2016-06-04T15:57:00Z,1
2016-06-04T16:36:00Z,1
2016-06-05T06:15:00Z,1
2016-06-05T06:16:00Z,2
2016-06-05T08:18:00Z,2
2016-06-05T08:19:00Z,1
2016-06-05T13:37:00Z,1
2016-06-05T16:44:00Z,1
2016-06-05T16:52:00Z,1
2016-06-06T02:10:00Z,1
2016-06-06T02:11:00Z,1
2016-06-06T02:39:00Z,2
2016-06-06T04:57:00Z,2
2016-06-06T05:38:00Z,2
2016-06-06T06:30:00Z,2
2016-06-06T09:42:00Z,1
2016-06-06T10:40:00Z,1
2016-06-06T11:03:00Z,1
2016-06-06T14:02:00Z,1
2016-06-06T15:03:00Z,1
2016-06-06T16:23:00Z,1
2016-06-07T01:18:00Z,1
2016-06-07T02:15:00Z,2
2016-06-07T02:16:00Z,1
2016-06-07T02:39:00Z,1
2016-06-07T02:40:00Z,1
2016-06-07T06:11:00Z,1
2016-06-07T06:12:00Z,1
2016-06-07T07:47:00Z,2
2016-06-07T08:22:00Z,2
2016-06-07T09:02:00Z,1
2016-06-07T09:03:00Z,1
2016-06-07T09:44:00Z,1
2016-06-08T01:19:00Z,1
2016-06-08T02:11:00Z,2
2016-06-08T02:53:00Z,1
2016-06-08T03:34:00Z,2
2016-06-08T04:14:00Z,2
2016-06-08T05:35:00Z,1
2016-06-08T06:18:00Z,2
2016-06-08T09:43:00Z,1
2016-06-08T11:24:00Z,1
2016-06-08T16:24:00Z,1
2016-06-08T16:47:00Z,1
2016-06-09T02:16:00Z,1
2016-06-09T02:17:00Z,1
2016-06-09T07:20:00Z,2
2016-06-09T07:38:00Z,1
2016-06-09T07:39:00Z,1
2016-06-09T07:40:00Z,1
2016-06-09T09:50:00Z,1
2016-06-09T10:06:00Z,1
2016-06-09T11:20:00Z,1
2016-06-09T12:08:00Z,1
2016-06-09T15:09:00Z,1
2016-06-09T16:42:00Z,1
2016-06-10T01:41:00Z,1
2016-06-10T02:13:00Z,2
2016-06-10T02:34:00Z,2
2016-06-10T02:35:00Z,1
2016-06-10T02:36:00Z,1
2016-06-10T06:12:00Z,2
2016-06-10T06:32:00Z,2
2016-06-10T08:23:00Z,2
2016-06-10T10:27:00Z,1
2016-06-10T14:28:00Z,1
2016-06-10T14:29:00Z,1
2016-06-10T16:37:00Z,1
2016-06-11T02:52:00Z,2
2016-06-11T07:23:00Z,1
2016-06-11T07:50:00Z,1
2016-06-11T09:18:00Z,1
2016-06-11T10:26:00Z,1
2016-06-11T10:27:00Z,1
2016-06-11T18:48:00Z,1
2016-06-12T03:58:00Z,1
2016-06-12T04:43:00Z,1
2016-06-12T06:08:00Z,1
2016-06-12T06:09:00Z,2
2016-06-12T07:46:00Z,1
2016-06-12T08:45:00Z,1
2016-06-12T14:35:00Z,1
2016-06-13T01:23:00Z,1
2016-06-13T02:21:00Z,2
2016-06-13T02:42:00Z,1
2016-06-13T02:43:00Z,2
2016-06-13T02:58:00Z,2
2016-06-13T02:59:00Z,1
2016-06-13T04:58:00Z,3
2016-06-13T05:36:00Z,1
2016-06-13T10:38:00Z,1
2016-06-13T13:59:00Z,1
2016-06-14T02:11:00Z,2
2016-06-14T02:44:00Z,1
2016-06-14T02:45:00Z,2
2016-06-14T06:31:00Z,1
2016-06-14T06:32:00Z,1
2016-06-14T07:44:00Z,2
2016-06-14T08:18:00Z,2
2016-06-14T09:44:00Z,1
2016-06-14T11:20:00Z,1
2016-06-14T15:36:00Z,1
2016-06-14T16:20:00Z,1
2016-06-15T02:10:00Z,2
2016-06-15T02:45:00Z,1
2016-06-15T03:39:00Z,2
2016-06-15T04:17:00Z,3
2016-06-15T05:35:00Z,2
2016-06-15T06:08:00Z,2
2016-06-15T06:09:00Z,1
2016-06-15T06:32:00Z,2
2016-06-15T09:16:00Z,1
2016-06-15T10:19:00Z,1
2016-06-16T02:05:00Z,2
2016-06-16T02:40:00Z,1
2016-06-16T02:41:00Z,1
2016-06-16T07:13:00Z,2
2016-06-16T07:42:00Z,2
2016-06-16T09:50:00Z,1
2016-06-16T11:01:00Z,1
2016-06-16T11:51:00Z,1
2016-06-16T12:51:00Z,1
2016-06-16T16:09:00Z,1
2016-06-17T01:43:00Z,1
2016-06-17T02:12:00Z,1
2016-06-17T02:38:00Z,1
2016-06-17T08:14:00Z,2
2016-06-17T08:15:00Z,1
2016-06-17T08:16:00Z,2
2016-06-17T10:04:00Z,1
2016-06-17T10:24:00Z,1
2016-06-17T11:37:00Z,1
2016-06-17T11:38:00Z,1
2016-06-18T02:28:00Z,2
2016-06-18T04:38:00Z,2
2016-06-18T06:28:00Z,2
2016-06-18T06:29:00Z,2
2016-06-18T11:00:00Z,1
2016-06-18T15:10:00Z,1
2016-06-18T16:34:00Z,1
2016-06-19T03:26:00Z,1
2016-06-19T04:31:00Z,1
2016-06-19T05:02:00Z,1
2016-06-19T06:05:00Z,1
2016-06-19T06:06:00Z,2
2016-06-19T13:48:00Z,1
2016-06-19T15:24:00Z,1
2016-06-20T02:11:00Z,2
2016-06-20T02:41:00Z,1
2016-06-20T02:42:00Z,1
2016-06-20T04:59:00Z,2
2016-06-20T05:35:00Z,1
2016-06-20T05:36:00Z,1
2016-06-20T06:32:00Z,2
2016-06-20T11:06:00Z,1
2016-06-20T12:43:00Z,1
2016-06-20T13:00:00Z,1
2016-06-20T14:00:00Z,1
2016-06-20T15:53:00Z,1
2016-06-21T01:43:00Z,1
2016-06-21T02:10:00Z,1
2016-06-21T02:11:00Z,1
2016-06-21T02:35:00Z,2
2016-06-21T06:32:00Z,2
2016-06-21T07:45:00Z,1
2016-06-21T07:46:00Z,1
2016-06-21T08:17:00Z,2
2016-06-21T09:46:00Z,1
2016-06-21T11:31:00Z,1
2016-06-21T13:22:00Z,1
2016-06-21T16:28:00Z,1
2016-06-22T02:10:00Z,2
2016-06-22T02:36:00Z,2
2016-06-22T02:37:00Z,2
2016-06-22T03:35:00Z,2
2016-06-22T04:19:00Z,2
2016-06-22T05:36:00Z,2
2016-06-22T06:21:00Z,1
2016-06-22T06:22:00Z,2
2016-06-22T07:43:00Z,2
2016-06-22T07:44:00Z,2
2016-06-22T12:08:00Z,1
2016-06-22T12:36:00Z,1
2016-06-22T12:37:00Z,1
2016-06-23T02:16:00Z,2
2016-06-23T02:33:00Z,3
2016-06-23T06:30:00Z,1
2016-06-23T06:31:00Z,3
2016-06-23T07:18:00Z,1
2016-06-23T07:19:00Z,1
2016-06-23T07:20:00Z,1
2016-06-23T07:34:00Z,1
2016-06-23T07:35:00Z,2
2016-06-23T09:39:00Z,1
2016-06-23T11:06:00Z,1
2016-06-23T11:28:00Z,1
2016-06-23T12:15:00Z,1
2016-06-23T12:16:00Z,1
2016-06-23T15:00:00Z,1
2016-06-23T16:44:00Z,1
2016-06-23T16:45:00Z,1
2016-06-24T01:41:00Z,1
2016-06-24T02:13:00Z,2
2016-06-24T02:40:00Z,2
2016-06-24T06:31:00Z,1
2016-06-24T06:32:00Z,1
2016-06-24T08:17:00Z,1
2016-06-24T08:18:00Z,1
2016-06-24T10:07:00Z,1
2016-06-24T11:23:00Z,1
2016-06-24T12:09:00Z,1
2016-06-24T15:22:00Z,1
2016-06-24T15:40:00Z,1
2016-06-24T16:49:00Z,1
2016-06-24T16:50:00Z,1
2016-06-25T06:48:00Z,1
2016-06-25T07:17:00Z,1
2016-06-25T08:29:00Z,1
2016-06-25T10:07:00Z,1
2016-06-25T10:08:00Z,1
2016-06-25T13:10:00Z,1
2016-06-25T17:30:00Z,1
2016-06-26T02:57:00Z,1
2016-06-26T04:29:00Z,1
2016-06-26T05:40:00Z,1
2016-06-26T06:10:00Z,1
2016-06-26T06:11:00Z,2
2016-06-26T07:42:00Z,1
2016-06-26T08:23:00Z,2
2016-06-26T08:31:00Z,1
2016-06-26T08:32:00Z,1
2016-06-26T11:11:00Z,1
2016-06-26T11:36:00Z,1
2016-06-26T12:14:00Z,1
2016-06-26T12:22:00Z,1
2016-06-26T14:13:00Z,1
