timestamp,beats per minute
2020-07-10T00:00:03Z,67.0
2020-07-10T00:00:13Z,68.0
2020-07-10T00:00:23Z,69.0
2020-07-10T00:00:38Z,67.0
2020-07-10T00:00:43Z,66.0
2020-07-10T00:00:48Z,68.0
2020-07-10T00:00:53Z,68.0
2020-07-10T00:00:58Z,67.0
2020-07-10T00:01:08Z,65.0
2020-07-10T00:01:13Z,65.0
2020-07-10T00:01:23Z,66.0
2020-07-10T00:01:28Z,67.0
2020-07-10T00:01:33Z,66.0
2020-07-10T00:01:43Z,67.0
2020-07-10T00:01:53Z,67.0
2020-07-10T00:01:58Z,65.0
2020-07-10T00:02:03Z,64.0
2020-07-10T00:02:18Z,66.0
2020-07-10T00:02:33Z,66.0
2020-07-10T00:02:38Z,67.0
2020-07-10T00:02:43Z,68.0
2020-07-10T00:02:48Z,65.0
2020-07-10T00:02:53Z,62.0
2020-07-10T00:02:58Z,61.0
2020-07-10T00:03:08Z,63.0
2020-07-10T00:03:23Z,63.0
2020-07-10T00:03:38Z,63.0
2020-07-10T00:03:53Z,64.0
2020-07-10T00:04:08Z,65.0
2020-07-10T00:04:23Z,65.0
2020-07-10T00:04:28Z,66.0
2020-07-10T00:04:43Z,66.0
2020-07-10T00:04:58Z,66.0
2020-07-10T00:05:03Z,66.0
2020-07-10T00:05:08Z,69.0
2020-07-10T00:05:13Z,75.0
2020-07-10T00:05:23Z,76.0
2020-07-10T00:05:33Z,74.0
2020-07-10T00:05:38Z,70.0
2020-07-10T00:05:43Z,63.0
2020-07-10T00:05:48Z,62.0
2020-07-10T00:05:53Z,63.0
2020-07-10T00:05:58Z,64.0
2020-07-10T00:06:08Z,65.0
2020-07-10T00:06:13Z,64.0
2020-07-10T00:06:18Z,63.0
2020-07-10T00:08:23Z,65.0
2020-07-10T00:08:28Z,67.0
2020-07-10T00:08:33Z,68.0
2020-07-10T00:08:48Z,68.0
2020-07-10T00:09:03Z,68.0
2020-07-10T00:09:08Z,68.0
2020-07-10T00:09:13Z,67.0
2020-07-10T00:09:23Z,66.0
2020-07-10T00:09:28Z,65.0
2020-07-10T00:09:43Z,65.0
2020-07-10T00:09:48Z,65.0
2020-07-10T00:10:03Z,65.0
2020-07-10T00:10:08Z,66.0
2020-07-10T00:10:13Z,64.0
2020-07-10T00:10:18Z,63.0
2020-07-10T00:10:23Z,64.0
2020-07-10T00:10:28Z,65.0
2020-07-10T00:10:43Z,65.0
2020-07-10T00:10:58Z,65.0
2020-07-10T00:11:13Z,65.0
2020-07-10T00:11:28Z,65.0
2020-07-10T00:11:38Z,66.0
2020-07-10T00:11:57Z,66.0
2020-07-10T00:12:07Z,66.0
2020-07-10T00:12:22Z,66.0
