timestamp,latitude,longitude,altitude
2023-09-07T15:43:16Z,41.786360,-87.593368,180.7
2023-09-07T15:43:17Z,41.786348,-87.593397,179.8
2023-09-07T15:43:18Z,41.786350,-87.593410,179.7
2023-09-07T15:43:19Z,41.786343,-87.593427,179.7
2023-09-07T15:43:20Z,41.786338,-87.593442,180.3
2023-09-07T15:43:21Z,41.786340,-87.593457,180.89
2023-09-07T15:43:22Z,41.786337,-87.593472,181.49
2023-09-07T15:43:23Z,41.786340,-87.593483,181.19
2023-09-07T15:43:24Z,41.786343,-87.593493,181.59
2023-09-07T15:43:25Z,41.786355,-87.593508,181.6
2023-09-07T15:43:26Z,41.786368,-87.593533,182.0
2023-09-07T15:43:27Z,41.786373,-87.593553,181.5
2023-09-07T15:43:28Z,41.786372,-87.593562,180.6
2023-09-07T15:43:29Z,41.786372,-87.593583,181.0
2023-09-07T15:43:30Z,41.786377,-87.593608,180.3
2023-09-07T15:43:31Z,41.786385,-87.593642,180.8
2023-09-07T15:43:32Z,41.786383,-87.593660,180.6
2023-09-07T15:43:33Z,41.786385,-87.593682,180.5
2023-09-07T15:43:34Z,41.786383,-87.593700,181.0
2023-09-07T15:43:35Z,41.786332,-87.593673,180.7
2023-09-07T15:43:36Z,41.786327,-87.593702,180.89
2023-09-07T15:43:37Z,41.786333,-87.593733,180.89
2023-09-07T15:43:38Z,41.786343,-87.593750,180.8
2023-09-07T15:43:39Z,41.786350,-87.593773,180.7
2023-09-07T15:43:40Z,41.786362,-87.593792,180.6
2023-09-07T15:43:41Z,41.786355,-87.593820,180.5
2023-09-07T15:43:42Z,41.786350,-87.593850,180.5
2023-09-07T15:43:43Z,41.786348,-87.593868,180.5
2023-09-07T15:43:44Z,41.786367,-87.593898,180.5
2023-09-07T15:43:45Z,41.786362,-87.593930,180.7
2023-09-07T15:43:46Z,41.786355,-87.593948,180.6
2023-09-07T15:43:47Z,41.786352,-87.593973,180.8
2023-09-07T15:43:48Z,41.786350,-87.593967,180.89
2023-09-07T15:43:49Z,41.786350,-87.593982,180.99
2023-09-07T15:43:50Z,41.786358,-87.594002,180.99
2023-09-07T15:43:51Z,41.786347,-87.594020,180.99
2023-09-07T15:43:52Z,41.786333,-87.594047,181.0
2023-09-07T15:43:53Z,41.786332,-87.594080,181.0
2023-09-07T15:43:54Z,41.786335,-87.594085,181.1
2023-09-07T15:43:55Z,41.786325,-87.594118,181.1
2023-09-07T15:43:56Z,41.786317,-87.594138,181.1
2023-09-07T15:43:57Z,41.786317,-87.594167,181.0
2023-09-07T15:43:58Z,41.786317,-87.594183,180.9
2023-09-07T15:43:59Z,41.786340,-87.594217,180.8
2023-09-07T15:44:00Z,41.786355,-87.594222,180.8
2023-09-07T15:44:01Z,41.786345,-87.594253,180.8
2023-09-07T15:44:02Z,41.786357,-87.594287,180.8
2023-09-07T15:44:03Z,41.786345,-87.594302,181.0
2023-09-07T15:44:04Z,41.786345,-87.594330,181.1
2023-09-07T15:44:05Z,41.786348,-87.594347,181.3
2023-09-07T15:44:06Z,41.786337,-87.594382,181.1
2023-09-07T15:44:07Z,41.786322,-87.594407,180.9
2023-09-07T15:44:08Z,41.786318,-87.594432,180.6
2023-09-07T15:44:09Z,41.786330,-87.594447,180.6
2023-09-07T15:44:10Z,41.786332,-87.594460,180.7
2023-09-07T15:44:11Z,41.786343,-87.594467,180.39
2023-09-07T15:44:12Z,41.786345,-87.594487,180.49
2023-09-07T15:44:13Z,41.786350,-87.594495,180.49
2023-09-07T15:44:14Z,41.786360,-87.594510,180.69
2023-09-07T15:44:15Z,41.786367,-87.594528,180.59
2023-09-07T15:44:16Z,41.786363,-87.594543,180.69
2023-09-07T15:44:17Z,41.786362,-87.594550,180.79
2023-09-07T15:44:18Z,41.786352,-87.594553,180.79
2023-09-07T15:44:19Z,41.786352,-87.594572,180.6
2023-09-07T15:44:20Z,41.786367,-87.594575,180.9
2023-09-07T15:44:21Z,41.786372,-87.594578,181.3
2023-09-07T15:44:22Z,41.786370,-87.594595,181.3
2023-09-07T15:44:23Z,41.786365,-87.594630,181.3
2023-09-07T15:44:24Z,41.786362,-87.594645,181.6
2023-09-07T15:44:25Z,41.786348,-87.594687,181.3
