timestamp,beats per minute
2020-02-14T00:00:09Z,93.0
2020-02-14T00:00:19Z,94.0
2020-02-14T00:00:29Z,93.0
2020-02-14T00:00:39Z,94.0
2020-02-14T00:00:44Z,95.0
2020-02-14T00:00:49Z,94.0
2020-02-14T00:00:54Z,91.0
2020-02-14T00:00:59Z,92.0
2020-02-14T00:01:04Z,93.0
2020-02-14T00:01:09Z,94.0
2020-02-14T00:01:14Z,95.0
2020-02-14T00:01:19Z,100.0
2020-02-14T00:01:24Z,102.0
2020-02-14T00:01:34Z,103.0
2020-02-14T00:01:39Z,106.0
2020-02-14T00:01:44Z,107.0
2020-02-14T00:01:49Z,100.0
2020-02-14T00:01:59Z,99.0
2020-02-14T00:02:04Z,98.0
2020-02-14T00:02:09Z,103.0
2020-02-14T00:02:14Z,108.0
2020-02-14T00:02:19Z,108.0
2020-02-14T00:02:24Z,107.0
2020-02-14T00:02:29Z,106.0
2020-02-14T00:02:34Z,108.0
2020-02-14T00:02:39Z,110.0
2020-02-14T00:02:44Z,106.0
2020-02-14T00:02:49Z,104.0
2020-02-14T00:02:54Z,103.0
2020-02-14T00:03:04Z,105.0
2020-02-14T00:03:14Z,101.0
2020-02-14T00:03:19Z,100.0
2020-02-14T00:03:24Z,102.0
2020-02-14T00:03:29Z,106.0
2020-02-14T00:03:34Z,108.0
2020-02-14T00:03:44Z,110.0
2020-02-14T00:03:54Z,106.0
2020-02-14T00:04:09Z,106.0
2020-02-14T00:04:24Z,107.0
2020-02-14T00:04:29Z,106.0
2020-02-14T00:04:34Z,107.0
2020-02-14T00:04:39Z,107.0
2020-02-14T00:04:44Z,108.0
2020-02-14T00:04:49Z,111.0
2020-02-14T00:04:54Z,109.0
2020-02-14T00:04:59Z,110.0
2020-02-14T00:05:04Z,112.0
2020-02-14T00:05:09Z,115.0
2020-02-14T00:05:14Z,116.0
2020-02-14T00:05:19Z,119.0
2020-02-14T00:05:24Z,118.0
2020-02-14T00:05:29Z,115.0
2020-02-14T00:05:34Z,112.0
2020-02-14T00:05:39Z,107.0
2020-02-14T00:05:44Z,98.0
2020-02-14T00:05:49Z,90.0
2020-02-14T00:05:54Z,82.0
2020-02-14T00:05:59Z,78.0
2020-02-14T00:06:04Z,79.0
2020-02-14T00:06:14Z,78.0
2020-02-14T00:06:19Z,79.0
2020-02-14T00:06:24Z,80.0
2020-02-14T00:06:34Z,83.0
2020-02-14T00:06:39Z,96.0
2020-02-14T00:06:44Z,96.0
2020-02-14T00:06:59Z,97.0
2020-02-14T00:07:14Z,97.0
2020-02-14T00:07:19Z,96.0
2020-02-14T00:07:24Z,94.0
2020-02-14T00:07:29Z,93.0
2020-02-14T00:07:34Z,95.0
2020-02-14T00:07:39Z,97.0
2020-02-14T00:07:49Z,98.0
2020-02-14T00:07:54Z,97.0
2020-02-14T00:07:59Z,98.0
2020-02-14T00:08:14Z,99.0
2020-02-14T00:08:19Z,98.0
2020-02-14T00:08:24Z,99.0
2020-02-14T00:08:29Z,99.0
2020-02-14T00:08:34Z,99.0
2020-02-14T00:08:39Z,97.0
2020-02-14T00:08:44Z,92.0
2020-02-14T00:08:49Z,89.0
2020-02-14T00:08:54Z,87.0
2020-02-14T00:08:59Z,84.0
2020-02-14T00:09:09Z,84.0
2020-02-14T00:09:14Z,85.0
2020-02-14T00:09:19Z,84.0
2020-02-14T00:09:29Z,83.0
2020-02-14T00:09:34Z,80.0
2020-02-14T00:09:39Z,81.0
2020-02-14T00:09:44Z,80.0
