timestamp,heart rate zone,total minutes
2024-09-01T11:39:00Z,fat burn,1
2024-09-01T11:40:00Z,cardio,2
2024-09-01T11:41:00Z,fat burn,1
2024-09-01T14:53:00Z,fat burn,1
2024-09-01T14:56:00Z,fat burn,1
2024-09-01T14:57:00Z,fat burn,1
2024-09-01T14:58:00Z,fat burn,1
2024-09-01T14:59:00Z,fat burn,1
2024-09-02T11:13:00Z,fat burn,1
2024-09-02T11:14:00Z,fat burn,1
2024-09-02T11:15:00Z,fat burn,1
2024-09-02T11:16:00Z,cardio,2
2024-09-02T11:17:00Z,cardio,2
2024-09-02T11:18:00Z,cardio,2
2024-09-02T11:19:00Z,cardio,2
2024-09-02T11:20:00Z,cardio,2
2024-09-02T11:21:00Z,fat burn,1
2024-09-02T11:22:00Z,cardio,2
2024-09-02T11:23:00Z,fat burn,1
2024-09-02T11:24:00Z,cardio,2
2024-09-02T11:25:00Z,fat burn,1
2024-09-02T11:26:00Z,cardio,2
2024-09-02T11:27:00Z,cardio,2
2024-09-02T11:28:00Z,cardio,2
2024-09-02T11:29:00Z,cardio,2
2024-09-02T11:30:00Z,cardio,2
2024-09-02T11:31:00Z,cardio,2
2024-09-02T11:32:00Z,cardio,2
2024-09-02T11:33:00Z,fat burn,1
2024-09-02T11:34:00Z,fat burn,1
2024-09-02T11:35:00Z,fat burn,1
2024-09-02T11:36:00Z,fat burn,1
2024-09-02T11:37:00Z,fat burn,1
2024-09-02T11:38:00Z,fat burn,1
2024-09-02T11:39:00Z,fat burn,1
2024-09-02T11:40:00Z,fat burn,1
2024-09-02T11:41:00Z,fat burn,1
2024-09-02T11:42:00Z,fat burn,1
2024-09-02T11:43:00Z,fat burn,1
2024-09-02T11:44:00Z,fat burn,1
2024-09-02T11:45:00Z,fat burn,1
2024-09-02T11:46:00Z,fat burn,1
2024-09-02T11:47:00Z,fat burn,1
2024-09-02T11:48:00Z,fat burn,1
2024-09-03T10:24:00Z,fat burn,1
2024-09-03T10:31:00Z,cardio,2
2024-09-03T10:32:00Z,cardio,2
2024-09-03T10:33:00Z,cardio,2
2024-09-03T10:34:00Z,cardio,2
2024-09-03T10:35:00Z,cardio,2
2024-09-03T10:36:00Z,fat burn,1
2024-09-03T10:37:00Z,fat burn,1
2024-09-03T10:38:00Z,cardio,2
2024-09-03T10:39:00Z,cardio,2
2024-09-03T10:40:00Z,cardio,2
2024-09-03T10:41:00Z,cardio,2
2024-09-03T10:42:00Z,cardio,2
2024-09-03T10:43:00Z,cardio,2
2024-09-03T10:44:00Z,fat burn,1
2024-09-03T10:45:00Z,fat burn,1
2024-09-03T10:46:00Z,cardio,2
2024-09-03T10:47:00Z,cardio,2
2024-09-03T10:48:00Z,cardio,2
2024-09-03T10:49:00Z,cardio,2
2024-09-03T10:50:00Z,cardio,2
2024-09-03T10:51:00Z,fat burn,1
2024-09-03T10:52:00Z,fat burn,1
2024-09-03T10:53:00Z,fat burn,1
2024-09-03T10:54:00Z,fat burn,1
2024-09-03T10:55:00Z,fat burn,1
2024-09-03T10:56:00Z,fat burn,1
2024-09-03T10:57:00Z,fat burn,1
2024-09-03T10:58:00Z,fat burn,1
2024-09-03T10:59:00Z,fat burn,1
2024-09-03T20:10:00Z,fat burn,1
2024-09-03T20:11:00Z,fat burn,1
2024-09-03T20:21:00Z,fat burn,1
2024-09-03T20:24:00Z,fat burn,1
2024-09-04T07:47:00Z,fat burn,1
2024-09-04T07:51:00Z,fat burn,1
2024-09-04T07:52:00Z,fat burn,1
2024-09-04T07:53:00Z,fat burn,1
2024-09-04T08:07:00Z,fat burn,1
2024-09-04T10:21:00Z,fat burn,1
2024-09-04T10:22:00Z,fat burn,1
2024-09-04T10:23:00Z,cardio,2
2024-09-04T10:24:00Z,cardio,2
2024-09-04T10:25:00Z,cardio,2
2024-09-04T10:26:00Z,fat burn,1
2024-09-04T10:27:00Z,cardio,2
2024-09-04T10:28:00Z,cardio,2
2024-09-04T10:29:00Z,cardio,2
2024-09-04T10:30:00Z,cardio,2
2024-09-04T10:31:00Z,fat burn,1
2024-09-04T10:32:00Z,fat burn,1
2024-09-04T10:33:00Z,fat burn,1
2024-09-04T10:34:00Z,cardio,2
2024-09-04T10:35:00Z,cardio,2
2024-09-04T10:36:00Z,cardio,2
2024-09-04T10:37:00Z,cardio,2
2024-09-04T10:38:00Z,cardio,2
2024-09-04T10:39:00Z,cardio,2
2024-09-04T10:40:00Z,fat burn,1
2024-09-04T10:41:00Z,fat burn,1
2024-09-04T10:42:00Z,fat burn,1
2024-09-04T10:43:00Z,fat burn,1
2024-09-04T10:44:00Z,cardio,2
2024-09-04T10:45:00Z,cardio,2
2024-09-04T10:46:00Z,cardio,2
2024-09-04T10:47:00Z,cardio,2
2024-09-04T10:48:00Z,cardio,2
2024-09-04T10:49:00Z,fat burn,1
2024-09-04T10:50:00Z,fat burn,1
2024-09-04T10:51:00Z,fat burn,1
2024-09-04T10:52:00Z,fat burn,1
2024-09-04T10:53:00Z,fat burn,1
2024-09-04T10:54:00Z,fat burn,1
2024-09-04T11:26:00Z,fat burn,1
2024-09-04T11:27:00Z,fat burn,1
2024-09-04T13:51:00Z,fat burn,1
2024-09-04T15:37:00Z,fat burn,1
2024-09-04T15:38:00Z,fat burn,1
2024-09-04T15:47:00Z,fat burn,1
2024-09-04T16:10:00Z,fat burn,1
2024-09-04T18:46:00Z,fat burn,1
2024-09-05T09:53:00Z,fat burn,1
2024-09-05T09:54:00Z,cardio,2
2024-09-05T09:55:00Z,cardio,2
2024-09-05T09:56:00Z,cardio,2
2024-09-05T09:57:00Z,cardio,2
2024-09-05T09:58:00Z,cardio,2
2024-09-05T09:59:00Z,cardio,2
2024-09-05T10:00:00Z,cardio,2
2024-09-05T10:01:00Z,cardio,2
2024-09-05T10:02:00Z,cardio,2
2024-09-05T10:03:00Z,cardio,2
2024-09-05T10:04:00Z,cardio,2
2024-09-05T10:05:00Z,cardio,2
2024-09-05T10:06:00Z,fat burn,1
2024-09-05T10:07:00Z,fat burn,1
2024-09-05T10:08:00Z,fat burn,1
2024-09-05T10:09:00Z,fat burn,1
2024-09-05T10:10:00Z,fat burn,1
2024-09-05T10:11:00Z,cardio,2
2024-09-05T10:12:00Z,cardio,2
2024-09-05T10:13:00Z,cardio,2
2024-09-05T10:14:00Z,cardio,2
2024-09-05T10:15:00Z,cardio,2
2024-09-05T10:16:00Z,cardio,2
2024-09-05T10:17:00Z,cardio,2
2024-09-05T10:18:00Z,cardio,2
2024-09-05T10:19:00Z,cardio,2
2024-09-05T10:20:00Z,fat burn,1
2024-09-05T10:21:00Z,fat burn,1
2024-09-05T10:22:00Z,fat burn,1
2024-09-05T10:23:00Z,fat burn,1
2024-09-05T10:24:00Z,fat burn,1
2024-09-05T10:25:00Z,fat burn,1
2024-09-05T10:26:00Z,fat burn,1
2024-09-05T10:28:00Z,fat burn,1
