timestamp,heart rate zone,total minutes
2022-11-20T03:46:00Z,fat burn,1
2022-11-20T18:05:00Z,fat burn,1
2022-11-20T18:06:00Z,cardio,2
2022-11-20T18:07:00Z,fat burn,1
2022-11-20T18:09:00Z,fat burn,1
2022-11-20T18:12:00Z,fat burn,1
2022-11-20T18:13:00Z,fat burn,1
2022-11-20T18:14:00Z,fat burn,1
2022-11-20T18:15:00Z,fat burn,1
2022-11-20T18:19:00Z,fat burn,1
2022-11-20T18:20:00Z,cardio,2
2022-11-20T18:21:00Z,cardio,2
2022-11-20T18:22:00Z,cardio,2
2022-11-20T18:27:00Z,fat burn,1
2022-11-20T18:29:00Z,fat burn,1
2022-11-20T18:33:00Z,fat burn,1
2022-11-20T18:34:00Z,fat burn,1
2022-11-20T18:35:00Z,fat burn,1
2022-11-21T15:31:00Z,fat burn,1
2022-11-22T09:30:00Z,fat burn,1
2022-11-22T09:31:00Z,fat burn,1
2022-11-22T09:32:00Z,fat burn,1
2022-11-22T09:33:00Z,fat burn,1
2022-11-22T09:34:00Z,fat burn,1
2022-11-22T09:35:00Z,fat burn,1
2022-11-22T09:37:00Z,fat burn,1
2022-11-22T09:38:00Z,fat burn,1
2022-11-22T09:39:00Z,fat burn,1
2022-11-22T09:40:00Z,fat burn,1
2022-11-22T09:42:00Z,fat burn,1
2022-11-22T09:43:00Z,fat burn,1
2022-11-22T09:44:00Z,fat burn,1
2022-11-22T09:45:00Z,fat burn,1
2022-11-22T09:46:00Z,fat burn,1
2022-11-22T09:47:00Z,fat burn,1
2022-11-22T09:48:00Z,fat burn,1
2022-11-22T09:49:00Z,fat burn,1
2022-11-22T09:50:00Z,fat burn,1
2022-11-22T09:51:00Z,fat burn,1
2022-11-22T09:52:00Z,cardio,2
2022-11-22T09:53:00Z,fat burn,1
2022-11-22T09:54:00Z,cardio,2
2022-11-22T09:55:00Z,cardio,2
2022-11-22T09:56:00Z,cardio,2
2022-11-22T09:57:00Z,cardio,2
2022-11-22T09:58:00Z,fat burn,1
2022-11-22T10:01:00Z,cardio,2
2022-11-22T10:02:00Z,cardio,2
2022-11-22T10:03:00Z,fat burn,1
2022-11-22T10:04:00Z,fat burn,1
2022-11-22T10:05:00Z,fat burn,1
2022-11-22T10:06:00Z,fat burn,1
2022-11-22T10:07:00Z,cardio,2
2022-11-22T10:08:00Z,fat burn,1
2022-11-22T10:09:00Z,fat burn,1
2022-11-22T10:10:00Z,fat burn,1
2022-11-22T10:11:00Z,fat burn,1
2022-11-22T10:12:00Z,fat burn,1
2022-11-22T10:13:00Z,fat burn,1
2022-11-22T10:14:00Z,fat burn,1
2022-11-22T10:15:00Z,fat burn,1
2022-11-22T10:16:00Z,fat burn,1
2022-11-22T10:17:00Z,fat burn,1
2022-11-22T10:35:00Z,fat burn,1
2022-11-23T12:44:00Z,fat burn,1
2022-11-23T12:45:00Z,fat burn,1
2022-11-23T12:46:00Z,cardio,2
2022-11-23T12:47:00Z,cardio,2
