timestamp,floors
2016-08-01T01:38:00Z,2
2016-08-01T01:39:00Z,2
2016-08-01T02:20:00Z,2
2016-08-01T02:38:00Z,2
2016-08-01T05:00:00Z,2
2016-08-01T05:36:00Z,2
2016-08-01T06:35:00Z,1
2016-08-01T06:36:00Z,2
2016-08-01T09:04:00Z,1
2016-08-01T09:05:00Z,1
2016-08-01T10:00:00Z,1
2016-08-01T11:13:00Z,1
2016-08-01T11:37:00Z,1
2016-08-01T12:28:00Z,1
2016-08-01T12:54:00Z,1
2016-08-01T16:37:00Z,1
2016-08-02T02:13:00Z,1
2016-08-02T02:14:00Z,1
2016-08-02T02:38:00Z,2
2016-08-02T06:22:00Z,1
2016-08-02T06:30:00Z,1
2016-08-02T06:31:00Z,1
2016-08-02T07:48:00Z,1
2016-08-02T07:49:00Z,1
2016-08-02T08:30:00Z,1
2016-08-02T10:38:00Z,1
2016-08-02T10:39:00Z,1
2016-08-02T12:39:00Z,1
2016-08-02T16:41:00Z,1
2016-08-03T02:12:00Z,2
2016-08-03T02:35:00Z,2
2016-08-03T02:36:00Z,1
2016-08-03T02:45:00Z,2
2016-08-03T03:35:00Z,2
2016-08-03T04:16:00Z,2
2016-08-03T05:38:00Z,1
2016-08-03T06:32:00Z,1
2016-08-03T06:33:00Z,1
2016-08-03T07:28:00Z,2
2016-08-03T07:36:00Z,1
2016-08-03T07:37:00Z,1
2016-08-03T08:23:00Z,1
2016-08-03T09:23:00Z,3
2016-08-03T12:15:00Z,1
2016-08-03T16:34:00Z,1
2016-08-04T02:14:00Z,1
2016-08-04T02:15:00Z,2
2016-08-04T02:40:00Z,1
2016-08-04T02:41:00Z,2
2016-08-04T06:14:00Z,1
2016-08-04T06:15:00Z,1
2016-08-04T06:32:00Z,2
2016-08-04T06:33:00Z,1
2016-08-04T07:15:00Z,1
2016-08-04T07:16:00Z,1
2016-08-04T07:17:00Z,1
2016-08-04T07:18:00Z,1
2016-08-04T07:19:00Z,1
2016-08-04T07:20:00Z,1
2016-08-04T07:39:00Z,1
2016-08-04T07:40:00Z,2
2016-08-04T09:50:00Z,1
2016-08-04T11:40:00Z,1
2016-08-04T12:55:00Z,1
2016-08-04T16:29:00Z,1
2016-08-05T02:39:00Z,2
2016-08-05T02:40:00Z,1
2016-08-05T02:41:00Z,1
2016-08-05T06:32:00Z,2
2016-08-05T08:25:00Z,1
2016-08-05T08:26:00Z,1
2016-08-05T10:35:00Z,1
2016-08-05T10:36:00Z,1
2016-08-05T13:59:00Z,2
2016-08-05T14:00:00Z,1
2016-08-05T15:05:00Z,1
2016-08-05T16:35:00Z,1
2016-08-05T16:36:00Z,1
2016-08-05T16:56:00Z,1
2016-08-06T01:41:00Z,1
2016-08-06T02:12:00Z,1
2016-08-06T02:53:00Z,1
2016-08-06T03:38:00Z,1
2016-08-06T04:27:00Z,1
2016-08-06T06:54:00Z,1
2016-08-06T08:06:00Z,1
2016-08-06T10:19:00Z,1
