timestamp,distance
2020-07-01T00:09:00Z,2.50
2020-07-01T00:25:00Z,5.00
2020-07-01T00:38:00Z,12.60
2020-07-01T00:47:00Z,6.30
2020-07-01T00:48:00Z,32.20
2020-07-01T00:49:00Z,6.90
2020-07-01T01:16:00Z,6.30
2020-07-01T04:14:00Z,4.40
2020-07-01T05:49:00Z,4.40
2020-07-01T07:04:00Z,13.90
2020-07-01T07:05:00Z,3.70
2020-07-01T11:04:00Z,5.60
2020-07-01T11:15:00Z,6.30
2020-07-01T11:18:00Z,23.30
2020-07-01T11:40:00Z,13.20
2020-07-01T11:41:00Z,12.00
2020-07-01T11:42:00Z,19.60
2020-07-01T11:51:00Z,29.00
2020-07-01T11:52:00Z,25.20
2020-07-01T11:53:00Z,30.30
2020-07-01T11:54:00Z,29.00
2020-07-01T11:55:00Z,8.20
2020-07-01T12:04:00Z,8.80
2020-07-01T12:05:00Z,10.70
2020-07-01T12:10:00Z,16.40
2020-07-01T12:11:00Z,14.50
2020-07-01T12:12:00Z,7.50
2020-07-01T12:13:00Z,39.80
2020-07-01T12:14:00Z,37.90
2020-07-01T12:15:00Z,26.50
2020-07-01T12:17:00Z,11.30
2020-07-01T12:18:00Z,61.30
2020-07-01T12:19:00Z,53.70
2020-07-01T12:20:00Z,84.70
2020-07-01T12:21:00Z,96.40
2020-07-01T12:22:00Z,80.90
2020-07-01T12:23:00Z,72.70
2020-07-01T12:24:00Z,80.90
2020-07-01T12:25:00Z,80.30
2020-07-01T12:26:00Z,75.20
2020-07-01T12:27:00Z,80.30
2020-07-01T12:28:00Z,82.20
2020-07-01T12:29:00Z,75.30
2020-07-01T12:30:00Z,73.30
2020-07-01T12:31:00Z,79.70
2020-07-01T12:32:00Z,72.70
2020-07-01T12:33:00Z,69.50
2020-07-01T12:34:00Z,78.40
2020-07-01T12:35:00Z,42.30
2020-07-01T12:36:00Z,5.60
2020-07-01T12:40:00Z,4.40
2020-07-01T12:58:00Z,4.40
2020-07-01T13:12:00Z,5.00
2020-07-01T13:19:00Z,16.40
2020-07-01T13:20:00Z,21.50
2020-07-01T13:21:00Z,30.30
2020-07-01T13:22:00Z,13.20
2020-07-01T13:23:00Z,53.70
2020-07-01T13:24:00Z,70.80
2020-07-01T13:25:00Z,82.80
2020-07-01T13:26:00Z,80.30
2020-07-01T13:27:00Z,67.00
2020-07-01T13:28:00Z,67.00
2020-07-01T13:29:00Z,79.00
2020-07-01T13:30:00Z,63.90
2020-07-01T13:31:00Z,67.00
2020-07-01T13:32:00Z,67.00
2020-07-01T13:33:00Z,79.70
2020-07-01T13:34:00Z,79.70
2020-07-01T13:35:00Z,71.50
2020-07-01T13:36:00Z,56.30
2020-07-01T13:37:00Z,39.80
2020-07-01T13:38:00Z,58.80
2020-07-01T13:39:00Z,44.90
2020-07-01T14:11:00Z,8.80
2020-07-01T14:12:00Z,10.10
2020-07-01T14:13:00Z,20.20
2020-07-01T14:14:00Z,5.00
2020-07-01T14:15:00Z,10.70
2020-07-01T14:16:00Z,5.60
2020-07-01T14:17:00Z,16.40
2020-07-01T14:18:00Z,13.20
2020-07-01T14:19:00Z,5.60
2020-07-01T14:20:00Z,5.60
2020-07-01T14:22:00Z,15.10
2020-07-01T14:23:00Z,12.00
2020-07-01T14:24:00Z,18.30
2020-07-01T14:25:00Z,9.40
2020-07-01T14:26:00Z,11.30
2020-07-01T14:27:00Z,4.40
2020-07-01T14:28:00Z,10.10
2020-07-01T14:30:00Z,16.40
2020-07-01T14:31:00Z,6.30
2020-07-01T14:32:00Z,3.70
2020-07-01T14:33:00Z,13.90
2020-07-01T14:40:00Z,4.40
2020-07-01T15:52:00Z,5.60
2020-07-01T16:07:00Z,46.10
2020-07-01T16:08:00Z,43.60
2020-07-01T16:09:00Z,24.00
2020-07-01T16:10:00Z,23.30
2020-07-01T16:20:00Z,6.90
2020-07-01T16:21:00Z,3.70
2020-07-01T16:22:00Z,22.10
2020-07-01T16:23:00Z,17.70
2020-07-01T16:27:00Z,20.20
2020-07-01T16:28:00Z,4.40
2020-07-01T16:30:00Z,16.40
2020-07-01T16:31:00Z,27.20
2020-07-01T16:32:00Z,8.80
2020-07-01T16:33:00Z,25.20
2020-07-01T16:34:00Z,24.00
2020-07-01T16:37:00Z,13.90
2020-07-01T16:40:00Z,11.30
2020-07-01T16:41:00Z,25.20
2020-07-01T16:42:00Z,27.10
2020-07-01T16:43:00Z,3.70
2020-07-01T16:45:00Z,30.30
2020-07-01T16:46:00Z,4.40
2020-07-01T16:47:00Z,6.30
2020-07-01T16:49:00Z,13.20
2020-07-01T17:16:00Z,3.70
2020-07-01T19:25:00Z,3.70
2020-07-01T19:31:00Z,10.10
2020-07-01T19:33:00Z,6.90
2020-07-01T20:32:00Z,28.40
2020-07-01T20:33:00Z,7.50
2020-07-01T20:34:00Z,41.10
2020-07-01T20:35:00Z,13.90
2020-07-01T20:36:00Z,10.70
2020-07-01T20:37:00Z,32.80
2020-07-01T20:44:00Z,2.50
2020-07-01T20:45:00Z,8.80
2020-07-01T20:46:00Z,6.30
2020-07-01T20:52:00Z,3.70
2020-07-01T20:55:00Z,6.90
2020-07-01T20:59:00Z,3.70
2020-07-01T21:05:00Z,6.90
2020-07-01T21:08:00Z,3.70
2020-07-01T21:09:00Z,4.40
2020-07-01T21:12:00Z,9.40
2020-07-01T21:14:00Z,27.80
2020-07-01T21:15:00Z,5.00
2020-07-01T21:35:00Z,5.00
2020-07-01T21:53:00Z,5.00
2020-07-01T21:59:00Z,15.80
2020-07-01T22:00:00Z,18.30
2020-07-01T22:01:00Z,13.20
2020-07-01T22:06:00Z,10.70
2020-07-01T22:07:00Z,14.50
2020-07-01T22:10:00Z,10.70
2020-07-01T22:11:00Z,8.80
2020-07-01T22:12:00Z,19.50
2020-07-01T22:13:00Z,14.50
2020-07-01T22:18:00Z,6.90
2020-07-01T22:19:00Z,6.30
2020-07-01T22:20:00Z,16.40
2020-07-01T22:21:00Z,15.10
2020-07-01T22:22:00Z,4.40
2020-07-01T22:23:00Z,5.60
2020-07-01T22:32:00Z,31.60
2020-07-01T22:33:00Z,11.30
2020-07-01T22:34:00Z,3.70
2020-07-01T22:36:00Z,5.00
2020-07-01T22:38:00Z,3.70
2020-07-01T22:39:00Z,9.40
2020-07-01T22:41:00Z,3.10
2020-07-01T22:42:00Z,6.30
2020-07-01T22:45:00Z,17.00
2020-07-01T22:46:00Z,10.10
2020-07-01T22:47:00Z,7.50
2020-07-01T22:55:00Z,14.50
2020-07-01T22:56:00Z,12.00
2020-07-01T23:13:00Z,25.90
2020-07-01T23:15:00Z,5.60
2020-07-01T23:16:00Z,5.00
2020-07-01T23:17:00Z,23.30
