timestamp,gain
2017-07-01T01:40:00Z,3048
2017-07-01T01:49:00Z,3048
2017-07-01T01:54:00Z,3048
2017-07-01T02:08:00Z,3048
2017-07-01T02:17:00Z,3048
2017-07-01T06:41:00Z,3048
2017-07-01T06:59:00Z,3048
2017-07-01T07:33:00Z,3048
2017-07-01T07:48:00Z,3048
2017-07-01T08:26:00Z,3048
2017-07-01T08:29:00Z,3048
2017-07-01T18:49:00Z,3048
2017-07-02T03:27:00Z,3048
2017-07-02T04:31:00Z,3048
2017-07-02T05:36:00Z,3048
2017-07-02T06:13:00Z,6096
2017-07-02T06:14:00Z,3048
2017-07-02T08:38:00Z,3048
2017-07-02T14:32:00Z,3048
2017-07-02T16:31:00Z,3048
2017-07-02T16:45:00Z,3048
2017-07-03T01:19:00Z,3048
2017-07-03T02:08:00Z,6096
2017-07-03T02:46:00Z,3048
2017-07-03T02:47:00Z,3048
2017-07-03T03:01:00Z,3048
2017-07-03T03:05:00Z,3048
2017-07-03T03:12:00Z,3048
2017-07-03T04:12:00Z,6096
2017-07-03T04:56:00Z,3048
2017-07-03T04:57:00Z,3048
2017-07-03T06:08:00Z,3048
2017-07-03T06:09:00Z,3048
2017-07-03T06:12:00Z,6096
2017-07-03T06:31:00Z,6096
2017-07-03T06:34:00Z,6096
2017-07-03T07:17:00Z,6096
2017-07-03T07:22:00Z,3048
2017-07-03T07:25:00Z,3048
2017-07-03T08:16:00Z,3048
2017-07-03T08:17:00Z,3048
2017-07-03T16:08:00Z,3048
2017-07-04T02:09:00Z,6096
2017-07-04T02:53:00Z,6096
2017-07-04T05:33:00Z,6096
2017-07-04T06:14:00Z,3048
2017-07-04T06:15:00Z,3048
2017-07-04T06:18:00Z,9144
2017-07-04T06:20:00Z,3048
2017-07-04T06:24:00Z,3048
2017-07-04T06:25:00Z,3048
2017-07-04T06:26:00Z,6096
2017-07-04T06:30:00Z,3048
2017-07-04T08:17:00Z,6096
2017-07-04T09:03:00Z,3048
2017-07-04T11:26:00Z,3048
2017-07-04T11:57:00Z,3048
