timestamp,floors
2016-04-25T03:58:00Z,1
2016-04-25T04:31:00Z,1
2016-04-25T04:32:00Z,2
2016-04-25T07:54:00Z,1
2016-04-25T08:30:00Z,1
2016-04-25T08:59:00Z,1
2016-04-25T15:31:00Z,1
2016-04-26T04:58:00Z,2
2016-04-26T04:59:00Z,2
2016-04-26T07:55:00Z,1
2016-04-26T07:56:00Z,1
2016-04-26T10:52:00Z,1
2016-04-26T11:09:00Z,1
2016-04-26T16:31:00Z,1
2016-04-27T04:05:00Z,1
2016-04-27T10:24:00Z,1
2016-04-27T11:47:00Z,1
2016-04-27T13:57:00Z,1
2016-04-27T14:33:00Z,2
2016-04-27T16:32:00Z,1
2016-04-28T05:43:00Z,3
2016-04-28T06:16:00Z,1
2016-04-28T08:27:00Z,1
2016-04-28T11:02:00Z,1
2016-04-28T13:59:00Z,1
2016-04-28T16:48:00Z,1
2016-04-29T02:57:00Z,1
2016-04-29T04:07:00Z,1
2016-04-29T04:29:00Z,1
2016-04-29T04:30:00Z,1
2016-04-29T11:10:00Z,1
2016-04-29T12:20:00Z,1
2016-04-29T12:21:00Z,1
2016-04-29T16:32:00Z,1
2016-04-30T08:18:00Z,1
2016-04-30T19:11:00Z,1
