timestamp,heart rate zone,total minutes
2024-06-01T21:35:00Z,fat burn,1
2024-06-01T21:36:00Z,fat burn,1
2024-06-01T21:37:00Z,fat burn,1
2024-06-01T21:38:00Z,fat burn,1
2024-06-01T21:39:00Z,fat burn,1
2024-06-01T21:40:00Z,fat burn,1
2024-06-01T21:41:00Z,fat burn,1
2024-06-01T21:42:00Z,fat burn,1
2024-06-01T21:43:00Z,cardio,2
2024-06-01T21:44:00Z,cardio,2
2024-06-01T21:45:00Z,cardio,2
2024-06-01T21:46:00Z,cardio,2
2024-06-01T21:47:00Z,cardio,2
2024-06-01T21:48:00Z,cardio,2
2024-06-01T21:49:00Z,cardio,2
2024-06-01T21:50:00Z,cardio,2
2024-06-01T21:51:00Z,cardio,2
2024-06-01T21:52:00Z,cardio,2
2024-06-01T21:53:00Z,cardio,2
2024-06-01T21:54:00Z,cardio,2
2024-06-01T21:55:00Z,cardio,2
2024-06-01T21:56:00Z,cardio,2
2024-06-01T21:57:00Z,fat burn,1
2024-06-01T21:58:00Z,fat burn,1
2024-06-01T21:59:00Z,fat burn,1
2024-06-01T22:00:00Z,fat burn,1
2024-06-01T22:01:00Z,fat burn,1
2024-06-01T22:02:00Z,fat burn,1
2024-06-01T22:03:00Z,fat burn,1
2024-06-01T22:04:00Z,fat burn,1
2024-06-01T22:05:00Z,fat burn,1
2024-06-01T22:06:00Z,fat burn,1
2024-06-01T22:07:00Z,fat burn,1
2024-06-01T22:08:00Z,fat burn,1
2024-06-01T22:09:00Z,fat burn,1
2024-06-01T22:10:00Z,fat burn,1
2024-06-01T22:11:00Z,fat burn,1
2024-06-01T22:12:00Z,fat burn,1
2024-06-01T22:13:00Z,fat burn,1
2024-06-01T22:14:00Z,fat burn,1
2024-06-01T22:15:00Z,fat burn,1
2024-06-01T22:16:00Z,fat burn,1
2024-06-01T22:17:00Z,fat burn,1
2024-06-01T22:18:00Z,fat burn,1
2024-06-01T22:21:00Z,fat burn,1
2024-06-01T23:40:00Z,fat burn,1
2024-06-01T23:41:00Z,fat burn,1
2024-06-01T23:49:00Z,fat burn,1
2024-06-01T23:53:00Z,fat burn,1
2024-06-01T23:55:00Z,fat burn,1
2024-06-02T00:43:00Z,fat burn,1
2024-06-02T20:36:00Z,fat burn,1
2024-06-02T20:37:00Z,cardio,2
2024-06-02T20:38:00Z,cardio,2
2024-06-02T20:39:00Z,cardio,2
2024-06-02T20:40:00Z,cardio,2
2024-06-02T20:41:00Z,cardio,2
2024-06-02T20:42:00Z,cardio,2
2024-06-02T20:43:00Z,cardio,2
2024-06-02T20:44:00Z,cardio,2
2024-06-02T20:45:00Z,cardio,2
2024-06-02T20:46:00Z,cardio,2
2024-06-02T20:47:00Z,cardio,2
2024-06-02T20:48:00Z,cardio,2
2024-06-02T20:49:00Z,fat burn,1
2024-06-02T20:50:00Z,cardio,2
2024-06-02T20:51:00Z,cardio,2
2024-06-02T20:52:00Z,cardio,2
2024-06-02T20:53:00Z,fat burn,1
2024-06-02T20:54:00Z,fat burn,1
2024-06-02T20:55:00Z,cardio,2
2024-06-02T20:56:00Z,cardio,2
2024-06-02T20:57:00Z,cardio,2
2024-06-02T20:58:00Z,cardio,2
2024-06-02T20:59:00Z,cardio,2
2024-06-02T21:00:00Z,fat burn,1
2024-06-02T21:01:00Z,fat burn,1
2024-06-02T21:02:00Z,fat burn,1
2024-06-02T21:03:00Z,fat burn,1
2024-06-02T21:04:00Z,fat burn,1
2024-06-02T21:05:00Z,fat burn,1
2024-06-02T23:02:00Z,fat burn,1
2024-06-02T23:03:00Z,fat burn,1
2024-06-02T23:04:00Z,fat burn,1
2024-06-02T23:05:00Z,fat burn,1
2024-06-02T23:06:00Z,fat burn,1
2024-06-02T23:07:00Z,fat burn,1
2024-06-02T23:08:00Z,fat burn,1
2024-06-02T23:10:00Z,fat burn,1
2024-06-02T23:40:00Z,fat burn,1
