timestamp,heart rate zone,total minutes
2024-04-01T00:03:00Z,fat burn,1
2024-04-01T15:53:00Z,fat burn,1
2024-04-01T15:54:00Z,fat burn,1
2024-04-01T15:55:00Z,cardio,2
2024-04-01T15:56:00Z,cardio,2
2024-04-01T15:57:00Z,cardio,2
2024-04-01T15:58:00Z,cardio,2
2024-04-01T15:59:00Z,cardio,2
2024-04-01T16:00:00Z,cardio,2
2024-04-01T16:01:00Z,cardio,2
2024-04-01T16:02:00Z,fat burn,1
2024-04-01T16:03:00Z,fat burn,1
2024-04-01T16:04:00Z,fat burn,1
2024-04-01T16:05:00Z,fat burn,1
2024-04-01T16:06:00Z,fat burn,1
2024-04-01T16:07:00Z,fat burn,1
2024-04-01T16:08:00Z,fat burn,1
2024-04-01T16:09:00Z,cardio,2
2024-04-01T16:10:00Z,fat burn,1
2024-04-01T16:11:00Z,fat burn,1
2024-04-01T16:12:00Z,fat burn,1
2024-04-01T16:14:00Z,fat burn,1
2024-04-01T16:15:00Z,fat burn,1
2024-04-01T16:16:00Z,fat burn,1
2024-04-01T16:17:00Z,fat burn,1
2024-04-01T16:18:00Z,fat burn,1
2024-04-01T16:19:00Z,fat burn,1
2024-04-01T18:18:00Z,fat burn,1
2024-04-01T21:16:00Z,fat burn,1
2024-04-01T21:17:00Z,fat burn,1
2024-04-01T21:19:00Z,fat burn,1
2024-04-01T22:58:00Z,fat burn,1
2024-04-01T22:59:00Z,fat burn,1
2024-04-01T23:00:00Z,fat burn,1
2024-04-01T23:01:00Z,fat burn,1
2024-04-02T13:47:00Z,fat burn,1
2024-04-02T13:48:00Z,fat burn,1
2024-04-02T13:49:00Z,fat burn,1
2024-04-02T15:37:00Z,fat burn,1
2024-04-02T15:38:00Z,fat burn,1
2024-04-02T15:39:00Z,fat burn,1
2024-04-02T15:40:00Z,fat burn,1
2024-04-02T15:41:00Z,fat burn,1
2024-04-02T15:42:00Z,cardio,2
2024-04-02T15:43:00Z,cardio,2
2024-04-02T15:44:00Z,cardio,2
2024-04-02T15:45:00Z,cardio,2
2024-04-02T15:46:00Z,cardio,2
2024-04-02T15:47:00Z,cardio,2
2024-04-02T15:48:00Z,fat burn,1
2024-04-02T15:49:00Z,fat burn,1
2024-04-02T15:50:00Z,cardio,2
2024-04-02T15:51:00Z,cardio,2
2024-04-02T15:52:00Z,cardio,2
2024-04-02T15:53:00Z,cardio,2
2024-04-02T15:54:00Z,fat burn,1
2024-04-02T15:55:00Z,fat burn,1
2024-04-02T15:56:00Z,fat burn,1
2024-04-02T15:57:00Z,cardio,2
2024-04-02T15:58:00Z,fat burn,1
2024-04-02T15:59:00Z,fat burn,1
2024-04-02T16:00:00Z,fat burn,1
2024-04-02T16:01:00Z,fat burn,1
2024-04-02T16:02:00Z,fat burn,1
2024-04-02T16:03:00Z,fat burn,1
2024-04-02T16:27:00Z,fat burn,1
2024-04-02T16:28:00Z,fat burn,1
2024-04-02T19:52:00Z,fat burn,1
2024-04-02T19:53:00Z,fat burn,1
2024-04-02T19:54:00Z,fat burn,1
2024-04-02T19:58:00Z,fat burn,1
2024-04-02T19:59:00Z,fat burn,1
2024-04-02T20:00:00Z,fat burn,1
2024-04-02T20:01:00Z,fat burn,1
2024-04-02T20:02:00Z,fat burn,1
2024-04-02T20:03:00Z,fat burn,1
2024-04-02T20:04:00Z,fat burn,1
2024-04-02T20:05:00Z,fat burn,1
2024-04-02T20:06:00Z,fat burn,1
2024-04-02T20:07:00Z,fat burn,1
2024-04-02T20:08:00Z,fat burn,1
