timestamp,latitude,longitude,altitude
2022-12-07T01:42:38Z,37.784915,-122.395825,86.5
2022-12-07T01:42:39Z,37.784915,-122.395825,86.5
2022-12-07T01:42:40Z,37.784842,-122.395673,86.5
2022-12-07T01:42:41Z,37.784943,-122.395530,86.5
2022-12-07T01:42:43Z,37.784935,-122.395568,86.5
2022-12-07T01:42:44Z,37.784935,-122.395605,86.5
2022-12-07T01:42:45Z,37.784948,-122.395637,86.5
2022-12-07T01:42:46Z,37.784947,-122.395885,86.5
2022-12-07T01:42:47Z,37.784930,-122.395955,108.0
2022-12-07T01:42:48Z,37.784920,-122.395968,123.3
2022-12-07T01:42:49Z,37.784915,-122.395968,136.6
2022-12-07T01:42:50Z,37.784915,-122.395950,146.29
2022-12-07T01:42:51Z,37.784912,-122.395923,154.1
2022-12-07T01:42:52Z,37.784897,-122.395913,159.29
2022-12-07T01:42:53Z,37.784878,-122.395885,160.79
2022-12-07T01:42:54Z,37.784860,-122.395882,161.8
2022-12-07T01:42:55Z,37.784838,-122.395872,162.6
2022-12-07T01:42:56Z,37.784818,-122.395862,164.1
2022-12-07T01:42:57Z,37.784813,-122.395858,165.1
2022-12-07T01:42:58Z,37.784800,-122.395857,166.1
2022-12-07T01:42:59Z,37.784797,-122.395843,167.3
2022-12-07T01:43:00Z,37.784782,-122.395845,169.0
2022-12-07T01:43:02Z,37.784740,-122.395867,171.8
2022-12-07T01:43:05Z,37.784657,-122.395965,106.3
2022-12-07T01:43:06Z,37.784772,-122.395733,120.6
2022-12-07T01:43:07Z,37.784777,-122.395687,115.0
2022-12-07T01:43:08Z,37.784782,-122.395623,117.1
2022-12-07T01:43:09Z,37.784797,-122.395573,115.5
2022-12-07T01:43:10Z,37.784818,-122.395568,114.3
2022-12-07T01:43:11Z,37.784805,-122.395587,111.0
2022-12-07T01:43:12Z,37.784787,-122.395618,111.1
2022-12-07T01:43:13Z,37.784773,-122.395642,111.5
2022-12-07T01:43:14Z,37.784753,-122.395670,111.8
2022-12-07T01:43:15Z,37.784732,-122.395683,111.3
2022-12-07T01:43:16Z,37.784718,-122.395687,111.6
2022-12-07T01:43:17Z,37.784690,-122.395702,112.8
2022-12-07T01:43:18Z,37.784657,-122.395707,113.6
2022-12-07T01:43:19Z,37.784653,-122.395683,114.8
2022-12-07T01:43:20Z,37.784633,-122.395665,119.6
2022-12-07T01:43:21Z,37.784617,-122.395677,122.6
2022-12-07T01:43:22Z,37.784593,-122.395678,124.6
2022-12-07T01:43:23Z,37.784565,-122.395678,125.8
2022-12-07T01:43:24Z,37.784552,-122.395678,126.8
2022-12-07T01:43:25Z,37.784538,-122.395692,128.3
2022-12-07T01:43:26Z,37.784525,-122.395693,130.0
2022-12-07T01:43:27Z,37.784510,-122.395705,131.6
2022-12-07T01:43:28Z,37.784495,-122.395710,133.1
2022-12-07T01:43:29Z,37.784478,-122.395700,133.29
2022-12-07T01:43:30Z,37.784458,-122.395678,132.1
2022-12-07T01:43:31Z,37.784445,-122.395652,130.5
2022-12-07T01:43:32Z,37.784432,-122.395623,128.5
2022-12-07T01:43:33Z,37.784413,-122.395592,127.6
