timestamp,heart rate zone,total minutes
2023-04-01T00:43:00Z,fat burn,1
2023-04-01T04:16:00Z,fat burn,1
2023-04-01T15:49:00Z,fat burn,1
2023-04-01T15:50:00Z,fat burn,1
2023-04-01T15:51:00Z,fat burn,1
2023-04-01T18:35:00Z,fat burn,1
2023-04-01T21:28:00Z,fat burn,1
2023-04-01T21:29:00Z,fat burn,1
2023-04-01T21:30:00Z,fat burn,1
2023-04-01T21:34:00Z,fat burn,1
2023-04-01T21:35:00Z,fat burn,1
2023-04-01T21:36:00Z,fat burn,1
2023-04-01T21:37:00Z,fat burn,1
2023-04-01T21:40:00Z,fat burn,1
2023-04-01T21:41:00Z,fat burn,1
2023-04-01T21:42:00Z,fat burn,1
2023-04-01T21:43:00Z,fat burn,1
2023-04-01T21:44:00Z,fat burn,1
2023-04-01T21:45:00Z,fat burn,1
2023-04-01T21:47:00Z,fat burn,1
2023-04-01T21:48:00Z,fat burn,1
2023-04-01T21:49:00Z,fat burn,1
2023-04-01T21:50:00Z,fat burn,1
2023-04-01T21:51:00Z,fat burn,1
2023-04-01T21:56:00Z,fat burn,1
2023-04-01T21:57:00Z,fat burn,1
2023-04-01T21:58:00Z,fat burn,1
2023-04-01T21:59:00Z,fat burn,1
2023-04-01T22:00:00Z,fat burn,1
2023-04-01T22:01:00Z,fat burn,1
2023-04-01T22:02:00Z,fat burn,1
2023-04-01T22:03:00Z,fat burn,1
2023-04-01T22:04:00Z,fat burn,1
2023-04-01T22:05:00Z,fat burn,1
2023-04-01T22:06:00Z,fat burn,1
2023-04-01T22:08:00Z,fat burn,1
2023-04-01T22:09:00Z,fat burn,1
2023-04-02T00:50:00Z,fat burn,1
2023-04-02T19:21:00Z,fat burn,1
2023-04-02T19:22:00Z,fat burn,1
2023-04-02T19:23:00Z,fat burn,1
2023-04-02T19:24:00Z,fat burn,1
2023-04-02T19:25:00Z,fat burn,1
2023-04-02T19:26:00Z,fat burn,1
2023-04-02T19:29:00Z,fat burn,1
2023-04-02T19:30:00Z,fat burn,1
2023-04-02T19:31:00Z,fat burn,1
2023-04-02T19:32:00Z,fat burn,1
2023-04-02T19:33:00Z,fat burn,1
2023-04-02T19:34:00Z,fat burn,1
2023-04-02T19:38:00Z,fat burn,1
2023-04-02T19:39:00Z,fat burn,1
2023-04-02T19:47:00Z,fat burn,1
2023-04-02T19:48:00Z,fat burn,1
2023-04-02T19:52:00Z,fat burn,1
2023-04-02T19:53:00Z,fat burn,1
2023-04-02T19:54:00Z,fat burn,1
2023-04-02T19:55:00Z,fat burn,1
2023-04-02T19:56:00Z,fat burn,1
2023-04-02T19:57:00Z,fat burn,1
2023-04-02T19:58:00Z,fat burn,1
2023-04-02T20:30:00Z,fat burn,1
2023-04-02T20:31:00Z,fat burn,1
2023-04-02T20:32:00Z,fat burn,1
2023-04-02T23:55:00Z,fat burn,1
2023-04-03T00:04:00Z,fat burn,1
2023-04-03T00:05:00Z,fat burn,1
2023-04-03T16:11:00Z,fat burn,1
2023-04-03T16:12:00Z,fat burn,1
2023-04-03T16:13:00Z,fat burn,1
2023-04-03T16:14:00Z,fat burn,1
2023-04-03T16:15:00Z,fat burn,1
2023-04-03T16:23:00Z,fat burn,1
2023-04-03T16:26:00Z,fat burn,1
2023-04-03T16:29:00Z,fat burn,1
2023-04-03T16:30:00Z,fat burn,1
2023-04-03T16:31:00Z,fat burn,1
2023-04-03T16:38:00Z,fat burn,1
2023-04-03T16:39:00Z,fat burn,1
