timestamp,beats per minute
2017-03-02T02:04:10Z,70.0
2017-03-02T02:04:15Z,70.0
2017-03-02T02:04:21Z,70.0
2017-03-02T02:04:26Z,70.0
2017-03-02T02:04:31Z,70.0
2017-03-02T02:04:36Z,70.0
2017-03-02T02:04:41Z,68.0
2017-03-02T02:04:51Z,100.0
2017-03-02T02:04:56Z,106.0
2017-03-02T02:05:01Z,101.0
2017-03-02T02:05:06Z,96.0
2017-03-02T02:05:11Z,95.0
2017-03-02T02:05:21Z,90.0
2017-03-02T02:05:26Z,81.0
2017-03-02T02:05:31Z,77.0
2017-03-02T02:05:46Z,76.0
2017-03-02T02:05:51Z,75.0
2017-03-02T02:06:01Z,74.0
2017-03-02T02:06:16Z,74.0
2017-03-02T02:06:31Z,74.0
2017-03-02T02:06:41Z,73.0
2017-03-02T02:06:46Z,73.0
2017-03-02T02:06:51Z,73.0
2017-03-02T02:06:56Z,74.0
2017-03-02T02:07:01Z,75.0
2017-03-02T02:07:06Z,76.0
2017-03-02T02:07:11Z,77.0
2017-03-02T02:07:17Z,79.0
2017-03-02T02:07:22Z,82.0
2017-03-02T02:07:27Z,83.0
2017-03-02T02:07:37Z,85.0
2017-03-02T02:07:42Z,87.0
2017-03-02T02:07:47Z,89.0
2017-03-02T02:07:57Z,89.0
2017-03-02T02:08:02Z,90.0
2017-03-02T02:08:07Z,91.0
2017-03-02T02:08:12Z,93.0
2017-03-02T02:08:17Z,120.0
2017-03-02T02:08:22Z,121.0
2017-03-02T02:08:27Z,122.0
2017-03-02T02:08:42Z,122.0
2017-03-02T02:08:47Z,121.0
2017-03-02T02:08:52Z,117.0
2017-03-02T02:09:02Z,116.0
2017-03-02T02:09:17Z,116.0
2017-03-02T02:09:27Z,112.0
2017-03-02T02:09:32Z,111.0
2017-03-02T02:09:37Z,109.0
2017-03-02T02:09:42Z,107.0
2017-03-02T02:09:47Z,106.0
2017-03-02T02:09:54Z,106.0
2017-03-02T02:09:59Z,104.0
2017-03-02T02:10:04Z,102.0
2017-03-02T02:10:14Z,101.0
2017-03-02T02:10:19Z,97.0
2017-03-02T02:10:29Z,96.0
2017-03-02T02:10:39Z,95.0
2017-03-02T02:10:54Z,95.0
2017-03-02T02:10:59Z,93.0
2017-03-02T02:11:09Z,91.0
2017-03-02T02:11:14Z,80.0
2017-03-02T02:11:19Z,76.0
2017-03-02T02:11:24Z,76.0
2017-03-02T02:11:34Z,75.0
2017-03-02T02:11:39Z,76.0
2017-03-02T02:11:49Z,75.0
2017-03-02T02:11:54Z,79.0
2017-03-02T02:11:59Z,80.0
2017-03-02T02:12:14Z,80.0
2017-03-02T02:12:29Z,80.0
2017-03-02T02:12:39Z,82.0
2017-03-02T02:12:44Z,83.0
2017-03-02T02:12:54Z,84.0
2017-03-02T02:12:59Z,83.0
2017-03-02T02:13:09Z,82.0
2017-03-02T02:13:24Z,82.0
2017-03-02T02:13:25Z,82.0
2017-03-02T02:13:30Z,81.0
2017-03-02T02:13:35Z,82.0
2017-03-02T02:13:40Z,83.0
2017-03-02T02:13:45Z,85.0
2017-03-02T02:14:00Z,85.0
2017-03-02T02:14:10Z,85.0
2017-03-02T02:14:20Z,86.0
2017-03-02T02:14:25Z,88.0
2017-03-02T02:14:30Z,87.0
2017-03-02T02:14:35Z,86.0
2017-03-02T02:14:40Z,89.0
2017-03-02T02:14:45Z,92.0
2017-03-02T02:15:00Z,92.0
2017-03-02T02:15:15Z,92.0
2017-03-02T02:15:20Z,93.0
2017-03-02T02:15:25Z,95.0
2017-03-02T02:15:35Z,96.0
2017-03-02T02:15:40Z,97.0
2017-03-02T02:15:45Z,95.0
2017-03-02T02:15:50Z,93.0
2017-03-02T02:15:55Z,94.0
2017-03-02T02:16:00Z,96.0
2017-03-02T02:16:05Z,98.0
2017-03-02T02:16:10Z,90.0
2017-03-02T02:16:20Z,93.0
2017-03-02T02:16:25Z,95.0
2017-03-02T02:16:32Z,96.0
2017-03-02T02:16:37Z,98.0
2017-03-02T02:16:52Z,98.0
2017-03-02T02:17:07Z,99.0
2017-03-02T02:17:12Z,102.0
2017-03-02T02:17:17Z,104.0
2017-03-02T02:17:22Z,103.0
2017-03-02T02:17:37Z,103.0
2017-03-02T02:17:47Z,101.0
2017-03-02T02:17:52Z,100.0
2017-03-02T02:18:07Z,100.0
2017-03-02T02:18:12Z,96.0
2017-03-02T02:18:17Z,97.0
2017-03-02T02:18:22Z,98.0
2017-03-02T02:18:27Z,101.0
2017-03-02T02:18:42Z,101.0
2017-03-02T02:18:47Z,99.0
2017-03-02T02:18:52Z,80.0
2017-03-02T02:19:07Z,80.0
2017-03-02T02:19:22Z,80.0
2017-03-02T02:19:54Z,80.0
2017-03-02T02:19:59Z,81.0
2017-03-02T02:20:14Z,81.0
2017-03-02T02:20:24Z,81.0
2017-03-02T02:20:29Z,81.0
2017-03-02T02:20:39Z,82.0
2017-03-02T02:20:54Z,83.0
2017-03-02T02:20:59Z,83.0
2017-03-02T02:21:09Z,84.0
2017-03-02T02:21:14Z,85.0
2017-03-02T02:21:19Z,87.0
2017-03-02T02:21:29Z,88.0
2017-03-02T02:21:34Z,88.0
2017-03-02T02:21:39Z,89.0
2017-03-02T02:21:54Z,89.0
2017-03-02T02:21:59Z,90.0
2017-03-02T02:22:04Z,92.0
2017-03-02T02:22:09Z,93.0
2017-03-02T02:22:14Z,94.0
2017-03-02T02:22:19Z,94.0
2017-03-02T02:22:29Z,95.0
2017-03-02T02:22:44Z,95.0
2017-03-02T02:22:49Z,97.0
2017-03-02T02:22:54Z,99.0
2017-03-02T02:23:09Z,99.0
2017-03-02T02:23:24Z,99.0
2017-03-02T02:23:26Z,99.0
2017-03-02T02:23:36Z,98.0
2017-03-02T02:23:51Z,98.0
2017-03-02T02:23:56Z,99.0
2017-03-02T02:24:01Z,100.0
2017-03-02T02:24:06Z,101.0
2017-03-02T02:24:21Z,101.0
2017-03-02T02:24:26Z,101.0
2017-03-02T02:24:41Z,101.0
2017-03-02T02:24:46Z,102.0
2017-03-02T02:24:51Z,100.0
2017-03-02T02:24:56Z,102.0
2017-03-02T02:25:01Z,103.0
2017-03-02T02:25:06Z,102.0
2017-03-02T02:25:11Z,103.0
2017-03-02T02:25:26Z,103.0
2017-03-02T02:25:36Z,103.0
2017-03-02T02:25:51Z,103.0
2017-03-02T02:25:56Z,98.0
2017-03-02T02:26:01Z,95.0
2017-03-02T02:26:06Z,91.0
2017-03-02T02:26:17Z,90.0
2017-03-02T02:26:27Z,91.0
2017-03-02T02:31:24Z,70.0
2017-03-02T02:31:34Z,102.0
2017-03-02T02:32:35Z,70.0
2017-03-02T02:32:45Z,76.0
2017-03-02T02:33:00Z,76.0
2017-03-02T02:33:05Z,106.0
2017-03-02T02:33:10Z,108.0
2017-03-02T02:33:25Z,107.0
2017-03-02T02:33:30Z,104.0
2017-03-02T02:33:35Z,107.0
2017-03-02T02:33:40Z,109.0
2017-03-02T02:33:45Z,113.0
2017-03-02T02:33:55Z,112.0
2017-03-02T02:34:00Z,113.0
2017-03-02T02:34:05Z,109.0
2017-03-02T02:34:10Z,102.0
2017-03-02T02:34:15Z,97.0
2017-03-02T02:34:20Z,99.0
2017-03-02T02:34:25Z,98.0
2017-03-02T02:34:30Z,97.0
2017-03-02T02:34:35Z,85.0
2017-03-02T02:34:40Z,84.0
2017-03-02T02:34:50Z,83.0
2017-03-02T02:34:55Z,85.0
2017-03-02T02:35:01Z,86.0
2017-03-02T02:35:06Z,88.0
2017-03-02T02:35:11Z,91.0
2017-03-02T02:35:21Z,92.0
2017-03-02T02:35:26Z,93.0
2017-03-02T02:35:31Z,95.0
2017-03-02T02:35:36Z,96.0
2017-03-02T02:35:41Z,97.0
2017-03-02T02:35:46Z,99.0
2017-03-02T02:35:56Z,100.0
2017-03-02T02:36:01Z,102.0
2017-03-02T02:36:06Z,106.0
2017-03-02T02:36:11Z,108.0
2017-03-02T02:36:21Z,107.0
2017-03-02T02:36:36Z,107.0
2017-03-02T02:36:41Z,105.0
2017-03-02T02:36:46Z,99.0
2017-03-02T02:36:51Z,103.0
2017-03-02T02:36:56Z,108.0
2017-03-02T02:37:01Z,109.0
2017-03-02T02:37:06Z,110.0
2017-03-02T02:37:11Z,111.0
2017-03-02T02:37:26Z,111.0
2017-03-02T02:37:31Z,108.0
2017-03-02T02:37:41Z,110.0
2017-03-02T02:37:46Z,109.0
2017-03-02T02:37:52Z,107.0
2017-03-02T02:38:07Z,107.0
2017-03-02T02:38:12Z,106.0
2017-03-02T02:38:17Z,105.0
2017-03-02T02:38:32Z,105.0
2017-03-02T02:38:42Z,106.0
2017-03-02T02:38:52Z,105.0
2017-03-02T02:38:57Z,106.0
2017-03-02T02:39:02Z,105.0
2017-03-02T02:39:12Z,104.0
2017-03-02T02:39:17Z,101.0
2017-03-02T02:39:22Z,101.0
2017-03-02T02:39:27Z,102.0
2017-03-02T02:39:42Z,102.0
2017-03-02T02:39:57Z,102.0
2017-03-02T02:40:02Z,104.0
2017-03-02T02:40:12Z,108.0
2017-03-02T02:40:27Z,108.0
2017-03-02T02:40:32Z,107.0
2017-03-02T02:40:37Z,108.0
2017-03-02T02:40:42Z,109.0
2017-03-02T02:40:47Z,108.0
2017-03-02T02:40:52Z,109.0
2017-03-02T02:41:14Z,70.0
2017-03-02T02:41:29Z,70.0
2017-03-02T02:41:39Z,105.0
2017-03-02T02:41:44Z,113.0
2017-03-02T02:41:49Z,103.0
2017-03-02T02:41:54Z,101.0
2017-03-02T02:41:59Z,97.0
2017-03-02T02:42:04Z,98.0
2017-03-02T02:42:09Z,100.0
2017-03-02T02:42:14Z,101.0
2017-03-02T02:42:19Z,102.0
2017-03-02T02:42:24Z,98.0
2017-03-02T02:42:39Z,98.0
2017-03-02T02:42:54Z,98.0
2017-03-02T02:42:59Z,100.0
2017-03-02T02:43:04Z,98.0
2017-03-02T02:43:09Z,100.0
2017-03-02T02:43:14Z,102.0
2017-03-02T02:43:19Z,87.0
2017-03-02T02:43:25Z,87.0
2017-03-02T02:43:30Z,99.0
2017-03-02T02:43:35Z,107.0
2017-03-02T02:43:40Z,108.0
2017-03-02T02:43:45Z,105.0
2017-03-02T02:43:50Z,104.0
2017-03-02T02:44:00Z,103.0
2017-03-02T02:44:05Z,103.0
2017-03-02T02:44:10Z,102.0
2017-03-02T02:44:20Z,101.0
2017-03-02T02:44:30Z,102.0
2017-03-02T02:44:40Z,104.0
2017-03-02T02:44:45Z,106.0
2017-03-02T02:44:50Z,108.0
2017-03-02T02:44:55Z,106.0
2017-03-02T02:45:10Z,106.0
2017-03-02T02:45:15Z,107.0
2017-03-02T02:45:30Z,107.0
2017-03-02T02:45:45Z,107.0
2017-03-02T02:45:50Z,105.0
2017-03-02T02:46:05Z,105.0
2017-03-02T02:46:20Z,103.0
2017-03-02T02:46:35Z,103.0
2017-03-02T02:46:37Z,101.0
2017-03-02T02:46:42Z,104.0
2017-03-02T02:46:47Z,101.0
2017-03-02T02:46:52Z,95.0
2017-03-02T02:46:57Z,96.0
2017-03-02T02:47:02Z,97.0
2017-03-02T02:47:17Z,97.0
2017-03-02T02:47:22Z,98.0
2017-03-02T02:47:32Z,99.0
2017-03-02T02:47:37Z,100.0
2017-03-02T02:47:52Z,100.0
2017-03-02T02:48:02Z,97.0
2017-03-02T02:48:07Z,94.0
2017-03-02T02:48:12Z,94.0
2017-03-02T02:48:22Z,94.0
2017-03-02T02:48:37Z,94.0
2017-03-02T02:48:52Z,94.0
2017-03-02T02:49:02Z,95.0
2017-03-02T02:49:07Z,97.0
2017-03-02T02:49:17Z,98.0
2017-03-02T02:49:22Z,100.0
2017-03-02T02:49:27Z,101.0
2017-03-02T02:49:32Z,102.0
2017-03-02T02:49:47Z,102.0
2017-03-02T02:50:02Z,102.0
2017-03-02T02:50:17Z,102.0
2017-03-02T02:50:32Z,102.0
2017-03-02T02:50:34Z,102.0
2017-03-02T02:50:39Z,97.0
2017-03-02T02:50:44Z,96.0
2017-03-02T02:50:54Z,96.0
2017-03-02T02:51:09Z,96.0
2017-03-02T02:51:14Z,100.0
2017-03-02T02:51:29Z,100.0
2017-03-02T02:51:39Z,102.0
2017-03-02T02:51:44Z,104.0
2017-03-02T02:51:49Z,103.0
2017-03-02T02:51:54Z,102.0
2017-03-02T02:52:04Z,103.0
2017-03-02T02:52:14Z,104.0
2017-03-02T02:52:19Z,105.0
2017-03-02T02:52:34Z,105.0
2017-03-02T02:52:44Z,106.0
2017-03-02T02:52:54Z,105.0
2017-03-02T02:53:09Z,105.0
2017-03-02T02:53:24Z,106.0
2017-03-02T02:53:39Z,107.0
2017-03-02T02:53:49Z,107.0
2017-03-02T02:53:54Z,109.0
2017-03-02T02:54:09Z,109.0
2017-03-02T02:54:11Z,109.0
2017-03-02T02:54:16Z,109.0
2017-03-02T02:54:31Z,109.0
2017-03-02T02:54:46Z,109.0
2017-03-02T02:54:51Z,106.0
2017-03-02T02:55:06Z,106.0
2017-03-02T02:55:11Z,110.0
2017-03-02T02:55:16Z,111.0
2017-03-02T02:55:21Z,108.0
