timestamp,steps
2017-07-01T01:12:00Z,48
2017-07-01T01:13:00Z,9
2017-07-01T01:15:00Z,16
2017-07-01T01:16:00Z,4
2017-07-01T01:24:00Z,13
2017-07-01T01:29:00Z,19
2017-07-01T01:30:00Z,58
2017-07-01T01:31:00Z,26
2017-07-01T01:32:00Z,46
2017-07-01T01:33:00Z,29
2017-07-01T01:34:00Z,63
2017-07-01T01:35:00Z,78
2017-07-01T01:36:00Z,46
2017-07-01T01:37:00Z,26
2017-07-01T01:38:00Z,31
2017-07-01T01:39:00Z,69
2017-07-01T01:40:00Z,42
2017-07-01T01:41:00Z,68
2017-07-01T01:42:00Z,42
2017-07-01T01:45:00Z,26
2017-07-01T01:46:00Z,30
2017-07-01T01:47:00Z,60
2017-07-01T01:48:00Z,51
2017-07-01T01:49:00Z,89
2017-07-01T01:50:00Z,87
2017-07-01T01:51:00Z,44
2017-07-01T01:52:00Z,14
2017-07-01T01:53:00Z,73
2017-07-01T01:54:00Z,57
2017-07-01T01:55:00Z,81
2017-07-01T01:56:00Z,31
2017-07-01T01:57:00Z,22
2017-07-01T02:06:00Z,11
2017-07-01T02:07:00Z,59
2017-07-01T02:08:00Z,60
2017-07-01T02:09:00Z,49
2017-07-01T02:10:00Z,84
2017-07-01T02:11:00Z,63
2017-07-01T02:12:00Z,36
2017-07-01T02:13:00Z,70
2017-07-01T02:14:00Z,19
2017-07-01T02:15:00Z,51
2017-07-01T02:16:00Z,66
2017-07-01T02:17:00Z,11
2017-07-01T02:37:00Z,49
2017-07-01T02:38:00Z,82
2017-07-01T02:39:00Z,87
2017-07-01T02:40:00Z,92
2017-07-01T02:41:00Z,18
2017-07-01T02:42:00Z,8
2017-07-01T02:43:00Z,21
2017-07-01T02:44:00Z,73
2017-07-01T02:45:00Z,85
2017-07-01T02:46:00Z,60
2017-07-01T02:47:00Z,12
2017-07-01T02:49:00Z,13
2017-07-01T02:50:00Z,41
2017-07-01T02:51:00Z,35
2017-07-01T02:52:00Z,30
2017-07-01T02:53:00Z,28
2017-07-01T02:54:00Z,25
2017-07-01T02:55:00Z,60
2017-07-01T02:56:00Z,92
2017-07-01T02:57:00Z,64
2017-07-01T02:58:00Z,91
2017-07-01T02:59:00Z,68
2017-07-01T03:00:00Z,34
2017-07-01T03:01:00Z,52
2017-07-01T03:02:00Z,49
2017-07-01T03:03:00Z,22
2017-07-01T03:04:00Z,7
2017-07-01T03:05:00Z,4
2017-07-01T03:07:00Z,7
2017-07-01T03:10:00Z,23
2017-07-01T03:11:00Z,6
2017-07-01T03:13:00Z,18
2017-07-01T03:15:00Z,32
2017-07-01T03:16:00Z,15
2017-07-01T03:17:00Z,74
2017-07-01T03:18:00Z,28
2017-07-01T03:19:00Z,5
2017-07-01T03:20:00Z,14
2017-07-01T03:22:00Z,12
2017-07-01T03:23:00Z,19
2017-07-01T03:25:00Z,10
2017-07-01T03:26:00Z,8
2017-07-01T03:30:00Z,6
2017-07-01T03:31:00Z,19
2017-07-01T03:32:00Z,15
2017-07-01T03:33:00Z,61
2017-07-01T03:34:00Z,33
2017-07-01T03:35:00Z,6
2017-07-01T03:36:00Z,22
2017-07-01T03:37:00Z,20
2017-07-01T03:38:00Z,8
2017-07-01T03:39:00Z,28
2017-07-01T03:40:00Z,20
2017-07-01T03:41:00Z,9
2017-07-01T03:42:00Z,27
2017-07-01T03:43:00Z,5
2017-07-01T03:44:00Z,17
2017-07-01T03:45:00Z,7
2017-07-01T03:46:00Z,16
2017-07-01T03:47:00Z,54
2017-07-01T03:48:00Z,90
2017-07-01T03:49:00Z,65
2017-07-01T03:50:00Z,70
2017-07-01T03:52:00Z,11
2017-07-01T03:53:00Z,27
2017-07-01T03:54:00Z,35
2017-07-01T03:55:00Z,71
2017-07-01T03:56:00Z,58
2017-07-01T03:57:00Z,40
2017-07-01T03:58:00Z,72
2017-07-01T03:59:00Z,44
2017-07-01T04:00:00Z,32
2017-07-01T04:01:00Z,30
2017-07-01T04:02:00Z,22
2017-07-01T04:03:00Z,73
2017-07-01T04:04:00Z,22
2017-07-01T04:05:00Z,44
2017-07-01T04:06:00Z,91
2017-07-01T04:07:00Z,57
2017-07-01T04:08:00Z,67
2017-07-01T04:09:00Z,101
2017-07-01T04:10:00Z,35
2017-07-01T04:11:00Z,31
2017-07-01T04:12:00Z,45
2017-07-01T04:14:00Z,36
2017-07-01T04:15:00Z,37
2017-07-01T04:16:00Z,75
2017-07-01T04:17:00Z,31
2017-07-01T04:18:00Z,28
2017-07-01T04:19:00Z,15
2017-07-01T04:20:00Z,35
2017-07-01T04:21:00Z,91
2017-07-01T04:22:00Z,88
2017-07-01T04:23:00Z,59
2017-07-01T04:24:00Z,100
2017-07-01T04:25:00Z,70
2017-07-01T04:26:00Z,22
2017-07-01T04:27:00Z,52
2017-07-01T04:28:00Z,10
2017-07-01T04:29:00Z,16
2017-07-01T04:30:00Z,21
2017-07-01T04:31:00Z,102
2017-07-01T04:32:00Z,120
2017-07-01T04:33:00Z,113
2017-07-01T04:34:00Z,102
2017-07-01T04:35:00Z,71
2017-07-01T04:36:00Z,35
2017-07-01T04:38:00Z,7
2017-07-01T04:39:00Z,35
2017-07-01T04:40:00Z,99
2017-07-01T04:41:00Z,79
2017-07-01T04:42:00Z,54
2017-07-01T04:43:00Z,47
2017-07-01T04:45:00Z,11
2017-07-01T04:46:00Z,11
2017-07-01T04:47:00Z,22
2017-07-01T04:48:00Z,4
2017-07-01T04:56:00Z,9
2017-07-01T04:57:00Z,5
2017-07-01T04:58:00Z,47
2017-07-01T04:59:00Z,72
2017-07-01T05:00:00Z,88
2017-07-01T05:01:00Z,17
2017-07-01T05:02:00Z,77
2017-07-01T05:03:00Z,86
2017-07-01T05:04:00Z,99
2017-07-01T05:05:00Z,65
2017-07-01T05:06:00Z,52
2017-07-01T05:07:00Z,72
2017-07-01T05:08:00Z,105
2017-07-01T05:09:00Z,93
2017-07-01T05:10:00Z,79
2017-07-01T05:11:00Z,88
2017-07-01T05:12:00Z,105
2017-07-01T05:13:00Z,93
2017-07-01T05:14:00Z,103
2017-07-01T05:15:00Z,74
2017-07-01T05:16:00Z,10
2017-07-01T05:17:00Z,98
2017-07-01T05:18:00Z,104
2017-07-01T05:19:00Z,30
2017-07-01T05:27:00Z,6
2017-07-01T05:28:00Z,19
2017-07-01T05:29:00Z,2
2017-07-01T05:30:00Z,7
2017-07-01T05:32:00Z,10
2017-07-01T05:46:00Z,6
2017-07-01T05:47:00Z,55
2017-07-01T05:48:00Z,18
2017-07-01T05:51:00Z,19
2017-07-01T05:52:00Z,8
2017-07-01T05:53:00Z,33
2017-07-01T05:54:00Z,14
2017-07-01T05:55:00Z,11
2017-07-01T05:59:00Z,7
2017-07-01T06:01:00Z,86
2017-07-01T06:02:00Z,32
2017-07-01T06:03:00Z,21
2017-07-01T06:05:00Z,6
2017-07-01T06:08:00Z,12
2017-07-01T06:09:00Z,6
2017-07-01T06:10:00Z,33
2017-07-01T06:11:00Z,19
2017-07-01T06:20:00Z,82
2017-07-01T06:21:00Z,82
2017-07-01T06:24:00Z,49
2017-07-01T06:25:00Z,36
2017-07-01T06:34:00Z,46
2017-07-01T06:35:00Z,22
2017-07-01T06:36:00Z,35
2017-07-01T06:37:00Z,48
2017-07-01T06:38:00Z,1
2017-07-01T06:41:00Z,45
2017-07-01T06:42:00Z,53
2017-07-01T06:43:00Z,107
2017-07-01T06:44:00Z,58
2017-07-01T06:46:00Z,20
2017-07-01T06:58:00Z,69
2017-07-01T06:59:00Z,85
2017-07-01T07:00:00Z,30
2017-07-01T07:17:00Z,26
2017-07-01T07:18:00Z,51
2017-07-01T07:19:00Z,36
2017-07-01T07:20:00Z,54
2017-07-01T07:21:00Z,57
2017-07-01T07:22:00Z,92
2017-07-01T07:23:00Z,92
2017-07-01T07:24:00Z,78
2017-07-01T07:25:00Z,68
2017-07-01T07:26:00Z,79
2017-07-01T07:27:00Z,70
2017-07-01T07:29:00Z,6
2017-07-01T07:30:00Z,49
2017-07-01T07:31:00Z,43
2017-07-01T07:32:00Z,44
2017-07-01T07:33:00Z,28
2017-07-01T07:34:00Z,36
2017-07-01T07:37:00Z,22
