timestamp,heart rate zone,total minutes
2024-01-01T13:22:00Z,fat burn,1
2024-01-01T13:23:00Z,cardio,2
2024-01-01T13:24:00Z,fat burn,1
2024-01-01T13:25:00Z,fat burn,1
2024-01-01T13:26:00Z,fat burn,1
2024-01-01T13:27:00Z,fat burn,1
2024-01-01T13:28:00Z,fat burn,1
2024-01-01T13:29:00Z,cardio,2
2024-01-01T13:30:00Z,cardio,2
2024-01-01T13:31:00Z,fat burn,1
2024-01-01T13:32:00Z,cardio,2
2024-01-01T13:33:00Z,fat burn,1
2024-01-01T13:34:00Z,fat burn,1
2024-01-01T13:36:00Z,fat burn,1
2024-01-01T13:37:00Z,fat burn,1
2024-01-01T13:38:00Z,fat burn,1
2024-01-01T13:39:00Z,fat burn,1
2024-01-01T13:41:00Z,fat burn,1
2024-01-01T13:42:00Z,fat burn,1
2024-01-01T13:43:00Z,fat burn,1
2024-01-01T13:44:00Z,fat burn,1
2024-01-01T13:45:00Z,fat burn,1
2024-01-01T13:53:00Z,fat burn,1
2024-01-01T13:56:00Z,fat burn,1
2024-01-02T08:39:00Z,fat burn,1
2024-01-02T08:40:00Z,fat burn,1
2024-01-02T08:41:00Z,cardio,2
2024-01-02T08:42:00Z,fat burn,1
2024-01-02T08:43:00Z,cardio,2
2024-01-02T08:44:00Z,fat burn,1
2024-01-02T08:46:00Z,fat burn,1
2024-01-02T08:47:00Z,fat burn,1
2024-01-02T08:48:00Z,fat burn,1
2024-01-02T08:49:00Z,fat burn,1
2024-01-02T08:50:00Z,fat burn,1
2024-01-02T08:51:00Z,fat burn,1
2024-01-02T08:52:00Z,cardio,2
2024-01-02T08:53:00Z,fat burn,1
2024-01-02T08:54:00Z,cardio,2
2024-01-02T08:55:00Z,cardio,2
2024-01-02T08:56:00Z,cardio,2
2024-01-02T08:57:00Z,fat burn,1
2024-01-02T08:58:00Z,fat burn,1
2024-01-02T08:59:00Z,fat burn,1
2024-01-02T09:00:00Z,fat burn,1
2024-01-02T09:01:00Z,fat burn,1
2024-01-02T09:04:00Z,fat burn,1
2024-01-02T09:05:00Z,fat burn,1
2024-01-02T09:06:00Z,fat burn,1
2024-01-02T09:09:00Z,fat burn,1
2024-01-02T09:10:00Z,fat burn,1
2024-01-02T09:23:00Z,fat burn,1
2024-01-02T09:24:00Z,fat burn,1
2024-01-02T09:31:00Z,fat burn,1
2024-01-02T09:32:00Z,fat burn,1
2024-01-02T23:23:00Z,fat burn,1
2024-01-03T12:41:00Z,fat burn,1
2024-01-03T12:44:00Z,fat burn,1
2024-01-03T14:52:00Z,fat burn,1
2024-01-03T14:53:00Z,fat burn,1
2024-01-03T14:54:00Z,cardio,2
2024-01-03T14:55:00Z,cardio,2
2024-01-03T14:56:00Z,fat burn,1
2024-01-03T14:57:00Z,fat burn,1
2024-01-03T14:58:00Z,fat burn,1
2024-01-03T14:59:00Z,fat burn,1
2024-01-03T15:00:00Z,fat burn,1
2024-01-03T15:01:00Z,fat burn,1
2024-01-03T15:02:00Z,cardio,2
2024-01-03T15:03:00Z,fat burn,1
2024-01-03T15:04:00Z,fat burn,1
2024-01-03T15:05:00Z,fat burn,1
2024-01-03T15:11:00Z,fat burn,1
2024-01-03T15:12:00Z,fat burn,1
2024-01-03T15:13:00Z,fat burn,1
2024-01-03T15:14:00Z,fat burn,1
2024-01-03T15:15:00Z,fat burn,1
2024-01-03T15:38:00Z,fat burn,1
2024-01-03T17:27:00Z,fat burn,1
2024-01-03T17:28:00Z,fat burn,1
2024-01-03T17:37:00Z,fat burn,1
2024-01-03T17:39:00Z,fat burn,1
2024-01-03T17:40:00Z,fat burn,1
2024-01-03T17:47:00Z,fat burn,1
2024-01-03T17:48:00Z,fat burn,1
2024-01-04T14:37:00Z,fat burn,1
2024-01-04T14:38:00Z,fat burn,1
2024-01-04T14:39:00Z,fat burn,1
2024-01-04T17:05:00Z,fat burn,1
2024-01-04T17:06:00Z,cardio,2
2024-01-04T17:07:00Z,fat burn,1
2024-01-04T17:08:00Z,fat burn,1
2024-01-04T17:09:00Z,fat burn,1
2024-01-04T17:13:00Z,fat burn,1
2024-01-04T17:23:00Z,fat burn,1
2024-01-04T17:24:00Z,cardio,2
2024-01-04T17:25:00Z,cardio,2
2024-01-04T17:26:00Z,fat burn,1
2024-01-04T17:27:00Z,fat burn,1
2024-01-04T17:28:00Z,fat burn,1
2024-01-04T17:30:00Z,fat burn,1
2024-01-04T17:32:00Z,fat burn,1
2024-01-04T17:33:00Z,fat burn,1
2024-01-04T19:40:00Z,fat burn,1
2024-01-04T20:00:00Z,fat burn,1
2024-01-04T20:01:00Z,fat burn,1
2024-01-04T21:45:00Z,fat burn,1
2024-01-05T01:47:00Z,fat burn,1
2024-01-05T01:48:00Z,fat burn,1
2024-01-05T01:49:00Z,fat burn,1
2024-01-05T01:50:00Z,fat burn,1
2024-01-05T17:46:00Z,fat burn,1
2024-01-05T17:47:00Z,cardio,2
2024-01-05T17:48:00Z,cardio,2
2024-01-05T17:49:00Z,fat burn,1
2024-01-05T17:50:00Z,cardio,2
2024-01-05T17:51:00Z,cardio,2
2024-01-05T17:52:00Z,cardio,2
2024-01-05T17:53:00Z,fat burn,1
2024-01-05T17:54:00Z,fat burn,1
2024-01-05T17:55:00Z,fat burn,1
2024-01-05T17:56:00Z,fat burn,1
2024-01-05T17:57:00Z,fat burn,1
2024-01-05T17:58:00Z,fat burn,1
2024-01-05T17:59:00Z,fat burn,1
2024-01-05T18:00:00Z,fat burn,1
2024-01-05T18:02:00Z,fat burn,1
