timestamp,steps
2024-07-01T00:09:00Z,6
2024-07-01T00:10:00Z,18
2024-07-01T00:45:00Z,27
2024-07-01T00:46:00Z,14
2024-07-01T00:48:00Z,8
2024-07-01T00:49:00Z,12
2024-07-01T00:57:00Z,11
2024-07-01T00:58:00Z,29
2024-07-01T01:19:00Z,25
2024-07-01T01:20:00Z,63
2024-07-01T01:21:00Z,39
2024-07-01T01:22:00Z,34
2024-07-01T01:23:00Z,14
2024-07-01T01:24:00Z,5
2024-07-01T01:25:00Z,20
2024-07-01T01:26:00Z,29
2024-07-01T01:27:00Z,112
2024-07-01T01:28:00Z,115
2024-07-01T01:29:00Z,111
2024-07-01T01:30:00Z,110
2024-07-01T01:31:00Z,106
2024-07-01T01:32:00Z,102
2024-07-01T01:33:00Z,103
2024-07-01T01:34:00Z,100
2024-07-01T01:35:00Z,101
2024-07-01T01:36:00Z,100
2024-07-01T01:37:00Z,95
2024-07-01T01:38:00Z,91
2024-07-01T01:39:00Z,98
2024-07-01T01:40:00Z,99
2024-07-01T01:41:00Z,110
2024-07-01T01:42:00Z,110
2024-07-01T01:43:00Z,97
2024-07-01T01:44:00Z,79
2024-07-01T01:45:00Z,53
2024-07-01T01:46:00Z,50
2024-07-01T01:47:00Z,96
2024-07-01T01:48:00Z,101
2024-07-01T01:49:00Z,78
2024-07-01T01:50:00Z,45
2024-07-01T01:51:00Z,30
2024-07-01T01:52:00Z,31
2024-07-01T01:53:00Z,19
2024-07-01T01:54:00Z,19
2024-07-01T01:56:00Z,40
2024-07-01T01:57:00Z,18
2024-07-01T01:58:00Z,26
2024-07-01T01:59:00Z,26
2024-07-01T02:00:00Z,9
2024-07-01T02:01:00Z,9
2024-07-01T02:02:00Z,21
2024-07-01T02:03:00Z,51
2024-07-01T02:04:00Z,38
2024-07-01T02:05:00Z,20
2024-07-01T02:06:00Z,19
2024-07-01T02:07:00Z,7
2024-07-01T02:08:00Z,24
2024-07-01T02:09:00Z,44
2024-07-01T02:10:00Z,30
2024-07-01T02:12:00Z,40
2024-07-01T02:13:00Z,6
2024-07-01T02:15:00Z,13
2024-07-01T02:16:00Z,7
2024-07-01T02:17:00Z,17
2024-07-01T02:18:00Z,11
2024-07-01T02:19:00Z,10
2024-07-01T02:23:00Z,16
2024-07-01T02:25:00Z,32
2024-07-01T02:26:00Z,25
2024-07-01T02:27:00Z,9
2024-07-01T02:32:00Z,13
2024-07-01T02:37:00Z,28
2024-07-01T02:38:00Z,31
2024-07-01T02:39:00Z,69
2024-07-01T02:51:00Z,8
2024-07-01T02:52:00Z,16
2024-07-01T02:55:00Z,8
2024-07-01T02:59:00Z,29
2024-07-01T03:00:00Z,27
2024-07-01T03:01:00Z,54
2024-07-01T03:02:00Z,39
2024-07-01T03:03:00Z,22
2024-07-01T03:04:00Z,13
2024-07-01T03:10:00Z,18
2024-07-01T03:14:00Z,4
2024-07-01T03:20:00Z,23
2024-07-01T03:26:00Z,11
2024-07-01T03:27:00Z,10
2024-07-01T04:04:00Z,8
2024-07-01T04:13:00Z,25
2024-07-01T04:14:00Z,15
2024-07-01T04:46:00Z,9
2024-07-01T04:48:00Z,30
2024-07-01T04:49:00Z,21
2024-07-01T04:50:00Z,7
2024-07-01T11:24:00Z,16
2024-07-01T11:30:00Z,4
2024-07-01T12:00:00Z,6
2024-07-01T12:03:00Z,7
2024-07-01T12:28:00Z,16
2024-07-01T12:56:00Z,8
2024-07-01T13:16:00Z,12
2024-07-01T13:17:00Z,64
2024-07-01T13:18:00Z,34
2024-07-01T13:19:00Z,60
2024-07-01T13:20:00Z,11
2024-07-01T13:29:00Z,44
2024-07-01T13:30:00Z,39
2024-07-01T13:31:00Z,12
2024-07-01T13:32:00Z,18
2024-07-01T13:33:00Z,12
2024-07-01T13:34:00Z,8
2024-07-01T13:38:00Z,12
