timestamp,lap time,stroke count,stroke type
2021-03-01T05:43:30Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T10:15:58Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T10:16:26Z,00:00:21.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T10:17:05Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T10:17:33Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T10:17:58Z,00:00:12.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T10:18:23Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T10:44:36Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T10:45:32Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T11:20:54Z,00:00:09.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T11:21:40Z,00:00:12.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T11:23:14Z,00:00:16.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T11:28:52Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T11:30:03Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T11:30:51Z,00:00:42.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T15:12:21Z,00:00:23.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T15:13:00Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T15:18:06Z,00:00:30.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T15:20:21Z,00:00:35.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T15:21:23Z,00:00:26.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T15:22:06Z,00:00:27.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T15:23:42Z,00:00:31.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T15:34:14Z,00:00:29.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T15:53:11Z,00:00:22.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T16:18:05Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T16:44:15Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T17:50:39Z,00:00:29.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-01T18:28:46Z,00:00:19.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T06:27:43Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T06:44:06Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T07:12:30Z,00:00:24.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T08:38:03Z,00:00:33.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T10:17:10Z,00:00:35.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T10:18:34Z,00:00:29.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T10:44:22Z,00:00:28.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T11:26:52Z,00:00:31.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T11:28:55Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T11:31:21Z,00:00:47.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T11:35:34Z,00:00:47.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T11:36:37Z,00:00:26.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T11:46:12Z,00:00:24.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T11:46:49Z,00:00:13.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T11:47:28Z,00:00:14.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T11:58:58Z,00:00:15.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T11:59:22Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T11:59:52Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:00:18Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:01:14Z,00:00:19.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:02:16Z,00:00:12.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:03:46Z,00:00:26.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:04:30Z,00:00:45.000,25,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:05:18Z,00:00:21.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:09:20Z,00:00:30.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:10:06Z,00:00:20.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:11:08Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:11:33Z,00:00:26.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:12:11Z,00:00:22.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:12:35Z,00:00:57.000,28,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:14:45Z,00:00:07.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:15:02Z,00:00:28.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T12:39:01Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T13:09:25Z,00:00:08.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T14:35:11Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T14:36:57Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T14:37:35Z,00:00:22.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T15:39:47Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T15:40:51Z,00:00:15.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T19:15:56Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T20:35:29Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T20:46:21Z,00:00:11.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-02T20:50:22Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T06:51:09Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T10:44:41Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T10:45:50Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:12:55Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:14:00Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:21:33Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:22:10Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:22:33Z,00:00:25.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:30:17Z,00:00:08.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:36:25Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:41:28Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:42:21Z,00:00:29.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:43:06Z,00:00:26.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:44:03Z,00:00:28.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:45:09Z,00:00:53.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:46:06Z,00:00:26.000,13,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:47:00Z,00:00:53.000,16,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:47:57Z,00:00:36.000,15,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:58:12Z,00:00:22.000,12,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T11:58:46Z,00:00:20.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T12:00:44Z,00:00:26.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T12:01:23Z,00:00:19.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T12:02:06Z,00:00:37.000,18,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T12:14:02Z,00:00:14.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T12:14:25Z,00:00:07.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T12:14:37Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T12:15:29Z,00:00:15.000,10,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T12:38:28Z,00:00:17.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T12:52:31Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:05:28Z,00:00:24.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:07:56Z,00:00:26.000,9,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:29:29Z,00:00:29.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:30:08Z,00:00:38.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:32:37Z,00:00:38.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:33:18Z,00:00:27.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:34:10Z,00:00:29.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:35:34Z,00:00:40.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:36:26Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:38:15Z,00:00:40.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:39:33Z,00:00:39.000,7,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:40:48Z,00:00:24.000,11,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T13:47:31Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T14:12:55Z,00:00:22.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T14:14:07Z,00:00:25.000,6,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T14:14:47Z,00:00:34.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T14:17:57Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T14:19:22Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T14:20:06Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED
2021-03-03T14:20:38Z,00:00:24.000,8,SWIM_STROKE_TYPE_UNSPECIFIED
