timestamp,distance
2014-12-04T23:36:00Z,5.06
2014-12-04T23:37:00Z,25.91
2014-12-04T23:38:00Z,25.28
2014-12-04T23:40:00Z,5.69
2014-12-04T23:42:00Z,18.33
2014-12-04T23:43:00Z,1.90
2014-12-04T23:45:00Z,13.27
2014-12-04T23:46:00Z,27.81
2014-12-04T23:47:00Z,19.59
2014-12-04T23:48:00Z,61.30
2014-12-04T23:49:00Z,8.85
2014-12-04T23:51:00Z,8.22
2014-12-04T23:52:00Z,51.82
2014-12-04T23:53:00Z,88.48
2014-12-04T23:54:00Z,70.78
2014-12-04T23:55:00Z,80.90
2014-12-04T23:56:00Z,77.10
2014-12-04T23:57:00Z,54.98
2014-12-04T23:58:00Z,26.54
2014-12-04T23:59:00Z,34.13
2014-12-05T00:01:00Z,35.39
2014-12-05T00:02:00Z,37.92
2014-12-05T00:03:00Z,21.49
2014-12-05T00:04:00Z,28.44
2014-12-05T00:05:00Z,42.98
2014-12-05T00:06:00Z,33.50
2014-12-05T00:07:00Z,32.23
2014-12-05T00:08:00Z,16.43
2014-12-05T00:09:00Z,17.70
2014-12-05T00:10:00Z,8.22
2014-12-05T00:14:00Z,5.06
2014-12-05T00:20:00Z,3.16
2014-12-05T00:21:00Z,23.38
2014-12-05T00:22:00Z,34.76
2014-12-05T00:23:00Z,12.01
2014-12-05T00:24:00Z,3.16
2014-12-05T00:25:00Z,6.95
2014-12-05T00:26:00Z,32.86
2014-12-05T00:27:00Z,41.71
2014-12-05T00:28:00Z,53.09
2014-12-05T00:29:00Z,57.51
2014-12-05T00:30:00Z,45.50
2014-12-05T00:31:00Z,33.50
2014-12-05T00:32:00Z,40.45
2014-12-05T00:33:00Z,27.81
2014-12-05T00:34:00Z,24.02
2014-12-05T00:35:00Z,3.79
2014-12-05T00:36:00Z,9.48
2014-12-05T00:37:00Z,22.75
2014-12-05T00:38:00Z,8.85
2014-12-05T00:39:00Z,24.02
2014-12-05T00:40:00Z,23.38
2014-12-05T00:41:00Z,3.79
2014-12-05T00:43:00Z,24.65
2014-12-05T00:44:00Z,42.34
2014-12-05T00:45:00Z,10.11
2014-12-05T00:58:00Z,13.27
2014-12-05T01:15:00Z,5.06
2014-12-05T01:16:00Z,0.63
2014-12-05T01:17:00Z,13.90
2014-12-05T01:18:00Z,4.42
2014-12-05T01:19:00Z,6.32
2014-12-05T01:20:00Z,9.48
2014-12-05T01:21:00Z,12.01
2014-12-05T01:22:00Z,22.12
2014-12-05T01:24:00Z,32.23
2014-12-05T01:26:00Z,10.11
2014-12-05T01:27:00Z,44.87
2014-12-05T01:28:00Z,22.12
2014-12-05T01:29:00Z,22.75
2014-12-05T01:38:00Z,10.74
2014-12-05T01:45:00Z,6.32
2014-12-05T01:46:00Z,14.54
2014-12-05T01:47:00Z,18.33
2014-12-05T01:48:00Z,56.25
2014-12-05T01:49:00Z,24.65
2014-12-05T01:50:00Z,20.22
2014-12-05T01:51:00Z,8.85
2014-12-05T02:10:00Z,7.58
2014-12-05T02:11:00Z,4.42
2014-12-05T02:13:00Z,4.42
2014-12-05T02:14:00Z,11.38
2014-12-05T02:15:00Z,51.82
2014-12-05T02:16:00Z,34.13
2014-12-05T02:17:00Z,55.62
2014-12-05T02:18:00Z,53.72
2014-12-05T02:19:00Z,12.01
2014-12-05T02:20:00Z,34.76
2014-12-05T02:21:00Z,13.27
2014-12-05T02:22:00Z,5.06
2014-12-05T02:24:00Z,27.18
2014-12-05T02:25:00Z,15.80
2014-12-05T02:26:00Z,20.22
2014-12-05T02:27:00Z,10.74
2014-12-05T02:33:00Z,10.11
2014-12-05T02:34:00Z,55.62
2014-12-05T02:35:00Z,63.20
2014-12-05T02:36:00Z,34.76
2014-12-05T02:37:00Z,10.11
2014-12-05T02:38:00Z,4.42
2014-12-05T02:39:00Z,5.06
2014-12-05T02:41:00Z,24.02
2014-12-05T02:42:00Z,3.79
2014-12-05T02:45:00Z,36.66
2014-12-05T02:46:00Z,15.80
2014-12-05T02:47:00Z,6.32
2014-12-05T02:48:00Z,18.33
2014-12-05T02:49:00Z,4.42
2014-12-05T02:51:00Z,7.58
2014-12-05T03:04:00Z,3.79
2014-12-05T03:12:00Z,8.22
2014-12-05T03:15:00Z,3.79
2014-12-05T03:17:00Z,8.22
2014-12-05T03:19:00Z,5.06
2014-12-05T03:20:00Z,0.63
2014-12-05T03:29:00Z,10.11
2014-12-05T03:31:00Z,22.12
2014-12-05T03:32:00Z,33.50
2014-12-05T03:33:00Z,60.67
2014-12-05T03:34:00Z,26.54
2014-12-05T03:35:00Z,13.27
2014-12-05T03:37:00Z,10.74
2014-12-05T03:38:00Z,10.74
2014-12-05T03:39:00Z,9.48
2014-12-05T03:41:00Z,3.16
2014-12-05T03:43:00Z,15.17
2014-12-05T03:44:00Z,41.08
2014-12-05T03:45:00Z,41.08
2014-12-05T03:46:00Z,48.66
2014-12-05T03:47:00Z,58.14
2014-12-05T03:48:00Z,63.20
2014-12-05T03:49:00Z,63.20
2014-12-05T03:50:00Z,62.57
2014-12-05T03:51:00Z,40.45
2014-12-05T03:52:00Z,45.50
2014-12-05T03:53:00Z,52.46
2014-12-05T03:54:00Z,61.94
2014-12-05T03:55:00Z,65.73
2014-12-05T03:56:00Z,67.62
2014-12-05T03:57:00Z,64.46
2014-12-05T03:58:00Z,65.73
2014-12-05T03:59:00Z,64.46
2014-12-05T04:00:00Z,56.25
2014-12-05T04:01:00Z,49.30
2014-12-05T04:02:00Z,58.14
2014-12-05T04:03:00Z,53.72
2014-12-05T04:04:00Z,45.50
2014-12-05T04:05:00Z,42.34
2014-12-05T04:06:00Z,40.45
2014-12-05T04:07:00Z,53.09
2014-12-05T04:08:00Z,54.98
2014-12-05T04:09:00Z,61.94
2014-12-05T04:10:00Z,56.25
2014-12-05T04:11:00Z,73.94
2014-12-05T04:12:00Z,64.46
2014-12-05T04:13:00Z,56.25
2014-12-05T04:14:00Z,60.04
2014-12-05T04:15:00Z,36.66
2014-12-05T04:16:00Z,42.34
2014-12-05T04:17:00Z,28.44
2014-12-05T04:18:00Z,34.76
2014-12-05T04:19:00Z,43.61
2014-12-05T04:20:00Z,56.88
2014-12-05T04:21:00Z,29.07
2014-12-05T04:25:00Z,7.58
2014-12-05T04:31:00Z,2.53
2014-12-05T04:33:00Z,3.16
2014-12-05T04:43:00Z,4.42
2014-12-05T04:49:00Z,19.59
2014-12-05T04:50:00Z,54.35
2014-12-05T04:51:00Z,18.96
2014-12-05T05:13:00Z,24.65
2014-12-05T05:20:00Z,12.64
2014-12-05T05:22:00Z,45.50
2014-12-05T05:23:00Z,16.43
2014-12-05T05:24:00Z,15.17
2014-12-05T05:25:00Z,22.12
2014-12-05T05:26:00Z,42.98
2014-12-05T05:27:00Z,42.98
2014-12-05T05:28:00Z,35.39
2014-12-05T05:29:00Z,44.24
2014-12-05T05:30:00Z,44.24
2014-12-05T05:31:00Z,29.07
2014-12-05T05:32:00Z,27.81
2014-12-05T05:33:00Z,51.82
2014-12-05T05:34:00Z,37.92
2014-12-05T05:35:00Z,41.08
2014-12-05T05:36:00Z,45.50
2014-12-05T05:37:00Z,36.02
2014-12-05T05:38:00Z,52.46
2014-12-05T05:39:00Z,37.92
2014-12-05T05:40:00Z,64.46
2014-12-05T05:41:00Z,67.62
2014-12-05T05:42:00Z,57.51
2014-12-05T05:43:00Z,62.57
2014-12-05T05:44:00Z,57.51
2014-12-05T05:45:00Z,56.88
