timestamp,heart rate zone,total minutes
2023-11-01T13:14:00Z,fat burn,1
2023-11-01T13:15:00Z,fat burn,1
2023-11-01T14:53:00Z,cardio,2
2023-11-01T14:54:00Z,cardio,2
2023-11-01T14:55:00Z,cardio,2
2023-11-01T14:56:00Z,cardio,2
2023-11-01T14:57:00Z,cardio,2
2023-11-01T14:58:00Z,cardio,2
2023-11-01T14:59:00Z,cardio,2
2023-11-01T15:00:00Z,cardio,2
2023-11-01T15:01:00Z,cardio,2
2023-11-01T15:02:00Z,fat burn,1
2023-11-01T15:03:00Z,fat burn,1
2023-11-01T15:04:00Z,fat burn,1
2023-11-01T15:05:00Z,fat burn,1
2023-11-01T15:06:00Z,fat burn,1
2023-11-01T15:07:00Z,fat burn,1
2023-11-01T15:08:00Z,cardio,2
2023-11-01T15:09:00Z,cardio,2
2023-11-01T15:10:00Z,fat burn,1
2023-11-01T15:12:00Z,fat burn,1
2023-11-01T15:13:00Z,cardio,2
2023-11-01T15:14:00Z,cardio,2
2023-11-01T15:15:00Z,fat burn,1
2023-11-01T15:16:00Z,fat burn,1
2023-11-01T15:17:00Z,fat burn,1
2023-11-01T15:18:00Z,fat burn,1
2023-11-01T15:19:00Z,fat burn,1
2023-11-01T15:20:00Z,fat burn,1
2023-11-01T15:21:00Z,fat burn,1
2023-11-01T21:29:00Z,fat burn,1
2023-11-01T21:30:00Z,fat burn,1
2023-11-01T21:31:00Z,fat burn,1
2023-11-01T21:32:00Z,fat burn,1
2023-11-02T13:50:00Z,fat burn,1
2023-11-02T13:51:00Z,fat burn,1
2023-11-02T13:52:00Z,fat burn,1
2023-11-02T13:53:00Z,fat burn,1
2023-11-02T13:54:00Z,cardio,2
2023-11-02T13:55:00Z,cardio,2
2023-11-02T13:56:00Z,fat burn,1
2023-11-02T13:57:00Z,fat burn,1
2023-11-02T13:58:00Z,fat burn,1
2023-11-02T13:59:00Z,fat burn,1
2023-11-02T14:00:00Z,fat burn,1
2023-11-02T14:01:00Z,fat burn,1
2023-11-02T14:02:00Z,cardio,2
2023-11-02T14:03:00Z,cardio,2
2023-11-02T14:04:00Z,cardio,2
2023-11-02T14:05:00Z,cardio,2
2023-11-02T14:06:00Z,fat burn,1
2023-11-02T14:07:00Z,fat burn,1
2023-11-02T14:08:00Z,fat burn,1
2023-11-02T14:09:00Z,fat burn,1
2023-11-02T14:10:00Z,fat burn,1
2023-11-02T14:11:00Z,fat burn,1
2023-11-02T14:12:00Z,fat burn,1
2023-11-02T14:13:00Z,fat burn,1
2023-11-02T14:14:00Z,fat burn,1
2023-11-02T14:15:00Z,fat burn,1
2023-11-02T17:26:00Z,fat burn,1
2023-11-02T17:27:00Z,fat burn,1
2023-11-02T22:10:00Z,fat burn,1
2023-11-03T15:46:00Z,fat burn,1
2023-11-03T15:47:00Z,fat burn,1
2023-11-03T15:48:00Z,cardio,2
2023-11-03T15:49:00Z,cardio,2
2023-11-03T15:50:00Z,cardio,2
2023-11-03T15:51:00Z,cardio,2
2023-11-03T15:52:00Z,cardio,2
2023-11-03T15:53:00Z,cardio,2
2023-11-03T15:54:00Z,cardio,2
2023-11-03T15:55:00Z,fat burn,1
2023-11-03T15:56:00Z,fat burn,1
2023-11-03T15:57:00Z,fat burn,1
2023-11-03T15:58:00Z,fat burn,1
2023-11-03T15:59:00Z,fat burn,1
2023-11-03T16:00:00Z,fat burn,1
2023-11-03T16:01:00Z,fat burn,1
2023-11-03T16:02:00Z,cardio,2
2023-11-03T16:03:00Z,cardio,2
2023-11-03T16:04:00Z,cardio,2
2023-11-03T16:05:00Z,cardio,2
2023-11-03T16:06:00Z,fat burn,1
2023-11-03T16:07:00Z,fat burn,1
2023-11-03T16:08:00Z,fat burn,1
2023-11-03T16:09:00Z,fat burn,1
2023-11-03T16:10:00Z,fat burn,1
2023-11-03T16:11:00Z,fat burn,1
2023-11-03T16:12:00Z,fat burn,1
2023-11-03T16:13:00Z,fat burn,1
2023-11-03T16:14:00Z,fat burn,1
2023-11-03T16:15:00Z,fat burn,1
2023-11-03T16:44:00Z,fat burn,1
2023-11-03T20:50:00Z,fat burn,1
2023-11-03T20:51:00Z,fat burn,1
2023-11-03T20:52:00Z,fat burn,1
2023-11-04T14:43:00Z,cardio,2
2023-11-04T14:44:00Z,fat burn,1
2023-11-04T14:45:00Z,fat burn,1
2023-11-04T14:46:00Z,fat burn,1
2023-11-04T14:47:00Z,cardio,2
2023-11-04T14:48:00Z,cardio,2
2023-11-04T14:49:00Z,cardio,2
2023-11-04T14:50:00Z,cardio,2
2023-11-04T14:51:00Z,cardio,2
2023-11-04T14:52:00Z,fat burn,1
2023-11-04T14:53:00Z,fat burn,1
2023-11-04T14:54:00Z,fat burn,1
2023-11-04T14:55:00Z,fat burn,1
2023-11-04T14:56:00Z,fat burn,1
2023-11-04T14:57:00Z,fat burn,1
2023-11-04T14:58:00Z,fat burn,1
2023-11-04T14:59:00Z,cardio,2
2023-11-04T15:00:00Z,cardio,2
2023-11-04T15:01:00Z,fat burn,1
2023-11-04T15:02:00Z,cardio,2
2023-11-04T15:03:00Z,cardio,2
2023-11-04T15:04:00Z,cardio,2
2023-11-04T15:05:00Z,fat burn,1
2023-11-04T15:06:00Z,fat burn,1
2023-11-04T15:07:00Z,fat burn,1
2023-11-04T23:06:00Z,fat burn,1
2023-11-04T23:40:00Z,fat burn,1
2023-11-05T15:41:00Z,fat burn,1
2023-11-05T15:42:00Z,fat burn,1
2023-11-05T15:43:00Z,fat burn,1
2023-11-05T15:44:00Z,fat burn,1
2023-11-05T15:45:00Z,fat burn,1
2023-11-05T15:46:00Z,fat burn,1
2023-11-05T15:47:00Z,fat burn,1
2023-11-05T15:48:00Z,fat burn,1
2023-11-05T15:49:00Z,fat burn,1
2023-11-05T15:50:00Z,fat burn,1
2023-11-05T15:51:00Z,fat burn,1
2023-11-05T15:52:00Z,fat burn,1
2023-11-05T15:54:00Z,fat burn,1
2023-11-05T15:55:00Z,cardio,2
2023-11-05T15:56:00Z,fat burn,1
2023-11-05T15:57:00Z,fat burn,1
2023-11-05T15:58:00Z,fat burn,1
2023-11-05T16:01:00Z,fat burn,1
2023-11-05T16:02:00Z,fat burn,1
2023-11-05T16:03:00Z,fat burn,1
2023-11-05T16:06:00Z,fat burn,1
2023-11-05T16:19:00Z,fat burn,1
2023-11-05T18:49:00Z,fat burn,1
2023-11-05T18:50:00Z,fat burn,1
2023-11-05T19:24:00Z,fat burn,1
