timestamp,steps
2019-06-01T07:15:00Z,7
2019-06-01T07:48:00Z,10
2019-06-01T07:49:00Z,25
2019-06-01T07:57:00Z,6
2019-06-01T08:05:00Z,13
2019-06-01T08:14:00Z,7
2019-06-01T08:15:00Z,15
2019-06-01T08:18:00Z,14
2019-06-01T08:19:00Z,13
2019-06-01T08:21:00Z,8
2019-06-01T08:22:00Z,7
2019-06-01T08:31:00Z,22
2019-06-01T08:42:00Z,25
2019-06-01T09:02:00Z,50
2019-06-01T09:03:00Z,23
2019-06-01T09:05:00Z,4
2019-06-01T09:21:00Z,10
2019-06-01T09:36:00Z,10
2019-06-01T09:37:00Z,44
2019-06-01T09:38:00Z,8
2019-06-01T09:40:00Z,9
2019-06-01T09:41:00Z,34
2019-06-01T09:42:00Z,46
2019-06-01T09:43:00Z,11
2019-06-01T09:45:00Z,16
2019-06-01T09:46:00Z,12
2019-06-01T09:47:00Z,22
2019-06-01T09:48:00Z,35
2019-06-01T09:49:00Z,20
2019-06-01T09:51:00Z,9
2019-06-01T09:52:00Z,24
2019-06-01T09:53:00Z,23
2019-06-01T09:54:00Z,41
2019-06-01T09:55:00Z,47
2019-06-01T09:56:00Z,65
2019-06-01T09:57:00Z,56
2019-06-01T09:58:00Z,4
2019-06-01T09:59:00Z,4
2019-06-01T10:00:00Z,21
2019-06-01T10:01:00Z,41
2019-06-01T10:02:00Z,22
2019-06-01T10:06:00Z,7
2019-06-01T10:10:00Z,19
2019-06-01T10:19:00Z,5
2019-06-01T10:21:00Z,5
2019-06-01T10:22:00Z,10
2019-06-01T10:24:00Z,15
2019-06-01T10:25:00Z,21
2019-06-01T10:26:00Z,6
2019-06-01T10:27:00Z,19
2019-06-01T10:29:00Z,8
2019-06-01T10:38:00Z,7
2019-06-01T10:40:00Z,36
2019-06-01T10:41:00Z,12
2019-06-01T10:42:00Z,64
2019-06-01T10:43:00Z,116
2019-06-01T10:44:00Z,95
2019-06-01T10:45:00Z,98
2019-06-01T10:46:00Z,90
2019-06-01T10:47:00Z,90
2019-06-01T10:48:00Z,121
2019-06-01T10:49:00Z,105
2019-06-01T10:50:00Z,91
2019-06-01T10:51:00Z,103
2019-06-01T10:52:00Z,95
2019-06-01T10:53:00Z,100
2019-06-01T10:54:00Z,61
2019-06-01T10:55:00Z,96
2019-06-01T10:56:00Z,97
2019-06-01T10:57:00Z,104
2019-06-01T10:58:00Z,147
2019-06-01T10:59:00Z,165
2019-06-01T11:00:00Z,110
2019-06-01T11:01:00Z,90
2019-06-01T11:02:00Z,98
2019-06-01T11:03:00Z,96
2019-06-01T11:04:00Z,92
