timestamp,beats per minute
2020-05-22T00:00:08Z,102.0
2020-05-22T00:00:13Z,101.0
2020-05-22T00:00:18Z,99.0
2020-05-22T00:00:23Z,100.0
2020-05-22T00:00:28Z,101.0
2020-05-22T00:00:43Z,102.0
2020-05-22T00:00:53Z,103.0
2020-05-22T00:00:58Z,84.0
2020-05-22T00:01:03Z,82.0
2020-05-22T00:01:08Z,82.0
2020-05-22T00:01:13Z,83.0
2020-05-22T00:01:18Z,81.0
2020-05-22T00:01:28Z,82.0
2020-05-22T00:01:38Z,81.0
2020-05-22T00:01:53Z,83.0
2020-05-22T00:02:03Z,85.0
2020-05-22T00:02:13Z,84.0
2020-05-22T00:02:18Z,83.0
2020-05-22T00:02:23Z,80.0
2020-05-22T00:02:28Z,85.0
2020-05-22T00:02:43Z,86.0
2020-05-22T00:02:53Z,85.0
2020-05-22T00:02:58Z,83.0
2020-05-22T00:03:13Z,83.0
2020-05-22T00:03:18Z,87.0
2020-05-22T00:03:23Z,88.0
2020-05-22T00:03:28Z,91.0
2020-05-22T00:03:33Z,92.0
2020-05-22T00:03:38Z,93.0
2020-05-22T00:03:43Z,90.0
2020-05-22T00:03:48Z,89.0
2020-05-22T00:03:53Z,89.0
2020-05-22T00:03:58Z,89.0
2020-05-22T00:04:08Z,88.0
2020-05-22T00:04:14Z,89.0
2020-05-22T00:04:19Z,87.0
2020-05-22T00:04:29Z,85.0
2020-05-22T00:04:34Z,83.0
2020-05-22T00:04:44Z,84.0
2020-05-22T00:04:49Z,87.0
2020-05-22T00:04:59Z,85.0
2020-05-22T00:05:04Z,84.0
2020-05-22T00:05:09Z,83.0
2020-05-22T00:05:24Z,83.0
2020-05-22T00:05:34Z,84.0
2020-05-22T00:05:49Z,83.0
2020-05-22T00:05:54Z,84.0
2020-05-22T00:06:04Z,85.0
2020-05-22T00:06:09Z,86.0
2020-05-22T00:06:14Z,87.0
2020-05-22T00:06:19Z,86.0
2020-05-22T00:06:29Z,87.0
2020-05-22T00:06:34Z,88.0
2020-05-22T00:06:39Z,89.0
2020-05-22T00:06:49Z,89.0
2020-05-22T00:06:54Z,88.0
2020-05-22T00:07:09Z,89.0
2020-05-22T00:07:24Z,88.0
2020-05-22T00:07:29Z,85.0
2020-05-22T00:07:44Z,84.0
2020-05-22T00:07:49Z,83.0
2020-05-22T00:07:54Z,82.0
2020-05-22T00:07:59Z,83.0
2020-05-22T00:08:04Z,82.0
2020-05-22T00:08:19Z,83.0
2020-05-22T00:08:29Z,83.0
2020-05-22T00:08:34Z,78.0
2020-05-22T00:08:44Z,79.0
2020-05-22T00:08:49Z,74.0
2020-05-22T00:08:54Z,75.0
2020-05-22T00:08:59Z,77.0
2020-05-22T00:09:04Z,78.0
2020-05-22T00:09:14Z,77.0
2020-05-22T00:09:29Z,77.0
2020-05-22T00:09:34Z,75.0
2020-05-22T00:09:39Z,74.0
2020-05-22T00:09:44Z,76.0
2020-05-22T00:09:54Z,77.0
2020-05-22T00:10:09Z,77.0
2020-05-22T00:10:19Z,78.0
2020-05-22T00:10:29Z,79.0
2020-05-22T00:10:34Z,80.0
2020-05-22T00:10:39Z,80.0
2020-05-22T00:10:44Z,79.0
2020-05-22T00:10:49Z,78.0
