timestamp,distance
2022-12-01T00:01:00Z,6.30
2022-12-01T00:19:00Z,18.90
2022-12-01T00:24:00Z,12.60
2022-12-01T00:25:00Z,0.60
2022-12-01T00:26:00Z,5.60
2022-12-01T00:27:00Z,6.30
2022-12-01T00:28:00Z,10.70
2022-12-01T00:32:00Z,8.20
2022-12-01T00:34:00Z,17.00
2022-12-01T00:35:00Z,27.10
2022-12-01T00:36:00Z,62.00
2022-12-01T00:37:00Z,64.50
2022-12-01T00:38:00Z,65.80
2022-12-01T00:39:00Z,63.20
2022-12-01T00:40:00Z,70.80
2022-12-01T00:41:00Z,70.80
2022-12-01T00:42:00Z,71.50
2022-12-01T00:43:00Z,70.80
2022-12-01T00:44:00Z,70.80
2022-12-01T00:45:00Z,72.70
2022-12-01T00:46:00Z,71.50
2022-12-01T00:47:00Z,74.60
2022-12-01T00:48:00Z,72.70
2022-12-01T00:49:00Z,66.40
2022-12-01T00:50:00Z,29.70
2022-12-01T00:56:00Z,11.30
2022-12-01T01:19:00Z,46.10
2022-12-01T01:20:00Z,30.90
2022-12-01T01:21:00Z,34.70
2022-12-01T01:22:00Z,61.30
2022-12-01T01:23:00Z,72.10
2022-12-01T01:24:00Z,74.00
2022-12-01T01:25:00Z,72.10
2022-12-01T01:26:00Z,55.00
2022-12-01T01:27:00Z,72.70
2022-12-01T01:28:00Z,45.50
2022-12-01T01:29:00Z,47.40
2022-12-01T01:30:00Z,67.70
2022-12-01T01:31:00Z,53.10
2022-12-01T01:32:00Z,43.60
2022-12-01T01:33:00Z,6.30
2022-12-01T01:34:00Z,6.30
2022-12-01T01:35:00Z,18.30
2022-12-01T01:36:00Z,15.70
2022-12-01T01:37:00Z,34.70
2022-12-01T01:38:00Z,15.10
2022-12-01T01:39:00Z,27.80
2022-12-01T01:40:00Z,1.20
2022-12-01T01:41:00Z,10.70
2022-12-01T01:43:00Z,11.30
2022-12-01T01:44:00Z,8.80
2022-12-01T01:46:00Z,19.50
2022-12-01T01:48:00Z,5.00
2022-12-01T01:49:00Z,4.40
2022-12-01T01:50:00Z,5.00
2022-12-01T01:51:00Z,9.40
2022-12-01T02:08:00Z,3.10
2022-12-01T02:45:00Z,3.70
2022-12-01T03:14:00Z,3.10
2022-12-01T03:27:00Z,5.60
2022-12-01T03:30:00Z,5.60
2022-12-01T03:31:00Z,13.20
2022-12-01T03:32:00Z,6.30
2022-12-01T03:34:00Z,22.10
2022-12-01T03:35:00Z,6.30
2022-12-01T03:36:00Z,5.00
2022-12-01T03:37:00Z,27.80
2022-12-01T03:39:00Z,53.10
2022-12-01T03:40:00Z,34.70
2022-12-01T03:41:00Z,42.30
2022-12-01T03:42:00Z,11.30
2022-12-01T03:51:00Z,11.30
2022-12-01T03:57:00Z,4.40
2022-12-01T03:58:00Z,4.40
2022-12-01T03:59:00Z,12.60
2022-12-01T04:00:00Z,12.60
2022-12-01T04:02:00Z,6.30
2022-12-01T04:05:00Z,14.50
2022-12-01T04:06:00Z,10.70
2022-12-01T04:07:00Z,11.30
2022-12-01T04:08:00Z,5.00
2022-12-01T04:09:00Z,4.40
2022-12-01T04:10:00Z,8.80
2022-12-01T04:11:00Z,26.50
2022-12-01T04:12:00Z,3.70
2022-12-01T04:15:00Z,8.80
2022-12-01T04:16:00Z,18.30
2022-12-01T04:18:00Z,22.70
2022-12-01T04:19:00Z,23.40
2022-12-01T07:06:00Z,3.70
2022-12-01T07:25:00Z,28.40
2022-12-01T07:28:00Z,19.60
2022-12-01T15:48:00Z,6.30
2022-12-01T15:49:00Z,24.60
2022-12-01T15:50:00Z,18.30
2022-12-01T15:52:00Z,12.60
2022-12-01T15:53:00Z,19.60
2022-12-01T15:54:00Z,12.60
2022-12-01T15:55:00Z,4.40
2022-12-01T15:56:00Z,7.50
2022-12-01T16:00:00Z,3.10
2022-12-01T16:01:00Z,33.50
2022-12-01T16:02:00Z,19.60
2022-12-01T16:03:00Z,10.70
2022-12-01T16:04:00Z,15.80
2022-12-01T16:05:00Z,11.30
2022-12-01T16:06:00Z,27.10
2022-12-01T16:07:00Z,36.00
2022-12-01T16:08:00Z,27.80
2022-12-01T16:09:00Z,7.50
2022-12-01T16:12:00Z,10.70
