timestamp,distance
2017-02-01T01:37:00Z,15.80
2017-02-01T01:38:00Z,22.10
2017-02-01T01:40:00Z,9.40
2017-02-01T01:42:00Z,14.50
2017-02-01T01:43:00Z,17.00
2017-02-01T01:44:00Z,11.30
2017-02-01T01:45:00Z,15.80
2017-02-01T01:46:00Z,24.00
2017-02-01T01:48:00Z,18.90
2017-02-01T01:49:00Z,25.90
2017-02-01T01:50:00Z,26.50
2017-02-01T01:51:00Z,8.20
2017-02-01T01:52:00Z,22.70
2017-02-01T01:53:00Z,28.40
2017-02-01T01:54:00Z,29.00
2017-02-01T01:55:00Z,8.20
2017-02-01T01:56:00Z,27.80
2017-02-01T01:57:00Z,31.60
2017-02-01T01:58:00Z,20.20
2017-02-01T01:59:00Z,20.20
2017-02-01T02:00:00Z,30.30
2017-02-01T02:01:00Z,38.50
2017-02-01T02:02:00Z,15.80
2017-02-01T02:03:00Z,15.80
2017-02-01T02:04:00Z,21.40
2017-02-01T02:05:00Z,47.40
2017-02-01T02:06:00Z,12.00
2017-02-01T02:07:00Z,29.70
2017-02-01T02:08:00Z,60.60
2017-02-01T02:09:00Z,59.40
2017-02-01T02:10:00Z,24.60
2017-02-01T02:11:00Z,22.70
2017-02-01T02:12:00Z,38.50
2017-02-01T02:13:00Z,37.20
2017-02-01T02:14:00Z,20.80
2017-02-01T02:15:00Z,25.90
2017-02-01T02:16:00Z,35.30
2017-02-01T02:17:00Z,33.40
2017-02-01T02:18:00Z,29.70
2017-02-01T02:20:00Z,12.60
2017-02-01T02:21:00Z,9.40
2017-02-01T02:22:00Z,6.90
2017-02-01T02:24:00Z,15.10
2017-02-01T02:25:00Z,24.60
2017-02-01T02:31:00Z,12.60
2017-02-01T02:32:00Z,3.10
2017-02-01T02:33:00Z,6.30
2017-02-01T02:41:00Z,3.70
2017-02-01T02:52:00Z,11.30
2017-02-01T02:54:00Z,5.60
2017-02-01T02:55:00Z,10.70
2017-02-01T02:56:00Z,6.90
2017-02-01T03:12:00Z,2.50
2017-02-01T03:16:00Z,3.70
2017-02-01T03:19:00Z,3.70
2017-02-01T03:25:00Z,6.90
2017-02-01T03:29:00Z,8.80
2017-02-01T03:32:00Z,6.30
2017-02-01T03:33:00Z,8.20
2017-02-01T03:39:00Z,7.50
2017-02-01T03:40:00Z,8.20
2017-02-01T03:50:00Z,24.60
2017-02-01T03:51:00Z,53.00
2017-02-01T03:52:00Z,32.80
2017-02-01T03:53:00Z,5.00
2017-02-01T03:54:00Z,8.20
2017-02-01T03:56:00Z,4.40
2017-02-01T03:57:00Z,6.90
2017-02-01T03:58:00Z,13.90
2017-02-01T04:14:00Z,3.70
2017-02-01T04:15:00Z,5.00
2017-02-01T04:16:00Z,2.50
2017-02-01T04:18:00Z,4.40
2017-02-01T04:19:00Z,25.20
2017-02-01T04:32:00Z,3.70
2017-02-01T04:33:00Z,3.10
2017-02-01T04:35:00Z,2.50
2017-02-01T04:44:00Z,9.40
2017-02-01T04:47:00Z,5.60
2017-02-01T04:54:00Z,5.00
2017-02-01T04:58:00Z,27.10
2017-02-01T04:59:00Z,20.20
2017-02-01T05:01:00Z,6.90
2017-02-01T05:19:00Z,5.60
2017-02-01T05:24:00Z,5.60
2017-02-01T05:25:00Z,8.20
2017-02-01T05:27:00Z,8.20
2017-02-01T05:29:00Z,5.00
2017-02-01T05:31:00Z,3.70
2017-02-01T05:48:00Z,5.00
2017-02-01T05:58:00Z,12.00
2017-02-01T05:59:00Z,10.70
2017-02-01T06:00:00Z,34.10
2017-02-01T06:01:00Z,30.30
2017-02-01T06:02:00Z,17.60
2017-02-01T06:05:00Z,3.70
2017-02-01T06:06:00Z,3.70
2017-02-01T06:07:00Z,6.30
2017-02-01T06:08:00Z,2.50
2017-02-01T06:10:00Z,25.20
2017-02-01T06:11:00Z,6.30
2017-02-01T06:12:00Z,20.80
2017-02-01T06:13:00Z,39.10
2017-02-01T06:14:00Z,13.90
2017-02-01T06:15:00Z,4.40
2017-02-01T06:21:00Z,2.50
2017-02-01T06:27:00Z,9.40
2017-02-01T06:28:00Z,8.20
2017-02-01T06:29:00Z,5.00
2017-02-01T06:30:00Z,4.40
2017-02-01T06:31:00Z,6.30
2017-02-01T06:32:00Z,14.50
2017-02-01T06:33:00Z,37.20
2017-02-01T06:34:00Z,10.10
2017-02-01T06:41:00Z,39.80
2017-02-01T06:42:00Z,1.20
2017-02-01T06:43:00Z,5.00
2017-02-01T07:05:00Z,2.50
2017-02-01T07:06:00Z,5.00
2017-02-01T07:07:00Z,10.10
2017-02-01T07:08:00Z,3.70
2017-02-01T07:13:00Z,23.30
2017-02-01T07:14:00Z,25.90
2017-02-01T07:20:00Z,6.90
2017-02-01T07:26:00Z,25.90
2017-02-01T07:28:00Z,6.30
2017-02-01T07:29:00Z,23.30
2017-02-01T07:30:00Z,13.90
2017-02-01T07:36:00Z,37.20
2017-02-01T07:37:00Z,5.60
2017-02-01T07:38:00Z,15.10
2017-02-01T07:39:00Z,22.70
2017-02-01T07:40:00Z,23.30
2017-02-01T07:41:00Z,43.60
2017-02-01T07:42:00Z,48.00
2017-02-01T07:43:00Z,34.10
2017-02-01T07:44:00Z,3.70
2017-02-01T08:07:00Z,4.40
2017-02-01T08:08:00Z,5.00
2017-02-01T08:17:00Z,20.20
2017-02-01T08:25:00Z,6.90
2017-02-01T08:26:00Z,10.70
2017-02-01T08:31:00Z,9.40
2017-02-01T08:32:00Z,20.20
2017-02-01T08:33:00Z,5.60
2017-02-01T08:34:00Z,6.90
2017-02-01T08:35:00Z,13.90
2017-02-01T08:36:00Z,3.70
2017-02-01T08:37:00Z,9.40
2017-02-01T08:38:00Z,1.80
2017-02-01T08:46:00Z,12.60
2017-02-01T08:47:00Z,0.60
2017-02-01T08:50:00Z,27.80
2017-02-01T08:52:00Z,10.10
2017-02-01T09:21:00Z,39.80
2017-02-01T09:37:00Z,24.60
2017-02-01T09:38:00Z,17.60
2017-02-01T09:39:00Z,16.40
2017-02-01T09:40:00Z,51.10
2017-02-01T09:41:00Z,13.90
2017-02-01T09:42:00Z,4.40
2017-02-01T09:50:00Z,8.20
2017-02-01T09:52:00Z,6.30
2017-02-01T09:57:00Z,4.40
2017-02-01T10:01:00Z,4.40
2017-02-01T10:04:00Z,3.70
2017-02-01T10:07:00Z,3.70
2017-02-01T10:15:00Z,4.40
2017-02-01T10:17:00Z,3.70
2017-02-01T10:19:00Z,14.50
2017-02-01T10:20:00Z,10.10
2017-02-01T10:21:00Z,4.40
2017-02-01T10:36:00Z,5.60
2017-02-01T10:37:00Z,3.70
2017-02-01T10:51:00Z,4.40
2017-02-01T10:52:00Z,13.20
2017-02-01T10:56:00Z,4.40
2017-02-01T11:01:00Z,6.30
2017-02-01T11:04:00Z,7.50
2017-02-01T11:07:00Z,15.10
2017-02-01T11:17:00Z,9.40
2017-02-01T11:19:00Z,5.60
2017-02-01T11:20:00Z,8.20
2017-02-01T11:28:00Z,7.50
2017-02-01T11:38:00Z,2.50
2017-02-01T11:39:00Z,26.50
2017-02-01T11:40:00Z,6.90
2017-02-01T11:42:00Z,15.10
2017-02-01T11:44:00Z,5.60
2017-02-01T11:45:00Z,5.60
2017-02-01T11:46:00Z,12.60
2017-02-01T11:49:00Z,13.90
2017-02-01T11:50:00Z,6.30
2017-02-01T11:52:00Z,6.90
2017-02-01T12:05:00Z,9.40
2017-02-01T12:12:00Z,3.70
2017-02-01T12:14:00Z,7.50
2017-02-01T12:21:00Z,25.90
2017-02-01T12:22:00Z,39.10
2017-02-01T12:23:00Z,3.70
2017-02-01T12:28:00Z,18.30
