timestamp,steps
2015-10-03T11:47:00Z,19
2015-10-03T11:48:00Z,19
2015-10-03T11:49:00Z,15
2015-10-03T11:52:00Z,8
2015-10-03T11:53:00Z,9
2015-10-03T11:56:00Z,11
2015-10-03T11:57:00Z,94
2015-10-03T11:58:00Z,17
2015-10-03T11:59:00Z,85
2015-10-03T12:00:00Z,77
2015-10-03T12:01:00Z,20
2015-10-03T12:20:00Z,9
2015-10-03T12:22:00Z,6
2015-10-03T12:26:00Z,10
2015-10-03T12:27:00Z,46
2015-10-03T12:29:00Z,4
2015-10-03T12:40:00Z,8
2015-10-03T12:42:00Z,9
2015-10-03T12:43:00Z,5
2015-10-03T13:24:00Z,7
2015-10-03T13:25:00Z,25
2015-10-03T13:33:00Z,15
2015-10-03T13:35:00Z,17
2015-10-03T13:36:00Z,33
2015-10-03T13:37:00Z,34
2015-10-03T13:45:00Z,11
2015-10-03T13:46:00Z,63
2015-10-03T13:47:00Z,12
2015-10-03T13:51:00Z,6
2015-10-03T13:53:00Z,77
2015-10-03T13:54:00Z,20
2015-10-03T13:55:00Z,26
2015-10-03T13:59:00Z,8
2015-10-03T14:27:00Z,29
2015-10-03T14:28:00Z,21
2015-10-03T14:42:00Z,16
2015-10-03T15:06:00Z,50
2015-10-03T15:07:00Z,79
2015-10-03T15:08:00Z,81
2015-10-03T15:09:00Z,62
2015-10-03T15:10:00Z,55
2015-10-03T15:11:00Z,30
2015-10-03T15:30:00Z,39
2015-10-03T15:31:00Z,74
2015-10-03T15:32:00Z,64
2015-10-03T15:34:00Z,18
2015-10-03T15:35:00Z,10
2015-10-03T15:36:00Z,36
2015-10-03T15:37:00Z,13
2015-10-03T15:39:00Z,37
2015-10-03T15:40:00Z,5
2015-10-03T15:41:00Z,44
2015-10-03T15:42:00Z,41
2015-10-03T15:43:00Z,6
2015-10-03T15:44:00Z,8
2015-10-03T16:03:00Z,22
2015-10-03T16:04:00Z,4
2015-10-03T16:07:00Z,9
2015-10-03T16:08:00Z,36
2015-10-03T16:09:00Z,50
2015-10-03T16:10:00Z,69
2015-10-03T16:11:00Z,55
2015-10-03T16:14:00Z,12
2015-10-03T16:16:00Z,9
2015-10-03T16:23:00Z,5
2015-10-03T16:33:00Z,34
2015-10-03T16:34:00Z,33
2015-10-03T16:35:00Z,40
2015-10-03T16:36:00Z,54
2015-10-03T16:37:00Z,58
2015-10-03T16:38:00Z,18
2015-10-03T16:41:00Z,8
2015-10-03T16:43:00Z,17
2015-10-03T16:44:00Z,42
2015-10-03T16:45:00Z,21
2015-10-03T16:46:00Z,20
2015-10-04T00:46:00Z,43
2015-10-04T01:12:00Z,18
2015-10-04T01:14:00Z,8
2015-10-04T01:15:00Z,21
2015-10-04T01:16:00Z,25
2015-10-04T01:19:00Z,25
2015-10-04T01:20:00Z,27
2015-10-04T01:21:00Z,4
2015-10-04T01:22:00Z,36
2015-10-04T01:23:00Z,46
2015-10-04T01:24:00Z,25
2015-10-04T01:25:00Z,19
2015-10-04T01:26:00Z,14
2015-10-04T01:35:00Z,11
2015-10-04T01:36:00Z,24
2015-10-04T01:39:00Z,29
2015-10-04T01:40:00Z,18
2015-10-04T01:41:00Z,32
2015-10-04T01:56:00Z,55
2015-10-04T01:57:00Z,48
2015-10-04T01:58:00Z,33
2015-10-04T01:59:00Z,27
2015-10-04T02:00:00Z,6
2015-10-04T02:01:00Z,52
2015-10-04T02:02:00Z,26
2015-10-04T02:03:00Z,11
2015-10-04T02:04:00Z,21
2015-10-04T02:25:00Z,27
2015-10-04T02:26:00Z,43
2015-10-04T02:28:00Z,8
2015-10-04T02:30:00Z,7
2015-10-04T02:31:00Z,31
2015-10-04T02:32:00Z,19
2015-10-04T02:33:00Z,31
2015-10-04T02:40:00Z,19
2015-10-04T02:44:00Z,8
2015-10-04T02:48:00Z,8
2015-10-04T02:49:00Z,10
2015-10-04T02:50:00Z,6
2015-10-04T02:53:00Z,13
2015-10-04T02:56:00Z,11
2015-10-04T02:59:00Z,14
2015-10-04T03:03:00Z,6
2015-10-04T03:04:00Z,14
2015-10-04T03:05:00Z,19
2015-10-04T03:06:00Z,8
2015-10-04T03:08:00Z,16
2015-10-04T03:09:00Z,4
2015-10-04T03:10:00Z,29
2015-10-04T03:13:00Z,25
2015-10-04T03:14:00Z,25
2015-10-04T03:16:00Z,71
2015-10-04T03:17:00Z,100
2015-10-04T03:18:00Z,88
2015-10-04T03:19:00Z,28
2015-10-04T05:16:00Z,8
2015-10-04T05:40:00Z,9
2015-10-04T05:43:00Z,6
2015-10-04T06:04:00Z,10
2015-10-04T06:07:00Z,7
2015-10-04T06:42:00Z,11
2015-10-04T06:49:00Z,6
2015-10-04T06:55:00Z,22
2015-10-04T07:03:00Z,7
2015-10-04T07:05:00Z,75
2015-10-04T07:06:00Z,103
2015-10-04T07:07:00Z,53
2015-10-04T07:08:00Z,22
2015-10-04T07:09:00Z,33
2015-10-04T07:10:00Z,54
2015-10-04T07:11:00Z,35
2015-10-04T07:12:00Z,51
2015-10-04T07:13:00Z,75
2015-10-04T07:14:00Z,31
2015-10-04T07:15:00Z,47
2015-10-04T07:16:00Z,35
2015-10-04T07:17:00Z,96
2015-10-04T07:18:00Z,58
2015-10-04T07:19:00Z,8
2015-10-04T07:29:00Z,7
2015-10-04T07:36:00Z,21
2015-10-04T07:39:00Z,20
2015-10-04T07:41:00Z,33
2015-10-04T07:42:00Z,12
2015-10-04T07:43:00Z,13
2015-10-04T07:44:00Z,10
2015-10-04T07:45:00Z,21
2015-10-04T07:46:00Z,9
2015-10-04T07:54:00Z,16
2015-10-04T08:18:00Z,10
2015-10-04T08:19:00Z,7
2015-10-04T08:31:00Z,13
2015-10-04T09:27:00Z,7
2015-10-04T09:41:00Z,12
2015-10-04T09:45:00Z,9
2015-10-04T09:59:00Z,21
2015-10-04T10:02:00Z,9
2015-10-04T10:11:00Z,7
2015-10-04T10:18:00Z,23
2015-10-04T10:19:00Z,6
2015-10-04T10:20:00Z,65
2015-10-04T10:21:00Z,65
2015-10-04T10:32:00Z,8
2015-10-04T10:33:00Z,1
2015-10-04T10:37:00Z,12
2015-10-04T10:38:00Z,21
2015-10-04T10:39:00Z,10
2015-10-04T10:40:00Z,4
2015-10-04T10:41:00Z,47
2015-10-04T10:42:00Z,7
2015-10-04T10:44:00Z,4
2015-10-04T10:45:00Z,4
2015-10-04T10:47:00Z,9
2015-10-04T10:51:00Z,27
2015-10-04T10:52:00Z,47
2015-10-04T10:53:00Z,46
2015-10-04T10:54:00Z,10
2015-10-04T10:55:00Z,55
2015-10-04T10:56:00Z,77
2015-10-04T10:57:00Z,58
2015-10-04T10:58:00Z,64
2015-10-04T10:59:00Z,54
2015-10-04T11:00:00Z,22
2015-10-04T11:01:00Z,53
2015-10-04T11:02:00Z,23
2015-10-04T11:03:00Z,19
2015-10-04T11:06:00Z,13
2015-10-04T11:10:00Z,18
2015-10-04T11:15:00Z,25
2015-10-04T11:18:00Z,48
2015-10-04T11:19:00Z,48
2015-10-04T11:22:00Z,14
2015-10-04T11:40:00Z,8
2015-10-04T11:41:00Z,46
2015-10-04T11:43:00Z,17
2015-10-04T11:44:00Z,56
2015-10-04T11:45:00Z,4
2015-10-04T11:51:00Z,5
2015-10-04T11:53:00Z,50
2015-10-04T11:54:00Z,34
2015-10-04T11:55:00Z,48
2015-10-04T11:56:00Z,38
2015-10-04T11:57:00Z,89
2015-10-04T11:58:00Z,25
2015-10-04T12:00:00Z,45
2015-10-04T12:01:00Z,65
2015-10-04T12:02:00Z,60
2015-10-04T12:12:00Z,30
2015-10-04T12:13:00Z,8
2015-10-04T12:14:00Z,35
2015-10-04T12:26:00Z,26
2015-10-04T12:27:00Z,52
2015-10-04T12:28:00Z,51
2015-10-04T12:29:00Z,49
2015-10-04T12:30:00Z,54
2015-10-04T12:31:00Z,107
2015-10-04T12:32:00Z,76
2015-10-04T12:34:00Z,19
2015-10-04T12:35:00Z,45
