timestamp,beats per minute
2024-04-19T00:00:02Z,82.0
2024-04-19T00:00:07Z,82.0
2024-04-19T00:00:17Z,80.0
2024-04-19T00:00:22Z,79.0
2024-04-19T00:00:32Z,78.0
2024-04-19T00:00:37Z,81.0
2024-04-19T00:00:42Z,82.0
2024-04-19T00:00:47Z,81.0
2024-04-19T00:00:57Z,82.0
2024-04-19T00:01:07Z,83.0
2024-04-19T00:01:17Z,84.0
2024-04-19T00:01:32Z,84.0
2024-04-19T00:01:37Z,84.0
2024-04-19T00:01:47Z,85.0
2024-04-19T00:02:02Z,85.0
2024-04-19T00:02:17Z,85.0
2024-04-19T00:02:22Z,85.0
2024-04-19T00:02:37Z,85.0
2024-04-19T00:02:52Z,85.0
2024-04-19T00:02:57Z,86.0
2024-04-19T00:03:12Z,87.0
2024-04-19T00:03:17Z,87.0
2024-04-19T00:03:27Z,86.0
2024-04-19T00:03:32Z,85.0
2024-04-19T00:03:37Z,84.0
2024-04-19T00:03:52Z,84.0
2024-04-19T00:03:57Z,84.0
2024-04-19T00:04:12Z,84.0
2024-04-19T00:04:17Z,86.0
2024-04-19T00:04:22Z,87.0
2024-04-19T00:04:37Z,88.0
2024-04-19T00:04:42Z,89.0
2024-04-19T00:04:47Z,90.0
2024-04-19T00:04:52Z,91.0
2024-04-19T00:04:57Z,91.0
2024-04-19T00:05:02Z,92.0
2024-04-19T00:05:07Z,96.0
2024-04-19T00:05:22Z,95.0
2024-04-19T00:05:32Z,95.0
2024-04-19T00:05:37Z,95.0
2024-04-19T00:05:52Z,93.0
2024-04-19T00:05:57Z,95.0
2024-04-19T00:06:12Z,95.0
2024-04-19T00:06:17Z,93.0
2024-04-19T00:06:27Z,94.0
2024-04-19T00:06:37Z,95.0
2024-04-19T00:06:42Z,97.0
2024-04-19T00:06:47Z,96.0
2024-04-19T00:06:52Z,95.0
2024-04-19T00:06:57Z,90.0
2024-04-19T00:07:02Z,89.0
2024-04-19T00:07:12Z,90.0
2024-04-19T00:07:17Z,91.0
2024-04-19T00:07:22Z,92.0
2024-04-19T00:07:37Z,92.0
