timestamp,latitude,longitude,altitude
2023-08-06T01:13:28Z,37.793389,-122.398203,1.88
2023-08-06T01:13:30Z,37.793167,-122.398094,-0.07
2023-08-06T01:13:32Z,37.792911,-122.398089,1.82
2023-08-06T01:13:33Z,37.792859,-122.398104,0.49
2023-08-06T01:13:34Z,37.792825,-122.398120,1.46
2023-08-06T01:13:35Z,37.792800,-122.398133,1.61
2023-08-06T01:13:36Z,37.792778,-122.398145,1.79
2023-08-06T01:13:37Z,37.792743,-122.398147,1.68
2023-08-06T01:13:38Z,37.792730,-122.398153,1.68
2023-08-06T01:13:39Z,37.792699,-122.398146,2.53
2023-08-06T01:13:40Z,37.792657,-122.398140,5.45
2023-08-06T01:13:41Z,37.792643,-122.398139,6.89
2023-08-06T01:13:42Z,37.792613,-122.398135,8.31
2023-08-06T01:13:43Z,37.792582,-122.398126,9.59
2023-08-06T01:13:44Z,37.792553,-122.398114,9.94
2023-08-06T01:13:45Z,37.792524,-122.398099,11.54
2023-08-06T01:13:46Z,37.792501,-122.398083,12.26
2023-08-06T01:13:47Z,37.792485,-122.398079,13.46
2023-08-06T01:13:48Z,37.792448,-122.398076,14.54
2023-08-06T01:13:49Z,37.792431,-122.398078,15.29
2023-08-06T01:13:50Z,37.792420,-122.398084,16.06
2023-08-06T01:13:51Z,37.792415,-122.398084,16.62
2023-08-06T01:13:52Z,37.792405,-122.398080,17.07
2023-08-06T01:13:53Z,37.792391,-122.398071,19.03
2023-08-06T01:13:54Z,37.792381,-122.398066,20.08
2023-08-06T01:13:55Z,37.792372,-122.398067,21.0
2023-08-06T01:13:56Z,37.792357,-122.398064,22.9
2023-08-06T01:13:57Z,37.792342,-122.398060,22.95
2023-08-06T01:13:59Z,37.792055,-122.398323,5.78
2023-08-06T01:14:00Z,37.792044,-122.398309,5.63
2023-08-06T01:14:01Z,37.792056,-122.398338,6.54
2023-08-06T01:14:02Z,37.792026,-122.398333,6.51
2023-08-06T01:14:03Z,37.792002,-122.398325,5.93
2023-08-06T01:14:04Z,37.791984,-122.398339,5.05
2023-08-06T01:14:05Z,37.791974,-122.398352,4.86
2023-08-06T01:14:06Z,37.791933,-122.398327,5.25
2023-08-06T01:14:07Z,37.791893,-122.398302,5.19
2023-08-06T01:14:08Z,37.791874,-122.398294,6.43
2023-08-06T01:14:09Z,37.791872,-122.398302,5.84
2023-08-06T01:14:10Z,37.791877,-122.398324,5.5
2023-08-06T01:14:11Z,37.791860,-122.398324,5.67
2023-08-06T01:14:12Z,37.791847,-122.398324,5.8
2023-08-06T01:14:13Z,37.791816,-122.398301,6.0
2023-08-06T01:14:14Z,37.791798,-122.398280,5.91
2023-08-06T01:14:15Z,37.791790,-122.398270,5.87
2023-08-06T01:14:17Z,37.791625,-122.398052,5.42
2023-08-06T01:14:18Z,37.791622,-122.398044,5.65
2023-08-06T01:14:19Z,37.791626,-122.398037,5.61
2023-08-06T01:14:20Z,37.791626,-122.398028,5.3
2023-08-06T01:14:21Z,37.791621,-122.398015,5.04
2023-08-06T01:14:22Z,37.791616,-122.398002,5.0
2023-08-06T01:14:23Z,37.791616,-122.397990,5.4
2023-08-06T01:14:24Z,37.791577,-122.397938,5.98
2023-08-06T01:14:25Z,37.791566,-122.397922,5.61
2023-08-06T01:14:26Z,37.791555,-122.397908,6.05
2023-08-06T01:14:27Z,37.791543,-122.397892,5.81
2023-08-06T01:14:28Z,37.791555,-122.397908,6.1
2023-08-06T01:14:29Z,37.791548,-122.397899,6.15
2023-08-06T01:14:30Z,37.791546,-122.397895,5.97
2023-08-06T01:14:31Z,37.791517,-122.397864,5.84
2023-08-06T01:14:32Z,37.791511,-122.397850,5.73
2023-08-06T01:14:33Z,37.791487,-122.397816,5.94
2023-08-06T01:14:34Z,37.791485,-122.397814,5.8
2023-08-06T01:14:35Z,37.791465,-122.397788,6.34
2023-08-06T01:14:36Z,37.791453,-122.397772,5.72
2023-08-06T01:14:37Z,37.791451,-122.397770,5.46
2023-08-06T01:14:38Z,37.791425,-122.397766,5.84
2023-08-06T01:14:39Z,37.791417,-122.397774,5.33
2023-08-06T01:14:40Z,37.791409,-122.397770,5.39
2023-08-06T01:14:41Z,37.791385,-122.397761,5.13
2023-08-06T01:14:42Z,37.791386,-122.397687,5.15
2023-08-06T01:14:43Z,37.791372,-122.397670,5.22
2023-08-06T01:14:44Z,37.791358,-122.397652,5.31
2023-08-06T01:14:45Z,37.791348,-122.397640,5.54
2023-08-06T01:14:46Z,37.791335,-122.397623,5.77
2023-08-06T01:14:47Z,37.791318,-122.397602,5.77
2023-08-06T01:14:48Z,37.791288,-122.397563,5.87
2023-08-06T01:14:49Z,37.791279,-122.397553,5.83
2023-08-06T01:14:50Z,37.791252,-122.397522,6.05
2023-08-06T01:14:51Z,37.791241,-122.397505,6.02
2023-08-06T01:14:52Z,37.791237,-122.397499,5.72
2023-08-06T01:14:53Z,37.791241,-122.397504,5.52
2023-08-06T01:14:54Z,37.791242,-122.397506,5.7
2023-08-06T01:14:55Z,37.791246,-122.397511,5.94
2023-08-06T01:14:56Z,37.791221,-122.397519,5.96
2023-08-06T01:14:57Z,37.791163,-122.397463,5.82
2023-08-06T01:14:58Z,37.791138,-122.397431,5.45
2023-08-06T01:14:59Z,37.791132,-122.397420,5.81
2023-08-06T01:15:00Z,37.791129,-122.397396,4.61
2023-08-06T01:15:01Z,37.791124,-122.397380,4.31
2023-08-06T01:15:02Z,37.791114,-122.397374,4.67
2023-08-06T01:15:03Z,37.791113,-122.397350,4.89
2023-08-06T01:15:04Z,37.791108,-122.397339,5.17
2023-08-06T01:15:05Z,37.791102,-122.397329,5.39
2023-08-06T01:15:06Z,37.791094,-122.397320,5.51
2023-08-06T01:15:07Z,37.791088,-122.397311,5.84
2023-08-06T01:15:08Z,37.791079,-122.397303,6.12
2023-08-06T01:15:09Z,37.791073,-122.397292,5.96
2023-08-06T01:15:10Z,37.791065,-122.397283,5.93
2023-08-06T01:15:11Z,37.791058,-122.397274,6.16
2023-08-06T01:15:12Z,37.791051,-122.397265,6.28
2023-08-06T01:15:13Z,37.791044,-122.397256,6.28
2023-08-06T01:15:14Z,37.791033,-122.397242,6.46
2023-08-06T01:15:15Z,37.791026,-122.397234,6.35
2023-08-06T01:15:16Z,37.791019,-122.397225,6.19
2023-08-06T01:15:17Z,37.791012,-122.397217,6.32
2023-08-06T01:15:18Z,37.791009,-122.397213,6.22
2023-08-06T01:15:19Z,37.791003,-122.397205,6.43
2023-08-06T01:15:20Z,37.790951,-122.397197,6.27
2023-08-06T01:15:21Z,37.790932,-122.397188,6.04
2023-08-06T01:15:22Z,37.790900,-122.397195,5.79
2023-08-06T01:15:23Z,37.790889,-122.397177,5.6
2023-08-06T01:15:24Z,37.790831,-122.397210,5.47
2023-08-06T01:15:25Z,37.790831,-122.397179,5.44
2023-08-06T01:15:26Z,37.790799,-122.397182,5.34
2023-08-06T01:15:27Z,37.790778,-122.397175,6.11
2023-08-06T01:15:28Z,37.790772,-122.397158,5.77
2023-08-06T01:15:29Z,37.790750,-122.397138,5.72
2023-08-06T01:15:30Z,37.790734,-122.397090,5.62
2023-08-06T01:15:31Z,37.790737,-122.397075,5.55
2023-08-06T01:15:32Z,37.790724,-122.397059,5.39
2023-08-06T01:15:33Z,37.790717,-122.397047,5.32
2023-08-06T01:15:34Z,37.790712,-122.397024,5.53
2023-08-06T01:15:35Z,37.790702,-122.397003,5.79
2023-08-06T01:15:36Z,37.790693,-122.396984,5.62
2023-08-06T01:15:37Z,37.790693,-122.396950,5.57
2023-08-06T01:15:38Z,37.790683,-122.396930,5.93
2023-08-06T01:15:39Z,37.790671,-122.396904,5.96
2023-08-06T01:15:40Z,37.790659,-122.396883,5.69
2023-08-06T01:15:41Z,37.790648,-122.396860,5.98
2023-08-06T01:15:42Z,37.790634,-122.396838,6.62
2023-08-06T01:15:43Z,37.790619,-122.396815,6.6
2023-08-06T01:15:44Z,37.790600,-122.396813,6.28
2023-08-06T01:15:45Z,37.790591,-122.396807,5.8
2023-08-06T01:15:46Z,37.790572,-122.396811,5.68
2023-08-06T01:15:47Z,37.790548,-122.396838,5.11
2023-08-06T01:15:48Z,37.790541,-122.396843,5.67
2023-08-06T01:15:49Z,37.790525,-122.396844,5.96
2023-08-06T01:15:50Z,37.790528,-122.396857,6.0
2023-08-06T01:15:51Z,37.790529,-122.396852,6.13
2023-08-06T01:15:52Z,37.790530,-122.396857,5.53
2023-08-06T01:15:53Z,37.790522,-122.396829,5.29
2023-08-06T01:15:54Z,37.790515,-122.396825,5.19
2023-08-06T01:15:55Z,37.790516,-122.396839,5.18
2023-08-06T01:15:56Z,37.790520,-122.396817,5.22
2023-08-06T01:15:57Z,37.790518,-122.396779,5.19
2023-08-06T01:15:58Z,37.790523,-122.396758,5.73
2023-08-06T01:15:59Z,37.790572,-122.396740,5.44
2023-08-06T01:16:00Z,37.790569,-122.396747,5.56
2023-08-06T01:16:01Z,37.790570,-122.396748,5.51
2023-08-06T01:16:02Z,37.790566,-122.396745,5.99
2023-08-06T01:16:03Z,37.790560,-122.396746,5.55
2023-08-06T01:16:04Z,37.790552,-122.396760,5.56
2023-08-06T01:16:05Z,37.790565,-122.396766,5.39
2023-08-06T01:16:06Z,37.790565,-122.396766,5.35
2023-08-06T01:16:07Z,37.790565,-122.396766,5.35
2023-08-06T01:16:08Z,37.790565,-122.396766,5.35
2023-08-06T01:16:09Z,37.790551,-122.396780,5.27
2023-08-06T01:16:10Z,37.790558,-122.396786,5.51
2023-08-06T01:16:11Z,37.790557,-122.396786,5.44
2023-08-06T01:16:12Z,37.790551,-122.396797,5.62
2023-08-06T01:16:13Z,37.790553,-122.396796,5.68
2023-08-06T01:16:14Z,37.790553,-122.396796,5.56
2023-08-06T01:16:15Z,37.790553,-122.396796,5.56
2023-08-06T01:16:16Z,37.790553,-122.396796,5.56
2023-08-06T01:16:17Z,37.790553,-122.396796,5.56
2023-08-06T01:16:18Z,37.790555,-122.396795,5.69
2023-08-06T01:16:19Z,37.790556,-122.396793,5.7
2023-08-06T01:16:20Z,37.790554,-122.396788,5.74
2023-08-06T01:16:21Z,37.790555,-122.396782,5.73
2023-08-06T01:16:22Z,37.790555,-122.396782,5.73
2023-08-06T01:16:23Z,37.790587,-122.396783,5.66
2023-08-06T01:16:24Z,37.790591,-122.396779,5.63
2023-08-06T01:16:25Z,37.790591,-122.396779,5.63
2023-08-06T01:16:26Z,37.790589,-122.396782,5.6
2023-08-06T01:16:27Z,37.790589,-122.396785,5.57
2023-08-06T01:16:28Z,37.790589,-122.396786,5.57
2023-08-06T01:16:29Z,37.790589,-122.396786,5.57
2023-08-06T01:16:30Z,37.790589,-122.396786,5.57
2023-08-06T01:16:31Z,37.790589,-122.396786,5.57
2023-08-06T01:16:32Z,37.790589,-122.396786,5.57
2023-08-06T01:16:33Z,37.790589,-122.396786,5.57
2023-08-06T01:16:34Z,37.790589,-122.396786,5.57
2023-08-06T01:16:35Z,37.790589,-122.396786,5.57
2023-08-06T01:16:36Z,37.790578,-122.396801,5.62
2023-08-06T01:16:37Z,37.790577,-122.396805,5.6
2023-08-06T01:16:38Z,37.790579,-122.396809,5.72
2023-08-06T01:16:39Z,37.790558,-122.396816,5.58
2023-08-06T01:16:40Z,37.790559,-122.396816,5.57
2023-08-06T01:16:41Z,37.790558,-122.396816,5.74
2023-08-06T01:16:42Z,37.790559,-122.396817,5.71
2023-08-06T01:16:43Z,37.790563,-122.396799,5.75
2023-08-06T01:16:44Z,37.790563,-122.396799,5.75
2023-08-06T01:16:45Z,37.790566,-122.396790,5.76
2023-08-06T01:16:46Z,37.790566,-122.396790,5.62
2023-08-06T01:16:47Z,37.790566,-122.396790,5.62
2023-08-06T01:16:48Z,37.790566,-122.396790,5.62
2023-08-06T01:16:49Z,37.790566,-122.396790,5.62
2023-08-06T01:16:50Z,37.790566,-122.396790,5.62
