timestamp,heart rate zone,total minutes
2023-07-01T01:11:00Z,fat burn,1
2023-07-01T01:12:00Z,fat burn,1
2023-07-01T01:13:00Z,fat burn,1
2023-07-01T01:14:00Z,fat burn,1
2023-07-01T01:15:00Z,fat burn,1
2023-07-01T01:17:00Z,fat burn,1
2023-07-01T01:19:00Z,fat burn,1
2023-07-01T01:20:00Z,fat burn,1
2023-07-01T01:21:00Z,fat burn,1
2023-07-01T01:22:00Z,fat burn,1
2023-07-01T01:23:00Z,fat burn,1
2023-07-01T01:24:00Z,fat burn,1
2023-07-01T01:42:00Z,fat burn,1
2023-07-01T01:46:00Z,fat burn,1
2023-07-01T01:47:00Z,fat burn,1
2023-07-01T01:48:00Z,fat burn,1
2023-07-01T02:03:00Z,fat burn,1
2023-07-01T02:04:00Z,fat burn,1
2023-07-01T02:05:00Z,fat burn,1
2023-07-01T15:44:00Z,fat burn,1
2023-07-01T15:45:00Z,fat burn,1
2023-07-01T15:46:00Z,cardio,2
2023-07-01T15:47:00Z,fat burn,1
2023-07-01T15:48:00Z,fat burn,1
2023-07-01T15:49:00Z,fat burn,1
2023-07-01T15:50:00Z,fat burn,1
2023-07-01T15:52:00Z,fat burn,1
2023-07-01T15:53:00Z,fat burn,1
2023-07-01T15:54:00Z,fat burn,1
2023-07-01T15:55:00Z,cardio,2
2023-07-01T15:56:00Z,cardio,2
2023-07-01T15:57:00Z,cardio,2
2023-07-01T15:58:00Z,cardio,2
2023-07-01T15:59:00Z,fat burn,1
2023-07-01T16:00:00Z,fat burn,1
2023-07-01T16:01:00Z,fat burn,1
2023-07-01T16:02:00Z,fat burn,1
2023-07-01T16:03:00Z,fat burn,1
2023-07-01T16:04:00Z,fat burn,1
2023-07-01T16:05:00Z,fat burn,1
2023-07-01T16:06:00Z,fat burn,1
2023-07-01T16:08:00Z,fat burn,1
2023-07-01T16:09:00Z,fat burn,1
2023-07-01T16:10:00Z,fat burn,1
2023-07-01T16:11:00Z,fat burn,1
2023-07-01T16:12:00Z,fat burn,1
2023-07-01T16:13:00Z,fat burn,1
2023-07-01T16:14:00Z,fat burn,1
2023-07-01T16:15:00Z,fat burn,1
2023-07-01T16:16:00Z,fat burn,1
2023-07-01T16:17:00Z,fat burn,1
2023-07-01T16:18:00Z,fat burn,1
2023-07-01T16:19:00Z,fat burn,1
2023-07-01T16:20:00Z,fat burn,1
2023-07-01T16:21:00Z,fat burn,1
2023-07-01T22:57:00Z,fat burn,1
2023-07-01T22:58:00Z,fat burn,1
2023-07-01T22:59:00Z,fat burn,1
2023-07-01T23:00:00Z,fat burn,1
2023-07-01T23:01:00Z,fat burn,1
2023-07-01T23:02:00Z,fat burn,1
2023-07-01T23:03:00Z,fat burn,1
2023-07-02T19:41:00Z,fat burn,1
2023-07-02T19:42:00Z,fat burn,1
2023-07-02T19:43:00Z,fat burn,1
2023-07-02T19:44:00Z,fat burn,1
2023-07-02T19:45:00Z,cardio,2
2023-07-02T19:46:00Z,cardio,2
2023-07-02T19:47:00Z,cardio,2
2023-07-02T19:48:00Z,cardio,2
2023-07-02T19:49:00Z,cardio,2
2023-07-02T19:50:00Z,cardio,2
2023-07-02T19:51:00Z,cardio,2
2023-07-02T19:52:00Z,fat burn,1
2023-07-02T19:53:00Z,cardio,2
2023-07-02T19:54:00Z,cardio,2
2023-07-02T19:55:00Z,cardio,2
2023-07-02T19:56:00Z,cardio,2
2023-07-02T19:57:00Z,cardio,2
2023-07-02T19:58:00Z,fat burn,1
2023-07-02T19:59:00Z,cardio,2
2023-07-02T20:00:00Z,cardio,2
2023-07-02T20:01:00Z,cardio,2
2023-07-02T20:02:00Z,cardio,2
2023-07-02T20:03:00Z,cardio,2
2023-07-02T20:04:00Z,cardio,2
2023-07-02T20:05:00Z,cardio,2
2023-07-02T20:06:00Z,fat burn,1
2023-07-02T20:07:00Z,cardio,2
2023-07-02T20:08:00Z,cardio,2
2023-07-02T20:09:00Z,cardio,2
2023-07-02T20:10:00Z,fat burn,1
